orderid,start_date,end_date,miles_travelled,pitstop_count,delivery_time,select,,
2246,8/5/2019,8/6/2019,245.5998838,2,0.310925926,1,,
2247,8/11/2019,8/11/2019,592.1245129,4,0.692731481,1,,
2248,8/13/2019,8/14/2019,390.5776238,2,0.771655093,1,,
2249,8/3/2019,8/5/2019,1065.142857,5,1.922777778,1,,
2250,8/14/2019,8/15/2019,1162.453882,6,1.722777778,1,,
2251,8/15/2019,8/16/2019,385.5142457,4,0.954548611,1,,
2252,8/12/2019,8/14/2019,1105.772784,5,2.263159722,1,,
2253,8/24/2019,8/25/2019,674.6856498,4,1.078472222,1,,
2254,8/7/2019,8/11/2019,969.7097919,5,3.469976852,1,,
2255,8/18/2019,8/19/2019,459.1717274,3,1.508321759,1,,
2256,8/15/2019,8/17/2019,1522.006815,8,2.296099537,1,,
2257,8/20/2019,8/21/2019,1024.450388,5,1.238414352,1,,
2258,8/20/2019,8/21/2019,710.4952758,4,1.251296296,1,,
2259,8/14/2019,8/16/2019,906.7714505,4,1.643634259,1,,
2260,8/11/2019,8/13/2019,975.395823,4,2.710497685,1,,
2261,8/23/2019,8/26/2019,1546.953221,8,2.524212963,1,,
2262,8/14/2019,8/17/2019,1101.16777,6,2.914224537,1,,
2263,1/1/1970,8/3/2019,0,1,18111.81362,0,,
2264,8/12/2019,8/12/2019,250.2220457,2,0.347523148,1,,
2265,8/3/2019,8/4/2019,451.0471266,3,1.114849537,1,,
2266,8/11/2019,8/12/2019,285.5258886,2,0.284027778,1,,
2267,8/7/2019,8/10/2019,1522.006815,8,2.343738426,1,,
2268,8/12/2019,8/13/2019,440.9613709,3,0.938796296,1,,
2269,8/8/2019,8/11/2019,636.1775076,3,2.594155093,1,,
2270,8/10/2019,8/13/2019,639.7395193,3,2.222002315,1,,
2271,8/26/2019,8/26/2019,245.5998838,2,0.353634259,1,,
2272,8/18/2019,8/16/2019,0,1,-1.064837963,0,,
2273,8/18/2019,8/18/2019,0,1,-0.090520833,0,,
2274,8/10/2019,8/10/2019,385.5142457,3,0.604074074,1,,
2275,8/10/2019,8/11/2019,624.8036708,3,1.410868056,1,,
2276,8/16/2019,8/18/2019,919.2261836,6,1.335902778,1,,
2277,8/7/2019,8/9/2019,1405.03321,7,1.91775463,1,,
2278,8/20/2019,8/20/2019,226.0523524,2,0.284027778,1,,
2279,8/22/2019,8/24/2019,206.6647572,3,1.375752315,1,,
2280,8/6/2019,8/6/2019,0,1,-0.051840278,0,,
2281,8/13/2019,8/14/2019,951.5301166,5,1.176886574,1,,
2282,8/14/2019,8/14/2019,249.8648853,2,0.428449074,1,,
2283,8/20/2019,8/23/2019,722.689517,5,2.372824074,1,,
2284,8/13/2019,8/13/2019,240.8789548,2,0.276203704,1,,
2285,8/6/2019,8/7/2019,215.4509026,2,0.390798611,1,,
2286,8/15/2019,8/17/2019,1166.448945,6,2.396840278,1,,
2287,8/14/2019,8/16/2019,1065.142857,5,2.106956019,1,,
2288,8/16/2019,8/18/2019,766.4721218,4,1.139606481,1,,
2289,8/13/2019,8/15/2019,1366.406488,6,1.887986111,1,,
2290,8/7/2019,8/9/2019,1558.596107,8,2.8725,1,,
2291,8/21/2019,8/23/2019,624.8036708,3,1.97275463,1,,
2292,8/15/2019,8/15/2019,377.3568457,3,0.715277778,1,,
2293,8/4/2019,8/5/2019,818.8787098,4,1.295266204,1,,
2294,8/16/2019,8/18/2019,766.3319039,4,2.32537037,1,,
2295,8/15/2019,8/17/2019,1556.558677,7,2.617071759,1,,
2296,8/4/2019,8/5/2019,756.0441577,4,0.846412037,1,,
2297,8/6/2019,8/8/2019,1359.379788,6,2.790752315,1,,
2298,8/18/2019,8/18/2019,259.3275339,2,0.298368056,1,,
2299,8/16/2019,8/17/2019,852.0552801,5,1.168715278,1,,
2300,8/17/2019,8/18/2019,259.3275339,2,0.369710648,1,,
2301,8/17/2019,8/18/2019,1079.495148,6,1.597210648,1,,
2302,8/13/2019,8/16/2019,1525.865157,7,2.180497685,1,,
2303,8/14/2019,8/15/2019,385.5142457,3,0.540798611,1,,
2304,8/10/2019,8/13/2019,1540.659488,8,2.657395833,1,,
2305,8/6/2019,8/9/2019,1373.961046,5,3.085474537,1,,
2306,8/5/2019,8/4/2019,0,1,-0.8796875,0,,
2307,8/6/2019,8/6/2019,385.5142457,3,0.480138889,1,,
2308,8/20/2019,8/21/2019,572.3979404,4,1.008773148,1,,
2309,8/21/2019,8/23/2019,755.8416904,4,1.901226852,1,,
2310,8/23/2019,8/24/2019,677.9569548,4,0.830104167,1,,
2311,8/13/2019,8/16/2019,1273.488861,6,3.371516204,1,,
2312,8/10/2019,8/16/2019,1449.18572,6,5.713564815,1,,
2313,8/9/2019,8/10/2019,888.6445715,5,1.218125,1,,
2314,8/13/2019,8/15/2019,1384.400315,7,1.606597222,1,,
2315,8/11/2019,8/15/2019,1592.333854,8,3.411134259,1,,
2316,8/20/2019,8/20/2019,484.478986,3,0.774502315,1,,
2317,8/7/2019,8/8/2019,767.8838993,5,0.977175926,1,,
2318,8/4/2019,8/7/2019,1558.596107,8,2.748252315,1,,
2319,8/7/2019,8/9/2019,989.3066216,5,2.1584375,1,,
2320,8/21/2019,8/21/2019,179.6379295,2,0.236481481,1,,
2321,8/9/2019,8/11/2019,1324.931006,7,2.200439815,1,,
2322,1/1/1970,8/7/2019,0,1,18115.78082,0,,
2323,8/21/2019,8/23/2019,1114.515404,6,2.155775463,1,,
2324,8/24/2019,8/25/2019,818.7476131,4,1.603460648,1,,
2325,8/19/2019,8/20/2019,270.9805777,2,0.288472222,1,,
2326,8/10/2019,8/12/2019,760.9420764,4,1.614143519,1,,
2327,8/11/2019,8/12/2019,639.7395193,3,1.178090278,1,,
2328,8/8/2019,8/8/2019,0,1,-0.306701389,0,,
2329,8/15/2019,8/17/2019,1594.762755,8,2.319224537,1,,
2330,1/1/1970,8/3/2019,0,1,18111.55237,0,,
2331,8/4/2019,8/5/2019,795.449771,4,0.954456019,1,,
2332,8/3/2019,8/4/2019,294.061954,2,0.516944444,1,,
2333,8/22/2019,8/23/2019,795.5436625,5,1.339722222,1,,
2334,8/11/2019,8/13/2019,652.014916,5,1.537974537,1,,
2335,8/3/2019,8/5/2019,592.2466702,4,2.757650463,1,,
2336,8/11/2019,8/14/2019,1558.596107,8,2.673622685,1,,
2337,8/11/2019,8/13/2019,385.5142457,3,2.317719907,1,,
2338,8/13/2019,8/14/2019,859.2157253,5,1.304340278,1,,
2339,8/25/2019,8/25/2019,385.5142457,3,0.663449074,1,,
2340,8/9/2019,8/10/2019,176.1315296,2,0.280092593,1,,
2341,8/6/2019,8/7/2019,1024.450388,5,1.801481481,1,,
2342,8/8/2019,8/10/2019,915.3490973,5,1.560162037,1,,
2343,8/6/2019,8/8/2019,902.9352548,5,1.473402778,1,,
2344,8/14/2019,8/17/2019,1558.596107,8,3.667280093,1,,
2345,8/5/2019,8/6/2019,715.807034,5,0.966747685,1,,
2346,8/10/2019,8/12/2019,1485.659803,7,2.341863426,1,,
2347,8/13/2019,8/17/2019,1367.602803,6,3.594456019,1,,
2348,8/13/2019,8/15/2019,1463.695919,8,2.106261574,1,,
2349,8/8/2019,8/8/2019,52.02696769,2,0.120787037,1,,
2350,8/13/2019,8/13/2019,240.8789548,2,0.318125,1,,
2351,8/3/2019,8/4/2019,1065.142857,5,1.62787037,1,,
2352,8/16/2019,8/17/2019,500.0809247,4,0.492361111,1,,
2353,1/1/1970,8/8/2019,339.7397,3,18116.47722,0,,
2354,8/15/2019,8/17/2019,1735.777168,9,2.312951389,1,,
2355,8/18/2019,8/19/2019,639.7395193,3,0.877696759,1,,
2356,8/11/2019,8/12/2019,1056.486843,5,1.597743056,1,,
2357,8/19/2019,8/23/2019,2025.264974,10,3.895208333,1,,
2358,8/12/2019,8/13/2019,652.014916,4,0.888877315,1,,
2359,8/24/2019,8/23/2019,0,1,-0.803101852,0,,
2360,8/23/2019,8/23/2019,270.9805777,2,0.285972222,1,,
2361,8/10/2019,8/10/2019,0,1,-0.003761574,0,,
2362,8/19/2019,8/20/2019,440.9613709,3,1.246446759,1,,
2363,8/18/2019,8/18/2019,0,1,-0.149675926,0,,
2364,8/4/2019,8/7/2019,1735.777168,9,2.699305556,1,,
2365,8/3/2019,8/3/2019,239.6481888,2,0.323113426,1,,
2366,8/8/2019,8/10/2019,912.4899003,4,2.186493056,1,,
2367,8/21/2019,8/23/2019,1166.448945,6,1.714143519,1,,
2368,8/12/2019,8/14/2019,1513.13705,7,2.232326389,1,,
2369,8/23/2019,8/25/2019,1508.164216,6,2.232511574,1,,
2370,8/11/2019,8/14/2019,678.2570029,5,2.706134259,1,,
2371,8/9/2019,8/10/2019,419.8885787,3,0.793414352,1,,
2372,8/6/2019,8/8/2019,1733.910884,8,2.233159722,1,,
2373,8/3/2019,8/6/2019,1522.006815,8,2.676851852,1,,
2374,1/1/1970,8/4/2019,871.2538907,6,18112.4462,0,,
2375,8/6/2019,8/7/2019,294.061954,2,0.693391204,1,,
2376,8/17/2019,8/18/2019,246.8461583,2,0.240127315,1,,
2377,8/19/2019,8/19/2019,143.1329834,2,0.167835648,1,,
2378,8/14/2019,8/14/2019,239.6481888,2,0.287025463,1,,
2379,8/17/2019,8/18/2019,1093.850932,5,1.439884259,1,,
2380,8/18/2019,8/19/2019,582.9033326,4,1.185277778,1,,
2381,8/4/2019,8/4/2019,249.8648853,2,0.269027778,1,,
2382,8/11/2019,8/13/2019,533.1386184,3,2.251956019,1,,
2383,8/21/2019,8/23/2019,1734.470829,9,2.221087963,1,,
2384,8/9/2019,8/9/2019,0,1,-0.348287037,0,,
2385,8/16/2019,8/17/2019,731.4821395,4,1.326493056,1,,
2386,8/24/2019,8/26/2019,1108.901357,6,1.887719907,1,,
2387,8/10/2019,8/11/2019,1093.850932,5,1.746655093,1,,
2388,8/8/2019,8/11/2019,1090.429697,5,2.576875,1,,
2389,8/18/2019,8/19/2019,327.0746395,3,0.52005787,1,,
2390,8/9/2019,8/9/2019,240.8789548,2,0.19380787,1,,
2391,8/23/2019,8/23/2019,380.1558277,3,0.890983796,1,,
2392,8/13/2019,8/13/2019,0,1,-0.008032407,0,,
2393,8/6/2019,8/11/2019,1101.167865,7,5.226678241,1,,
2394,8/6/2019,8/9/2019,1142.223978,7,3.351296296,1,,
2395,8/21/2019,8/22/2019,704.6900692,4,1.134386574,1,,
2396,8/6/2019,8/7/2019,516.3800632,3,0.558796296,1,,
2397,8/3/2019,8/7/2019,1522.006815,8,3.526087963,1,,
2398,8/14/2019,8/14/2019,0,1,-0.182962963,0,,
2399,7/29/2019,7/29/2019,240.8789548,2,0.278356481,1,,
2400,7/23/2019,7/25/2019,828.1464456,5,1.318854167,1,,
2401,7/26/2019,7/26/2019,245.5998838,2,0.34375,1,,
2402,7/20/2019,7/20/2019,240.8789548,2,0.314467593,1,,
2403,7/30/2019,8/1/2019,833.4385246,5,1.359675926,1,,
2404,7/5/2019,7/6/2019,677.9569548,4,1.047881944,1,,
2405,7/21/2019,7/22/2019,934.3922907,5,1.377013889,1,,
2406,7/7/2019,7/10/2019,1355.105168,6,2.597118056,1,,
2407,7/12/2019,7/12/2019,250.2220457,2,0.328587963,1,,
2408,7/20/2019,7/22/2019,674.6856498,4,1.823402778,1,,
2409,7/22/2019,7/23/2019,1114.515404,6,1.591018519,1,,
2410,7/11/2019,7/13/2019,991.0296214,6,1.328472222,1,,
2411,7/9/2019,7/10/2019,339.1747617,3,0.945486111,1,,
2412,7/12/2019,7/13/2019,498.106854,3,1.192337963,1,,
2413,7/31/2019,8/4/2019,1485.659938,8,3.374479167,1,,
2414,7/4/2019,7/6/2019,1150.921227,6,2.490763889,1,,
2415,7/4/2019,7/6/2019,674.262056,4,1.704409722,1,,
2416,7/13/2019,7/13/2019,0,1,-0.289849537,0,,
2417,7/12/2019,7/12/2019,0,1,-0.028587963,0,,
2418,7/9/2019,7/11/2019,1324.931006,7,1.776782407,1,,
2419,7/29/2019,8/1/2019,1772.366459,9,3.050810185,1,,
2420,8/1/2019,8/3/2019,1101.16777,6,1.877766204,1,,
2421,7/8/2019,7/9/2019,738.2106007,5,0.919722222,1,,
2422,7/29/2019,8/1/2019,957.7267623,4,3.012638889,1,,
2423,7/30/2019,7/30/2019,248.6026361,2,0.265891204,1,,
2424,7/12/2019,7/14/2019,1090.432517,6,1.483541667,1,,
2425,8/11/2019,8/12/2019,280.6316482,2,0.916053241,1,,
2426,7/29/2019,7/31/2019,669.9515353,4,1.052141204,1,,
2427,8/1/2019,8/2/2019,245.5998838,2,0.691539352,1,,
2428,7/17/2019,7/17/2019,0,1,-0.011006944,0,,
2429,7/15/2019,7/16/2019,339.1747617,3,0.806388889,1,,
2430,7/7/2019,7/7/2019,252.5069702,2,0.333217593,1,,
2431,7/25/2019,7/26/2019,274.0342071,2,0.410949074,1,,
2432,7/17/2019,7/17/2019,223.1457221,2,0.218055556,1,,
2433,7/20/2019,7/23/2019,1772.366459,9,3.198263889,1,,
2434,7/7/2019,7/7/2019,0,1,-0.008414352,0,,
2435,7/17/2019,7/18/2019,1150.921227,6,1.840740741,1,,
2436,7/7/2019,7/8/2019,672.3907431,4,1.235787037,1,,
2437,7/23/2019,7/24/2019,479.5292977,3,0.486203704,1,,
2438,7/29/2019,7/30/2019,652.014916,4,0.90693287,1,,
2439,7/7/2019,7/9/2019,255.3379787,2,1.284548611,1,,
2440,7/28/2019,7/31/2019,969.7097919,5,2.096643519,1,,
2441,8/2/2019,8/4/2019,1807.435582,8,2.766631944,1,,
2442,7/21/2019,7/21/2019,255.3379787,2,0.271655093,1,,
2443,7/30/2019,7/31/2019,740.3139718,4,1.163738426,1,,
2444,7/23/2019,7/26/2019,1797.175267,10,2.694895833,1,,
2445,7/14/2019,7/23/2019,1367.401029,7,9.231226852,1,,
2446,7/19/2019,7/21/2019,1214.679226,6,1.886793981,1,,
2447,7/6/2019,7/7/2019,715.807034,5,0.929953704,1,,
2448,7/22/2019,7/24/2019,1202.218966,6,1.895451389,1,,
2449,7/11/2019,7/12/2019,496.78456,3,1.144652778,1,,
2450,7/3/2019,7/3/2019,479.5292977,3,0.554861111,1,,
2451,7/18/2019,7/20/2019,1456.655691,7,2.4921875,1,,
2452,7/16/2019,7/17/2019,356.9612022,2,0.65994213,1,,
2453,7/25/2019,7/24/2019,0,1,-1.181539352,0,,
2454,7/24/2019,7/24/2019,179.1391905,2,0.240185185,1,,
2455,7/10/2019,7/10/2019,0,1,-0.008368056,0,,
2456,7/3/2019,7/8/2019,1402.188847,7,4.434652778,1,,
2457,7/31/2019,8/1/2019,991.0296214,6,1.208773148,1,,
2458,7/6/2019,7/9/2019,1540.659488,8,2.747974537,1,,
2459,7/9/2019,7/10/2019,525.5361028,3,0.89005787,1,,
2460,7/18/2019,7/20/2019,1642.835109,9,2.134259259,1,,
2461,7/9/2019,7/12/2019,1166.448945,6,2.795949074,1,,
2462,7/4/2019,7/5/2019,731.2581007,4,1.195208333,1,,
2463,7/23/2019,7/26/2019,1618.665964,8,2.013229167,1,,
2464,7/27/2019,7/27/2019,94.13981621,2,0.251597222,1,,
2465,7/18/2019,7/20/2019,1093.850932,5,2.356053241,1,,
2466,7/31/2019,8/2/2019,1273.488861,6,1.882025463,1,,
2467,7/17/2019,7/20/2019,1551.909241,7,2.648368056,1,,
2468,7/15/2019,7/15/2019,293.7092126,2,0.30474537,1,,
2469,7/17/2019,7/18/2019,855.4680012,4,1.249513889,1,,
2470,7/13/2019,7/15/2019,1485.659803,7,1.822141204,1,,
2471,8/1/2019,8/2/2019,1214.23951,6,1.754513889,1,,
2472,7/7/2019,7/7/2019,0,1,-0.061712963,0,,
2473,7/28/2019,7/29/2019,498.106854,3,1.452928241,1,,
2474,7/28/2019,7/30/2019,969.7097919,5,2.371956019,1,,
2475,7/11/2019,7/11/2019,498.106854,3,0.665914352,1,,
2476,7/14/2019,7/15/2019,652.014916,4,1.046053241,1,,
2477,7/16/2019,7/17/2019,855.4680012,4,1.205300926,1,,
2478,7/20/2019,7/20/2019,0,1,-0.00037037,0,,
2479,7/24/2019,7/25/2019,579.6426963,3,0.620081019,1,,
2480,7/30/2019,8/1/2019,756.0441577,4,1.38494213,1,,
2481,7/8/2019,7/11/2019,1306.309358,6,2.803541667,1,,
2482,7/25/2019,7/26/2019,1114.712143,7,1.535347222,1,,
2483,7/27/2019,7/28/2019,125.6224314,2,0.164386574,1,,
2484,7/4/2019,7/7/2019,1684.353843,9,2.802534722,1,,
2485,7/13/2019,7/14/2019,653.1320501,4,1.17693287,1,,
2486,7/24/2019,7/24/2019,143.1329834,2,0.140752315,1,,
2487,7/10/2019,7/12/2019,639.7395193,3,1.788703704,1,,
2488,7/3/2019,7/5/2019,890.1365524,5,2.278009259,1,,
2489,7/29/2019,7/31/2019,1173.460949,6,2.123576389,1,,
2490,7/20/2019,7/22/2019,1214.23951,6,1.760833333,1,,
2491,7/12/2019,7/13/2019,639.7395193,3,1.012743056,1,,
2492,7/31/2019,7/31/2019,270.9805777,2,0.637384259,1,,
2493,7/4/2019,7/5/2019,431.1380633,3,0.941747685,1,,
2494,7/15/2019,7/15/2019,245.5998838,2,0.273425926,1,,
2495,7/28/2019,7/28/2019,339.1747617,3,0.411689815,1,,
2496,7/2/2019,7/3/2019,431.1380633,3,0.821909722,1,,
2497,7/24/2019,7/25/2019,818.2708144,4,1.102546296,1,,
2498,7/30/2019,8/2/2019,969.7097919,5,2.434525463,1,,
2499,7/28/2019,7/30/2019,1772.366459,9,2.385474537,1,,
2500,7/19/2019,7/20/2019,767.687161,4,0.976689815,1,,
2501,7/5/2019,7/7/2019,1202.218966,6,2.073020833,1,,
2502,8/1/2019,8/6/2019,1164.204119,6,5.167511574,1,,
2503,7/24/2019,7/24/2019,490.7517865,3,0.796238426,1,,
2504,7/12/2019,7/14/2019,1767.100526,9,1.995810185,1,,
2505,7/12/2019,7/12/2019,268.4062307,2,0.598969907,1,,
2506,7/25/2019,7/27/2019,1273.488861,6,2.049444444,1,,
2507,7/31/2019,7/31/2019,143.1329834,2,0.123888889,1,,
2508,7/8/2019,7/9/2019,942.7422134,5,1.103819444,1,,
2509,7/3/2019,7/5/2019,1042.905856,6,2.383541667,1,,
2510,7/19/2019,7/23/2019,1296.534792,7,3.745069444,1,,
2511,7/14/2019,7/14/2019,179.1391905,2,0.3090625,1,,
2512,7/11/2019,7/12/2019,498.106854,3,1.218020833,1,,
2513,7/7/2019,7/10/2019,1735.777168,9,3.38181713,1,,
2514,8/6/2019,8/7/2019,795.449771,4,1.067581019,1,,
2515,8/1/2019,8/3/2019,1368.443918,7,2.482974537,1,,
2516,7/23/2019,7/25/2019,1546.953221,8,1.717314815,1,,
2517,7/29/2019,7/31/2019,1065.142857,5,2.65625,1,,
2518,7/27/2019,7/28/2019,755.8416904,4,1.107928241,1,,
2519,7/6/2019,7/7/2019,942.0989113,5,1.7959375,1,,
2520,7/26/2019,7/29/2019,890.1365524,5,3.212037037,1,,
2521,7/28/2019,7/31/2019,1030.619954,5,2.325208333,1,,
2522,7/6/2019,7/9/2019,428.6621722,4,2.371990741,1,,
2523,7/14/2019,7/18/2019,1338.404682,9,4.092974537,1,,
2524,7/3/2019,7/4/2019,496.78456,3,0.521145833,1,,
2525,7/20/2019,7/21/2019,769.1354465,5,0.903101852,1,,
2526,7/14/2019,7/15/2019,991.0296214,6,1.311342593,1,,
2527,7/25/2019,7/27/2019,1735.777168,9,2.360868056,1,,
2528,7/18/2019,7/20/2019,1042.905856,6,1.629930556,1,,
2529,7/27/2019,7/27/2019,516.3800632,3,0.618611111,1,,
2530,7/24/2019,7/24/2019,0,1,-0.017048611,0,,
2531,8/3/2019,8/6/2019,1342.867625,7,2.80287037,1,,
2532,7/6/2019,7/7/2019,1084.734371,5,1.5309375,1,,
2533,7/24/2019,7/25/2019,419.4163285,2,0.775949074,1,,
2534,7/28/2019,7/30/2019,1540.659488,8,2.169050926,1,,
2535,7/10/2019,7/11/2019,639.7395193,3,1.197094907,1,,
2536,8/7/2019,8/7/2019,472.8484031,3,0.718009259,1,,
2537,7/17/2019,7/17/2019,377.3568457,3,0.495138889,1,,
2538,8/1/2019,8/2/2019,690.3237868,4,1.351215278,1,,
2539,7/6/2019,7/8/2019,1299.268573,7,2.080914352,1,,
2540,7/5/2019,7/5/2019,0,1,-0.011516204,0,,
2541,7/5/2019,7/7/2019,1511.025961,8,2.779837963,1,,
2542,7/23/2019,7/24/2019,795.5436625,5,1.10869213,1,,
2543,7/9/2019,7/11/2019,1101.16777,6,1.722361111,1,,
2544,7/23/2019,7/24/2019,1273.488861,6,1.657303241,1,,
2545,7/23/2019,7/25/2019,1033.18378,5,1.427407407,1,,
2546,7/25/2019,7/25/2019,755.8416904,4,0.9434375,1,,
2547,7/18/2019,7/18/2019,242.3201888,3,0.438715278,1,,
2548,7/22/2019,7/22/2019,0,1,-0.000694444,0,,
2549,7/31/2019,7/31/2019,479.5292977,3,0.527893519,1,,
2550,7/17/2019,7/18/2019,1162.435941,6,1.703217593,1,,
2551,7/5/2019,7/6/2019,217.7409579,2,0.507395833,1,,
2552,7/13/2019,7/14/2019,180.5588058,2,0.209733796,1,,
2553,7/9/2019,7/11/2019,1324.931006,7,1.633125,1,,
2554,7/9/2019,7/12/2019,1682.579499,9,2.677210648,1,,
2555,8/3/2019,8/5/2019,459.1717274,4,1.858946759,1,,
2556,7/18/2019,7/18/2019,217.9513702,2,0.216909722,1,,
2557,1/1/1970,7/22/2019,1384.400315,7,18099.62671,0,,
2558,7/10/2019,7/12/2019,1324.532813,7,2.241215278,1,,
2559,8/1/2019,8/2/2019,1228.748715,7,1.575023148,1,,
2560,7/4/2019,7/6/2019,1735.777168,9,2.271446759,1,,
2561,7/27/2019,7/28/2019,1079.495148,6,1.670011574,1,,
2562,7/26/2019,7/27/2019,739.5208306,5,1.067893519,1,,
2563,7/26/2019,7/28/2019,1361.667837,6,2.666979167,1,,
2564,7/17/2019,7/17/2019,538.383024,4,0.577523148,1,,
2565,7/25/2019,7/26/2019,215.7284819,2,0.23,1,,
2566,7/8/2019,7/8/2019,390.6724941,3,0.629803241,1,,
2567,7/2/2019,7/3/2019,879.6676185,4,1.50025463,1,,
2568,7/25/2019,7/24/2019,0,1,-0.190578704,0,,
2569,7/13/2019,7/15/2019,1504.070196,8,2.194780093,1,,
2570,8/2/2019,8/2/2019,472.8484031,3,0.525509259,1,,
2571,7/27/2019,7/28/2019,888.6445715,5,1.460358796,1,,
2572,7/25/2019,7/27/2019,1179.742701,7,2.109710648,1,,
2573,7/29/2019,7/31/2019,672.3907431,4,1.167118056,1,,
2574,7/20/2019,7/22/2019,1355.105168,6,1.984780093,1,,
2575,7/12/2019,7/15/2019,1558.596107,8,3.975925926,1,,
2576,7/22/2019,7/22/2019,0,1,-0.224537037,0,,
2577,7/8/2019,7/10/2019,969.7097919,5,1.893159722,1,,
2578,7/21/2019,7/23/2019,1042.052239,5,1.927743056,1,,
2579,7/9/2019,7/11/2019,1093.850932,5,1.541585648,1,,
2580,7/29/2019,7/31/2019,1053.802387,5,1.637141204,1,,
2581,7/5/2019,7/5/2019,276.3123927,2,0.311921296,1,,
2582,7/15/2019,7/16/2019,564.3355332,5,1.140347222,1,,
2583,7/6/2019,7/7/2019,855.4680012,4,1.329618056,1,,
2584,8/1/2019,8/3/2019,1361.560326,7,2.103553241,1,,
2585,7/5/2019,7/8/2019,915.3490973,5,2.276064815,1,,
2586,7/4/2019,7/6/2019,1221.415159,7,1.992743056,1,,
2587,7/24/2019,7/26/2019,991.0296214,6,2.30849537,1,,
2588,8/1/2019,8/1/2019,692.5201677,4,0.791574074,1,,
2589,8/2/2019,8/4/2019,1405.03321,7,2.137268519,1,,
2590,7/7/2019,7/7/2019,248.6026361,2,0.346481481,1,,
2591,7/28/2019,7/30/2019,1920.663424,10,2.420787037,1,,
2592,7/16/2019,7/17/2019,941.1693672,5,1.137349537,1,,
2593,7/20/2019,7/20/2019,0,1,-0.260266204,0,,
2594,7/5/2019,7/8/2019,1558.596107,8,2.821030093,1,,
2595,7/4/2019,7/5/2019,391.8088715,3,1.092951389,1,,
2596,7/8/2019,7/10/2019,1324.931006,7,1.925983796,1,,
2597,7/30/2019,8/1/2019,675.9237505,4,2.146284722,1,,
2598,7/29/2019,7/30/2019,377.3568457,3,0.458564815,1,,
2599,7/9/2019,7/11/2019,1361.560326,7,1.997546296,1,,
2600,7/14/2019,7/14/2019,339.1747617,3,0.559733796,1,,
2601,7/9/2019,7/11/2019,1214.679226,6,2.623541667,1,,
2602,7/18/2019,7/19/2019,639.7395193,3,1.281979167,1,,
2603,7/6/2019,7/7/2019,472.5859265,3,0.701608796,1,,
2604,7/24/2019,7/25/2019,1162.453882,6,1.638414352,1,,
2605,7/25/2019,7/25/2019,255.3379787,2,0.659560185,1,,
2606,7/30/2019,7/31/2019,907.0525573,5,1.369270833,1,,
2607,7/5/2019,7/8/2019,1540.659488,8,2.964537037,1,,
2608,7/13/2019,7/14/2019,615.4871544,4,1.047731481,1,,
2609,7/17/2019,7/18/2019,674.6856498,4,1.039733796,1,,
2610,7/19/2019,7/20/2019,755.8416904,4,0.846273148,1,,
2611,7/10/2019,7/12/2019,755.8416904,4,2.230289352,1,,
2612,7/20/2019,7/22/2019,1314.829138,6,2.257905093,1,,
2613,7/13/2019,7/13/2019,0,1,-0.076342593,0,,
2614,7/5/2019,7/5/2019,0,1,-0.003090278,0,,
2615,7/30/2019,7/31/2019,1087.284941,5,1.873738426,1,,
2616,7/18/2019,7/19/2019,472.8484031,3,0.524826389,1,,
2617,7/14/2019,7/16/2019,1141.40145,6,2.135729167,1,,
2618,7/11/2019,7/12/2019,792.9901101,5,0.903055556,1,,
2619,7/11/2019,7/14/2019,1512.176529,8,2.395335648,1,,
2620,7/3/2019,7/3/2019,117.432144,3,0.273564815,1,,
2621,7/12/2019,7/13/2019,999.1623568,5,1.637835648,1,,
2622,7/4/2019,7/4/2019,472.8484031,3,0.554305556,1,,
2623,7/24/2019,7/25/2019,852.0552801,5,1.096585648,1,,
2624,7/18/2019,7/19/2019,741.1643615,4,1.765520833,1,,
2625,7/15/2019,7/16/2019,572.3979404,4,0.86275463,1,,
2626,7/23/2019,7/25/2019,1411.12669,8,2.066516204,1,,
2627,1/1/1970,7/23/2019,2001.10119,8,18100.27904,0,,
2628,7/20/2019,7/20/2019,0,1,-0.010891204,0,,
2629,7/26/2019,7/27/2019,294.061954,2,0.440671296,1,,
2630,7/17/2019,7/19/2019,1079.495148,6,1.794247685,1,,
2631,7/11/2019,7/11/2019,0,1,-6.94444E-05,0,,
2632,8/3/2019,8/3/2019,630.04654,3,0.757928241,1,,
2633,7/19/2019,7/20/2019,392.9978687,3,0.662523148,1,,
2634,7/14/2019,7/15/2019,639.7395193,3,1.10349537,1,,
2635,7/27/2019,7/29/2019,1101.16777,6,2.530648148,1,,
2636,7/8/2019,7/11/2019,1166.448945,6,3.762094907,1,,
2637,7/12/2019,7/13/2019,1065.142857,5,1.6815625,1,,
2638,7/11/2019,7/12/2019,472.5859265,3,0.714409722,1,,
2639,7/27/2019,7/29/2019,764.7451148,4,1.660034722,1,,
2640,8/2/2019,8/3/2019,472.5859265,3,1.134907407,1,,
2641,7/24/2019,7/25/2019,990.8328831,5,1.446793981,1,,
2642,7/20/2019,7/22/2019,1485.659803,7,2.060115741,1,,
2643,7/18/2019,7/18/2019,245.5998838,2,0.553854167,1,,
2644,7/6/2019,7/6/2019,249.8648853,2,0.317222222,1,,
2645,7/14/2019,7/15/2019,248.6026361,2,0.316643519,1,,
2646,7/18/2019,7/19/2019,270.9805777,2,0.490185185,1,,
2647,7/25/2019,7/26/2019,472.5859265,3,0.767071759,1,,
