experiment_id,instance,method,weekstart,horizon,tstep,driverfactor,rho-value,opt_gap,lambda,maxdriverhours,lambda2,varsettingiterations,strengthenredcosts,formulation,columnmemory,variablefixing_lb,variablefixing_ub,deletioniterationpct,deletionthreshold,cuttype,symmetrybreaking
215,4,ipred,8/11/2019,3,3,5.5,0.5,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
216,4,ipred,8/11/2019,3,3,5.5,1,0.001,500,24,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
217,4,arcip,6/23/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
218,4,ip,6/23/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
219,4,lpcuts,6/23/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
220,4,ipred,6/23/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
221,4,ipred,6/23/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
222,4,ipred,6/23/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
223,4,arcip,6/30/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
224,4,ip,6/30/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
225,4,lpcuts,6/30/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
226,4,ipred,6/30/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
227,4,ipred,6/30/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
228,4,ipred,6/30/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
229,4,arcip,7/7/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
230,4,ip,7/7/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
231,4,lpcuts,7/7/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
232,4,ipred,7/7/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
233,4,ipred,7/7/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
234,4,ipred,7/7/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
235,4,arcip,7/14/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
236,4,ip,7/14/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
237,4,lpcuts,7/14/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
238,4,ipred,7/14/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
239,4,ipred,7/14/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
240,4,ipred,7/14/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
241,4,arcip,7/21/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
242,4,ip,7/21/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
243,4,lpcuts,7/21/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
244,4,ipred,7/21/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
245,4,ipred,7/21/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
246,4,ipred,7/21/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
247,4,arcip,7/28/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
248,4,ip,7/28/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
249,4,lpcuts,7/28/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
250,4,ipred,7/28/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
251,4,ipred,7/28/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
252,4,ipred,7/28/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
253,4,arcip,8/4/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
254,4,ip,8/4/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
255,4,lpcuts,8/4/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
256,4,ipred,8/4/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
257,4,ipred,8/4/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
258,4,ipred,8/4/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
259,4,arcip,8/11/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
260,4,ip,8/11/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
261,4,lpcuts,8/11/2019,5,6,5.5,0,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,6,0
262,4,ipred,8/11/2019,5,6,5.5,0.25,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
263,4,ipred,8/11/2019,5,6,5.5,0.5,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
264,4,ipred,8/11/2019,5,6,5.5,1,0.001,500,36,0.01,0,0,heterogeneous,1000,1,1,1,-1,0,0
