experiment,cb,ab,db,totalflow,stdev,seed
761,1,0.3,0.1,500,0.5,11428
762,1,0.3,0.2,500,0.5,8715
763,1,0.3,0.3,500,0.5,36904
764,1,0.3,0.4,500,0.5,14406
765,1,0.3,0.5,500,0.5,11075
766,1,0.3,0.6,500,0.5,30738
767,1,0.3,0.7,500,0.5,34912
768,1,0.3,0.8,500,0.5,72341
769,1,0.3,0.9,500,0.5,98379
770,1,0.3,1,500,0.5,46537
771,1,0.4,0,500,0.5,25699
772,1,0.4,0.1,500,0.5,62369
773,1,0.4,0.2,500,0.5,57162
774,1,0.4,0.3,500,0.5,15176
775,1,0.4,0.4,500,0.5,58801
776,1,0.4,0.5,500,0.5,31640
777,1,0.4,0.6,500,0.5,12980
778,1,0.4,0.7,500,0.5,33322
779,1,0.4,0.8,500,0.5,76705
780,1,0.4,0.9,500,0.5,63218
781,1,0.4,1,500,0.5,86923
782,1,0.5,0,500,0.5,22404
783,1,0.5,0.1,500,0.5,22826
784,1,0.5,0.2,500,0.5,74128
785,1,0.5,0.3,500,0.5,74392
786,1,0.5,0.4,500,0.5,85537
787,1,0.5,0.5,500,0.5,22258
788,1,0.5,0.6,500,0.5,17175
789,1,0.5,0.7,500,0.5,5952
790,1,0.5,0.8,500,0.5,36215
791,1,0.5,0.9,500,0.5,31763
792,1,0.5,1,500,0.5,21774
793,1,0.6,0,500,0.5,47540
794,1,0.6,0.1,500,0.5,1056
795,1,0.6,0.2,500,0.5,45119
796,1,0.6,0.3,500,0.5,69431
797,1,0.6,0.4,500,0.5,66233
798,1,0.6,0.5,500,0.5,50838
799,1,0.6,0.6,500,0.5,94831
800,1,0.6,0.7,500,0.5,36939
801,1,0.6,0.8,500,0.5,58246
802,1,0.6,0.9,500,0.5,67873
803,1,0.6,1,500,0.5,48833
804,1,0.7,0,500,0.5,43373
805,1,0.7,0.1,500,0.5,32745
806,1,0.7,0.2,500,0.5,5241
807,1,0.7,0.3,500,0.5,58256
808,1,0.7,0.4,500,0.5,63509
809,1,0.7,0.5,500,0.5,29916
810,1,0.7,0.6,500,0.5,74878
811,1,0.7,0.7,500,0.5,1651
812,1,0.7,0.8,500,0.5,49300
813,1,0.7,0.9,500,0.5,32988
814,1,0.7,1,500,0.5,55806
815,1,0.8,0,500,0.5,88114
816,1,0.8,0.1,500,0.5,31914
817,1,0.8,0.2,500,0.5,5762
818,1,0.8,0.3,500,0.5,13858
819,1,0.8,0.4,500,0.5,97634
820,1,0.8,0.5,500,0.5,54303
821,1,0.8,0.6,500,0.5,14397
822,1,0.8,0.7,500,0.5,33805
823,1,0.8,0.8,500,0.5,23577
824,1,0.8,0.9,500,0.5,36341
825,1,0.8,1,500,0.5,23888
826,1,0.9,0,500,0.5,29169
827,1,0.9,0.1,500,0.5,94620
828,1,0.9,0.2,500,0.5,49147
829,1,0.9,0.3,500,0.5,4544
830,1,0.9,0.4,500,0.5,88969
831,1,0.9,0.5,500,0.5,87281
832,1,0.9,0.6,500,0.5,65121
833,1,0.9,0.7,500,0.5,16113
834,1,0.9,0.8,500,0.5,92016
835,1,0.9,0.9,500,0.5,35365
836,1,0.9,1,500,0.5,46525
837,1,1,0,500,0.5,87733
838,1,1,0.1,500,0.5,36794
839,1,1,0.2,500,0.5,32480
840,1,1,0.3,500,0.5,86801
841,1,1,0.4,500,0.5,50118
842,1,1,0.5,500,0.5,68812
843,1,1,0.6,500,0.5,78386
844,1,1,0.7,500,0.5,89527
845,1,1,0.8,500,0.5,14842
846,1,1,0.9,500,0.5,80383
847,1,1,1,500,0.5,95118
848,1,0,0,500,1,4590
849,1,0,0.1,500,1,88854
850,1,0,0.2,500,1,79623
851,1,0,0.3,500,1,71289
852,1,0,0.4,500,1,2362
853,1,0,0.5,500,1,59947
854,1,0,0.6,500,1,17420
855,1,0,0.7,500,1,29327
856,1,0,0.8,500,1,63296
857,1,0,0.9,500,1,69663
858,1,0,1,500,1,79401
859,1,0.1,0,500,1,54236
860,1,0.1,0.1,500,1,18605
861,1,0.1,0.2,500,1,41233
862,1,0.1,0.3,500,1,29786
863,1,0.1,0.4,500,1,630
864,1,0.1,0.5,500,1,95044
865,1,0.1,0.6,500,1,76060
866,1,0.1,0.7,500,1,86438
867,1,0.1,0.8,500,1,68689
868,1,0.1,0.9,500,1,66564
869,1,0.1,1,500,1,58251
870,1,0.2,0,500,1,39850
871,1,0.2,0.1,500,1,64402
872,1,0.2,0.2,500,1,39671
873,1,0.2,0.3,500,1,26123
874,1,0.2,0.4,500,1,75981
875,1,0.2,0.5,500,1,76992
876,1,0.2,0.6,500,1,61075
877,1,0.2,0.7,500,1,85627
878,1,0.2,0.8,500,1,36801
879,1,0.2,0.9,500,1,45112
880,1,0.2,1,500,1,54365
881,1,0.3,0,500,1,33582
882,1,0.3,0.1,500,1,1115
883,1,0.3,0.2,500,1,68481
884,1,0.3,0.3,500,1,7194
885,1,0.3,0.4,500,1,327
886,1,0.3,0.5,500,1,89593
887,1,0.3,0.6,500,1,98203
888,1,0.3,0.7,500,1,51962
889,1,0.3,0.8,500,1,29606
890,1,0.3,0.9,500,1,28622
891,1,0.3,1,500,1,31307
892,1,0.4,0,500,1,31772
893,1,0.4,0.1,500,1,31986
894,1,0.4,0.2,500,1,62641
895,1,0.4,0.3,500,1,24527
896,1,0.4,0.4,500,1,51753
897,1,0.4,0.5,500,1,40208
898,1,0.4,0.6,500,1,86222
899,1,0.4,0.7,500,1,70597
900,1,0.4,0.8,500,1,36672
901,1,0.4,0.9,500,1,9614
902,1,0.4,1,500,1,77932
903,1,0.5,0,500,1,54147
904,1,0.5,0.1,500,1,77516
905,1,0.5,0.2,500,1,35186
906,1,0.5,0.3,500,1,81689
907,1,0.5,0.4,500,1,86151
908,1,0.5,0.5,500,1,84647
909,1,0.5,0.6,500,1,36667
910,1,0.5,0.7,500,1,84717
911,1,0.5,0.8,500,1,30294
912,1,0.5,0.9,500,1,72157
913,1,0.5,1,500,1,46177
914,1,0.6,0,500,1,21383
915,1,0.6,0.1,500,1,36550
916,1,0.6,0.2,500,1,66474
917,1,0.6,0.3,500,1,40261
918,1,0.6,0.4,500,1,98170
919,1,0.6,0.5,500,1,86308
920,1,0.6,0.6,500,1,24445
921,1,0.6,0.7,500,1,91992
922,1,0.6,0.8,500,1,28542
923,1,0.6,0.9,500,1,45655
924,1,0.6,1,500,1,3306
925,1,0.7,0,500,1,30209
926,1,0.7,0.1,500,1,86180
927,1,0.7,0.2,500,1,91154
928,1,0.7,0.3,500,1,91022
929,1,0.7,0.4,500,1,87998
930,1,0.7,0.5,500,1,53153
931,1,0.7,0.6,500,1,33911
932,1,0.7,0.7,500,1,95422
933,1,0.7,0.8,500,1,15559
934,1,0.7,0.9,500,1,70807
935,1,0.7,1,500,1,3757
936,1,0.8,0,500,1,4394
937,1,0.8,0.1,500,1,81563
938,1,0.8,0.2,500,1,94758
939,1,0.8,0.3,500,1,28222
940,1,0.8,0.4,500,1,5095
941,1,0.8,0.5,500,1,30600
942,1,0.8,0.6,500,1,9631
943,1,0.8,0.7,500,1,37165
944,1,0.8,0.8,500,1,85519
945,1,0.8,0.9,500,1,30206
946,1,0.8,1,500,1,3590
947,1,0.9,0,500,1,86288
948,1,0.9,0.1,500,1,7889
949,1,0.9,0.2,500,1,45633
950,1,0.9,0.3,500,1,39639
951,1,0.9,0.4,500,1,45431
952,1,0.9,0.5,500,1,92595
953,1,0.9,0.6,500,1,2024
954,1,0.9,0.7,500,1,30239
955,1,0.9,0.8,500,1,33326
956,1,0.9,0.9,500,1,11856
957,1,0.9,1,500,1,78212
958,1,1,0,500,1,46177
959,1,1,0.1,500,1,35194
960,1,1,0.2,500,1,94139
961,1,1,0.3,500,1,64766
962,1,1,0.4,500,1,24777
963,1,1,0.5,500,1,46011
964,1,1,0.6,500,1,42061
965,1,1,0.7,500,1,58602
966,1,1,0.8,500,1,56649
967,1,1,0.9,500,1,8865
968,1,1,1,500,1,60016
969,1,0,0,500,0.3,89700
970,1,0,0.1,500,0.3,53948
971,1,0,0.2,500,0.3,19667
972,1,0,0.3,500,0.3,16646
973,1,0,0.4,500,0.3,28630
974,1,0,0.5,500,0.3,5112
975,1,0,0.6,500,0.3,65518
976,1,0,0.7,500,0.3,48374
977,1,0,0.8,500,0.3,21953
978,1,0,0.9,500,0.3,36291
979,1,0,1,500,0.3,97148
980,1,0.1,0,500,0.3,50420
981,1,0.1,0.1,500,0.3,83730
982,1,0.1,0.2,500,0.3,87085
983,1,0.1,0.3,500,0.3,11736
984,1,0.1,0.4,500,0.3,51405
985,1,0.1,0.5,500,0.3,43832
986,1,0.1,0.6,500,0.3,1171
987,1,0.1,0.7,500,0.3,81436
988,1,0.1,0.8,500,0.3,38969
989,1,0.1,0.9,500,0.3,69844
990,1,0.1,1,500,0.3,49775
991,1,0.2,0,500,0.3,74912
992,1,0.2,0.1,500,0.3,24825
993,1,0.2,0.2,500,0.3,53625
994,1,0.2,0.3,500,0.3,72273
995,1,0.2,0.4,500,0.3,17040
996,1,0.2,0.5,500,0.3,25182
997,1,0.2,0.6,500,0.3,51966
998,1,0.2,0.7,500,0.3,86637
999,1,0.2,0.8,500,0.3,44942
1000,1,0.2,0.9,500,0.3,94136
1001,1,0.2,1,500,0.3,14037
1002,1,0.3,0,500,0.3,79500
1003,1,0.3,0.1,500,0.3,36304
1004,1,0.3,0.2,500,0.3,78851
1005,1,0.3,0.3,500,0.3,29634
1006,1,0.3,0.4,500,0.3,62879
1007,1,0.3,0.5,500,0.3,68083
1008,1,0.3,0.6,500,0.3,27195
1009,1,0.3,0.7,500,0.3,93509
1010,1,0.3,0.8,500,0.3,45245
1011,1,0.3,0.9,500,0.3,16077
1012,1,0.3,1,500,0.3,79426
1013,1,0.4,0,500,0.3,53539
1014,1,0.4,0.1,500,0.3,47081
1015,1,0.4,0.2,500,0.3,13322
1016,1,0.4,0.3,500,0.3,8583
1017,1,0.4,0.4,500,0.3,25628
1018,1,0.4,0.5,500,0.3,93230
1019,1,0.4,0.6,500,0.3,55295
1020,1,0.4,0.7,500,0.3,35997
1021,1,0.4,0.8,500,0.3,46307
1022,1,0.4,0.9,500,0.3,52088
1023,1,0.4,1,500,0.3,15488
1024,1,0.5,0,500,0.3,82044
1025,1,0.5,0.1,500,0.3,32375
1026,1,0.5,0.2,500,0.3,71608
1027,1,0.5,0.3,500,0.3,30101
1028,1,0.5,0.4,500,0.3,67897
1029,1,0.5,0.5,500,0.3,82179
1030,1,0.5,0.6,500,0.3,32231
1031,1,0.5,0.7,500,0.3,57328
1032,1,0.5,0.8,500,0.3,69986
1033,1,0.5,0.9,500,0.3,83573
1034,1,0.5,1,500,0.3,33933
1035,1,0.6,0,500,0.3,27456
1036,1,0.6,0.1,500,0.3,5054
1037,1,0.6,0.2,500,0.3,70127
1038,1,0.6,0.3,500,0.3,93643
1039,1,0.6,0.4,500,0.3,96662
1040,1,0.6,0.5,500,0.3,63824
1041,1,0.6,0.6,500,0.3,13302
1042,1,0.6,0.7,500,0.3,45043
1043,1,0.6,0.8,500,0.3,86637
1044,1,0.6,0.9,500,0.3,68769
1045,1,0.6,1,500,0.3,47922
1046,1,0.7,0,500,0.3,47765
1047,1,0.7,0.1,500,0.3,5589
1048,1,0.7,0.2,500,0.3,81241
1049,1,0.7,0.3,500,0.3,25398
1050,1,0.7,0.4,500,0.3,3085
1051,1,0.7,0.5,500,0.3,13973
1052,1,0.7,0.6,500,0.3,94360
1053,1,0.7,0.7,500,0.3,33705
1054,1,0.7,0.8,500,0.3,40423
1055,1,0.7,0.9,500,0.3,37574
1056,1,0.7,1,500,0.3,2901
1057,1,0.8,0,500,0.3,63977
1058,1,0.8,0.1,500,0.3,96783
1059,1,0.8,0.2,500,0.3,25037
1060,1,0.8,0.3,500,0.3,39550
1061,1,0.8,0.4,500,0.3,47978
1062,1,0.8,0.5,500,0.3,44303
1063,1,0.8,0.6,500,0.3,8445
1064,1,0.8,0.7,500,0.3,35753
1065,1,0.8,0.8,500,0.3,70652
1066,1,0.8,0.9,500,0.3,16651
1067,1,0.8,1,500,0.3,67469
1068,1,0.9,0,500,0.3,46962
1069,1,0.9,0.1,500,0.3,72349
1070,1,0.9,0.2,500,0.3,35216
1071,1,0.9,0.3,500,0.3,86680
1072,1,0.9,0.4,500,0.3,75505
1073,1,0.9,0.5,500,0.3,50855
1074,1,0.9,0.6,500,0.3,94445
1075,1,0.9,0.7,500,0.3,51326
1076,1,0.9,0.8,500,0.3,47385
1077,1,0.9,0.9,500,0.3,84493
1078,1,0.9,1,500,0.3,49390
1079,1,1,0,500,0.3,75109
1080,1,1,0.1,500,0.3,93893
1081,1,1,0.2,500,0.3,44773
1082,1,1,0.3,500,0.3,56044
1083,1,1,0.4,500,0.3,77023
1084,1,1,0.5,500,0.3,32974
1085,1,1,0.6,500,0.3,75582
1086,1,1,0.7,500,0.3,44794
1087,1,1,0.8,500,0.3,55269
1088,1,1,0.9,500,0.3,97597
1089,1,1,1,500,0.3,86076
1090,1,0,0,500,0.5,87282
1091,1,0,0.1,500,0.5,12476
1092,1,0,0.2,500,0.5,2699
1093,1,0,0.3,500,0.5,57318
1094,1,0,0.4,500,0.5,66707
1095,1,0,0.5,500,0.5,17614
1096,1,0,0.6,500,0.5,56162
1097,1,0,0.7,500,0.5,50561
1098,1,0,0.8,500,0.5,59198
1099,1,0,0.9,500,0.5,87265
1100,1,0,1,500,0.5,11670
1101,1,0.1,0,500,0.5,66789
1102,1,0.1,0.1,500,0.5,74016
1103,1,0.1,0.2,500,0.5,73156
1104,1,0.1,0.3,500,0.5,52936
1105,1,0.1,0.4,500,0.5,87667
1106,1,0.1,0.5,500,0.5,34270
1107,1,0.1,0.6,500,0.5,3473
1108,1,0.1,0.7,500,0.5,62534
1109,1,0.1,0.8,500,0.5,58795
1110,1,0.1,0.9,500,0.5,98540
1111,1,0.1,1,500,0.5,10944
1112,1,0.2,0,500,0.5,431
1113,1,0.2,0.1,500,0.5,94007
1114,1,0.2,0.2,500,0.5,19593
1115,1,0.2,0.3,500,0.5,2851
1116,1,0.2,0.4,500,0.5,8927
1117,1,0.2,0.5,500,0.5,31202
1118,1,0.2,0.6,500,0.5,2165
1119,1,0.2,0.7,500,0.5,80362
1120,1,0.2,0.8,500,0.5,50811
1121,1,0.2,0.9,500,0.5,39782
1122,1,0.2,1,500,0.5,38458
1123,1,0.3,0,500,0.5,45860
1124,1,0.3,0.1,500,0.5,41011
1125,1,0.3,0.2,500,0.5,96636
1126,1,0.3,0.3,500,0.5,31262
1127,1,0.3,0.4,500,0.5,78262
1128,1,0.3,0.5,500,0.5,44987
1129,1,0.3,0.6,500,0.5,44219
1130,1,0.3,0.7,500,0.5,12223
1131,1,0.3,0.8,500,0.5,18352
1132,1,0.3,0.9,500,0.5,99920
1133,1,0.3,1,500,0.5,26623
1134,1,0.4,0,500,0.5,79429
1135,1,0.4,0.1,500,0.5,79732
1136,1,0.4,0.2,500,0.5,18580
1137,1,0.4,0.3,500,0.5,27674
1138,1,0.4,0.4,500,0.5,92670
1139,1,0.4,0.5,500,0.5,77165
1140,1,0.4,0.6,500,0.5,8779
1141,1,0.4,0.7,500,0.5,14739
1142,1,0.4,0.8,500,0.5,19620
1143,1,0.4,0.9,500,0.5,95022
1144,1,0.4,1,500,0.5,40879
1145,1,0.5,0,500,0.5,62825
1146,1,0.5,0.1,500,0.5,99078
1147,1,0.5,0.2,500,0.5,31198
1148,1,0.5,0.3,500,0.5,304
1149,1,0.5,0.4,500,0.5,48325
1150,1,0.5,0.5,500,0.5,69543
1151,1,0.5,0.6,500,0.5,68833
1152,1,0.5,0.7,500,0.5,3343
1153,1,0.5,0.8,500,0.5,36778
1154,1,0.5,0.9,500,0.5,68767
1155,1,0.5,1,500,0.5,76969
1156,1,0.6,0,500,0.5,10047
1157,1,0.6,0.1,500,0.5,17688
1158,1,0.6,0.2,500,0.5,15474
1159,1,0.6,0.3,500,0.5,91546
1160,1,0.6,0.4,500,0.5,63723
1161,1,0.6,0.5,500,0.5,98079
1162,1,0.6,0.6,500,0.5,61964
1163,1,0.6,0.7,500,0.5,35022
1164,1,0.6,0.8,500,0.5,58652
1165,1,0.6,0.9,500,0.5,60276
1166,1,0.6,1,500,0.5,34310
1167,1,0.7,0,500,0.5,7247
1168,1,0.7,0.1,500,0.5,20796
1169,1,0.7,0.2,500,0.5,23674
1170,1,0.7,0.3,500,0.5,33982
1171,1,0.7,0.4,500,0.5,92871
1172,1,0.7,0.5,500,0.5,96580
1173,1,0.7,0.6,500,0.5,40142
1174,1,0.7,0.7,500,0.5,44743
1175,1,0.7,0.8,500,0.5,49835
1176,1,0.7,0.9,500,0.5,92205
1177,1,0.7,1,500,0.5,72858
1178,1,0.8,0,500,0.5,98334
1179,1,0.8,0.1,500,0.5,97686
1180,1,0.8,0.2,500,0.5,63639
1181,1,0.8,0.3,500,0.5,23019
1182,1,0.8,0.4,500,0.5,92422
1183,1,0.8,0.5,500,0.5,38416
1184,1,0.8,0.6,500,0.5,16297
1185,1,0.8,0.7,500,0.5,5640
1186,1,0.8,0.8,500,0.5,53532
1187,1,0.8,0.9,500,0.5,1287
1188,1,0.8,1,500,0.5,4475
1189,1,0.9,0,500,0.5,89022
1190,1,0.9,0.1,500,0.5,91371
1191,1,0.9,0.2,500,0.5,89861
1192,1,0.9,0.3,500,0.5,54252
1193,1,0.9,0.4,500,0.5,20304
1194,1,0.9,0.5,500,0.5,7751
1195,1,0.9,0.6,500,0.5,36129
1196,1,0.9,0.7,500,0.5,58432
1197,1,0.9,0.8,500,0.5,33413
1198,1,0.9,0.9,500,0.5,40101
1199,1,0.9,1,500,0.5,28774
1200,1,1,0,500,0.5,33705
1201,1,1,0.1,500,0.5,17870
1202,1,1,0.2,500,0.5,76419
1203,1,1,0.3,500,0.5,32477
1204,1,1,0.4,500,0.5,60476
1205,1,1,0.5,500,0.5,62605
1206,1,1,0.6,500,0.5,19564
1207,1,1,0.7,500,0.5,78587
1208,1,1,0.8,500,0.5,18285
1209,1,1,0.9,500,0.5,3439
1210,1,1,1,500,0.5,76206
1211,1,0,0,500,1,51648
1212,1,0,0.1,500,1,72448
1213,1,0,0.2,500,1,95089
1214,1,0,0.3,500,1,38466
1215,1,0,0.4,500,1,12821
1216,1,0,0.5,500,1,15116
1217,1,0,0.6,500,1,78314
1218,1,0,0.7,500,1,98838
1219,1,0,0.8,500,1,56876
1220,1,0,0.9,500,1,62868
1221,1,0,1,500,1,72295
1222,1,0.1,0,500,1,55341
1223,1,0.1,0.1,500,1,59173
1224,1,0.1,0.2,500,1,66393
1225,1,0.1,0.3,500,1,26215
1226,1,0.1,0.4,500,1,26368
1227,1,0.1,0.5,500,1,84152
1228,1,0.1,0.6,500,1,89880
1229,1,0.1,0.7,500,1,28994
1230,1,0.1,0.8,500,1,88868
1231,1,0.1,0.9,500,1,37159
1232,1,0.1,1,500,1,14090
1233,1,0.2,0,500,1,51138
1234,1,0.2,0.1,500,1,6559
1235,1,0.2,0.2,500,1,20834
1236,1,0.2,0.3,500,1,62710
1237,1,0.2,0.4,500,1,88130
1238,1,0.2,0.5,500,1,56151
1239,1,0.2,0.6,500,1,36714
1240,1,0.2,0.7,500,1,84437
1241,1,0.2,0.8,500,1,81798
1242,1,0.2,0.9,500,1,54203
1243,1,0.2,1,500,1,13193
1244,1,0.3,0,500,1,30973
1245,1,0.3,0.1,500,1,14677
1246,1,0.3,0.2,500,1,73966
1247,1,0.3,0.3,500,1,57263
1248,1,0.3,0.4,500,1,39386
1249,1,0.3,0.5,500,1,49806
1250,1,0.3,0.6,500,1,88464
1251,1,0.3,0.7,500,1,13868
1252,1,0.3,0.8,500,1,67151
1253,1,0.3,0.9,500,1,35195
1254,1,0.3,1,500,1,75690
1255,1,0.4,0,500,1,84463
1256,1,0.4,0.1,500,1,61867
1257,1,0.4,0.2,500,1,92895
1258,1,0.4,0.3,500,1,29391
1259,1,0.4,0.4,500,1,17221
1260,1,0.4,0.5,500,1,95284
1261,1,0.4,0.6,500,1,73475
1262,1,0.4,0.7,500,1,4933
1263,1,0.4,0.8,500,1,17527
1264,1,0.4,0.9,500,1,42185
1265,1,0.4,1,500,1,43472
1266,1,0.5,0,500,1,96990
1267,1,0.5,0.1,500,1,63968
1268,1,0.5,0.2,500,1,17616
1269,1,0.5,0.3,500,1,54379
1270,1,0.5,0.4,500,1,67925
1271,1,0.5,0.5,500,1,82895
1272,1,0.5,0.6,500,1,18870
1273,1,0.5,0.7,500,1,4477
1274,1,0.5,0.8,500,1,25730
1275,1,0.5,0.9,500,1,33766
1276,1,0.5,1,500,1,32022
1277,1,0.6,0,500,1,79386
1278,1,0.6,0.1,500,1,18593
1279,1,0.6,0.2,500,1,93573
1280,1,0.6,0.3,500,1,83043
1281,1,0.6,0.4,500,1,77673
1282,1,0.6,0.5,500,1,95373
1283,1,0.6,0.6,500,1,37677
1284,1,0.6,0.7,500,1,22320
1285,1,0.6,0.8,500,1,30396
1286,1,0.6,0.9,500,1,80337
1287,1,0.6,1,500,1,2371
1288,1,0.7,0,500,1,35568
1289,1,0.7,0.1,500,1,27155
1290,1,0.7,0.2,500,1,7516
1291,1,0.7,0.3,500,1,27681
1292,1,0.7,0.4,500,1,43483
1293,1,0.7,0.5,500,1,76611
1294,1,0.7,0.6,500,1,64124
1295,1,0.7,0.7,500,1,53183
1296,1,0.7,0.8,500,1,74086
1297,1,0.7,0.9,500,1,76100
1298,1,0.7,1,500,1,6885
1299,1,0.8,0,500,1,19869
1300,1,0.8,0.1,500,1,29369
1301,1,0.8,0.2,500,1,88792
1302,1,0.8,0.3,500,1,64160
1303,1,0.8,0.4,500,1,66688
1304,1,0.8,0.5,500,1,19461
1305,1,0.8,0.6,500,1,47071
1306,1,0.8,0.7,500,1,45739
1307,1,0.8,0.8,500,1,77981
1308,1,0.8,0.9,500,1,16280
1309,1,0.8,1,500,1,70838
1310,1,0.9,0,500,1,11012
1311,1,0.9,0.1,500,1,80698
1312,1,0.9,0.2,500,1,80669
1313,1,0.9,0.3,500,1,85126
1314,1,0.9,0.4,500,1,31757
1315,1,0.9,0.5,500,1,57563
1316,1,0.9,0.6,500,1,48047
1317,1,0.9,0.7,500,1,60809
1318,1,0.9,0.8,500,1,71439
1319,1,0.9,0.9,500,1,30922
1320,1,0.9,1,500,1,94483
1321,1,1,0,500,1,14673
1322,1,1,0.1,500,1,33404
1323,1,1,0.2,500,1,22370
1324,1,1,0.3,500,1,3687
1325,1,1,0.4,500,1,51156
1326,1,1,0.5,500,1,56992
1327,1,1,0.6,500,1,63918
1328,1,1,0.7,500,1,48108
1329,1,1,0.8,500,1,49589
1330,1,1,0.9,500,1,90894
1331,1,1,1,500,1,65689
1332,1,0,0,500,0.3,39125
1333,1,0,0.1,500,0.3,27039
1334,1,0,0.2,500,0.3,74260
1335,1,0,0.3,500,0.3,39705
1336,1,0,0.4,500,0.3,62704
1337,1,0,0.5,500,0.3,45138
1338,1,0,0.6,500,0.3,35981
1339,1,0,0.7,500,0.3,70306
1340,1,0,0.8,500,0.3,53288
1341,1,0,0.9,500,0.3,89411
1342,1,0,1,500,0.3,84886
1343,1,0.1,0,500,0.3,27846
1344,1,0.1,0.1,500,0.3,94054
1345,1,0.1,0.2,500,0.3,38613
1346,1,0.1,0.3,500,0.3,39116
1347,1,0.1,0.4,500,0.3,36312
1348,1,0.1,0.5,500,0.3,77493
1349,1,0.1,0.6,500,0.3,58694
1350,1,0.1,0.7,500,0.3,5495
1351,1,0.1,0.8,500,0.3,43261
1352,1,0.1,0.9,500,0.3,67696
1353,1,0.1,1,500,0.3,84796
1354,1,0.2,0,500,0.3,12080
1355,1,0.2,0.1,500,0.3,79876
1356,1,0.2,0.2,500,0.3,32612
1357,1,0.2,0.3,500,0.3,28741
1358,1,0.2,0.4,500,0.3,63172
1359,1,0.2,0.5,500,0.3,61258
1360,1,0.2,0.6,500,0.3,3205
1361,1,0.2,0.7,500,0.3,25013
1362,1,0.2,0.8,500,0.3,64973
1363,1,0.2,0.9,500,0.3,34575
1364,1,0.2,1,500,0.3,96382
1365,1,0.3,0,500,0.3,80683
1366,1,0.3,0.1,500,0.3,986
1367,1,0.3,0.2,500,0.3,55794
1368,1,0.3,0.3,500,0.3,22023
1369,1,0.3,0.4,500,0.3,45683
1370,1,0.3,0.5,500,0.3,88055
1371,1,0.3,0.6,500,0.3,12636
1372,1,0.3,0.7,500,0.3,47339
1373,1,0.3,0.8,500,0.3,51214
1374,1,0.3,0.9,500,0.3,98041
1375,1,0.3,1,500,0.3,80425
1376,1,0.4,0,500,0.3,251
1377,1,0.4,0.1,500,0.3,39977
1378,1,0.4,0.2,500,0.3,63221
1379,1,0.4,0.3,500,0.3,96932
1380,1,0.4,0.4,500,0.3,26258
1381,1,0.4,0.5,500,0.3,3847
1382,1,0.4,0.6,500,0.3,81132
1383,1,0.4,0.7,500,0.3,24649
1384,1,0.4,0.8,500,0.3,66398
1385,1,0.4,0.9,500,0.3,85647
1386,1,0.4,1,500,0.3,16850
1387,1,0.5,0,500,0.3,48317
1388,1,0.5,0.1,500,0.3,91586
1389,1,0.5,0.2,500,0.3,39999
1390,1,0.5,0.3,500,0.3,4839
1391,1,0.5,0.4,500,0.3,69592
1392,1,0.5,0.5,500,0.3,93912
1393,1,0.5,0.6,500,0.3,57601
1394,1,0.5,0.7,500,0.3,28673
1395,1,0.5,0.8,500,0.3,44742
1396,1,0.5,0.9,500,0.3,61149
1397,1,0.5,1,500,0.3,97156
1398,1,0.6,0,500,0.3,56197
1399,1,0.6,0.1,500,0.3,80787
1400,1,0.6,0.2,500,0.3,40260
1401,1,0.6,0.3,500,0.3,45116
1402,1,0.6,0.4,500,0.3,6514
1403,1,0.6,0.5,500,0.3,88447
1404,1,0.6,0.6,500,0.3,99066
1405,1,0.6,0.7,500,0.3,36955
1406,1,0.6,0.8,500,0.3,79365
1407,1,0.6,0.9,500,0.3,68172
1408,1,0.6,1,500,0.3,72374
1409,1,0.7,0,500,0.3,47419
1410,1,0.7,0.1,500,0.3,31214
1411,1,0.7,0.2,500,0.3,16823
1412,1,0.7,0.3,500,0.3,40643
1413,1,0.7,0.4,500,0.3,55240
1414,1,0.7,0.5,500,0.3,40561
1415,1,0.7,0.6,500,0.3,9774
1416,1,0.7,0.7,500,0.3,63567
1417,1,0.7,0.8,500,0.3,92999
1418,1,0.7,0.9,500,0.3,47205
1419,1,0.7,1,500,0.3,43575
1420,1,0.8,0,500,0.3,93221
1421,1,0.8,0.1,500,0.3,57309
1422,1,0.8,0.2,500,0.3,47149
1423,1,0.8,0.3,500,0.3,86295
1424,1,0.8,0.4,500,0.3,31917
1425,1,0.8,0.5,500,0.3,66700
1426,1,0.8,0.6,500,0.3,40121
1427,1,0.8,0.7,500,0.3,83340
1428,1,0.8,0.8,500,0.3,92868
1429,1,0.8,0.9,500,0.3,84881
1430,1,0.8,1,500,0.3,37016
1431,1,0.9,0,500,0.3,68214
1432,1,0.9,0.1,500,0.3,72390
1433,1,0.9,0.2,500,0.3,10776
1434,1,0.9,0.3,500,0.3,33905
1435,1,0.9,0.4,500,0.3,73671
1436,1,0.9,0.5,500,0.3,21756
1437,1,0.9,0.6,500,0.3,56198
1438,1,0.9,0.7,500,0.3,23498
1439,1,0.9,0.8,500,0.3,88402
1440,1,0.9,0.9,500,0.3,97088
1441,1,0.9,1,500,0.3,61827
1442,1,1,0,500,0.3,49258
1443,1,1,0.1,500,0.3,83903
1444,1,1,0.2,500,0.3,36153
1445,1,1,0.3,500,0.3,43053
1446,1,1,0.4,500,0.3,74366
1447,1,1,0.5,500,0.3,16794
1448,1,1,0.6,500,0.3,42537
1449,1,1,0.7,500,0.3,4999
1450,1,1,0.8,500,0.3,23245
