id,trip_code,vehicle_number,vehicle_type,arrival_timestamp,departure_timestamp,client_id,ps_seq,1,2,3,4,5,6,7,8,9,10,11,12,ps_count,ps_count_for hist,placement_location,destination_location,Revisit Pitstops,Origin_PS,Destination_PS,arrival_time,departure_time,arrival_date,departure_date,lead time days
8030,HSNC1-VTZP1,2768,TYPE_32,1560368985740,1559843785000,25,SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-SATP1-VTZP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,SATP1,VTZP1,,,,,8,7,ttnsj,tg5jj,FALSE,53,24,6/12/19,6/6/19,6/12/19,6/6/19,6.134259259
8248,RPRP1-IXRC1,690,TYPE_32,1561216821000,1560689497000,1669,RPRP1-SBPP1-SBPP1,RPRP1,SBPP1,,,,,,,,,,,2,1,tgc8x,tuhss,FALSE,34,38,6/22/19,6/16/19,6/22/19,6/16/19,6.134259259
2510,AMDP1-MAAP1,905,TYPE_32,1564079801513,1563558445988,1110,BDQP1-STVP1-BOMP1-STRP1-BGMP1-CTAP1-KRIP1,BDQP1,STVP1,BOMP1,STRP1,BGMP1,CTAP1,KRIP1,,,,,,7,6,ts5ek,tf2cx,FALSE,39,2,7/25/19,7/19/19,7/25/19,7/19/19,6.018518519
3000,CCUP1-BOMP1,442,TYPE_32,1563041119000,1562516667000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tundp,te7ug,FALSE,41,27,7/13/19,7/7/19,7/13/19,7/7/19,6.018518519
3005,COKC1-GAUP1,1537,TYPE_32,1564115147974,1563595756000,990,SXVP1-MAAP1-GDRP1-VGAP1-VTZP1-BAMP1-BHCP1-CCUP1-BPCP1-NJPP1,SXVP1,MAAP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,CCUP1,BPCP1,NJPP1,,,10,9,t9y2g,wh8uh,FALSE,1,63,7/26/19,7/20/19,7/26/19,7/20/19,6.018518519
3386,GAUP1-VAPP1,1025,TYPE_32,1565200095392,1564682482534,446,GAUP1-NJPP1-MZUP1-GKPP1-KNUP1-JHSP1-IDRP1-DHIP1,GAUP1,NJPP1,MZUP1,GKPP1,KNUP1,JHSP1,IDRP1,DHIP1,,,,,8,7,wh9k8,teefc,FALSE,66,31,8/7/19,8/1/19,8/7/19,8/1/19,6.018518519
4155,BHCP1-GOIC1,316,TYPE_32,1564002742000,1563484792000,241,BAMP1-VTZP1-SATP1-HYDP2-SSEP1-NPWP1-NPWP1,BAMP1,VTZP1,SATP1,HYDP2,SSEP1,NPWP1,,,,,,,6,5,tgvdr,tdsx6,FALSE,33,18,7/24/19,7/18/19,7/24/19,7/18/19,6.018518519
4717,MAAP1-IDRP1,1677,TYPE_32,1562614155269,1562089880659,446,GDRP1-PGRP1-TPNP1-ADBP1-NAGP1,GDRP1,PGRP1,TPNP1,ADBP1,NAGP1,,,,,,,,5,4,tf2fn,tsph3,FALSE,8,30,7/8/19,7/2/19,7/8/19,7/2/19,6.018518519
5779,CCUP1-STVP1,2041,TYPE_32,1562767058527,1562254498000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytw,tegb2,FALSE,41,27,7/10/19,7/4/19,7/10/19,7/4/19,6.018518519
5805,BLSP1-BOMP1,1178,TYPE_32,1563655929765,1563138960000,446,KDJP1-SBPP1-RPRP1-NAGP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,,,,,,,,,4,3,tgvf9,te7uu,FALSE,41,30,7/20/19,7/14/19,7/20/19,7/14/19,6.018518519
9008,BOMP1-HYDP1,2119,TYPE_32,1562613522000,1562089235000,24,BOMP1-PNQP1-SSEP1,BOMP1,PNQP1,SSEP1,,,,,,,,,,3,2,te7ug,tepu1,FALSE,29,21,7/8/19,7/2/19,7/8/19,7/2/19,6.018518519
685,HYDP1-GAUP1,943,TYPE_32,1565809725180,1565288308973,446,SATP1-VTZP1-BAMP1-BHCP1-CCUP1-BPCP1-NJPP1,SATP1,VTZP1,BAMP1,BHCP1,CCUP1,BPCP1,NJPP1,,,,,,7,6,tepfc,wh9hz,FALSE,20,63,8/14/19,8/8/19,8/14/19,8/8/19,6.018518519
1298,PNQP1-MAAP1,1504,TYPE_32,1566329961000,1565806190000,1759,STRP1-HBXP1-CTAP1-KRIP1,STRP1,HBXP1,CTAP1,KRIP1,,,,,,,,,4,3,tekgz,tf2bh,FALSE,22,2,8/20/19,8/14/19,8/20/19,8/14/19,6.018518519
1427,MAAP1-BOMP1,1605,TYPE_32,1566059771000,1565537936000,122,GDRP1-PGRP1-HYDP2-SSEP1-PNQP1,GDRP1,PGRP1,HYDP2,SSEP1,PNQP1,,,,,,,,5,4,tf2c5,te7vz,FALSE,8,26,8/17/19,8/11/19,8/17/19,8/11/19,6.018518519
3458,BHCP1-BDQC1-AMDP1,443,TYPE_32,1565214630000,1564688751000,241,KDJP1-SBPP1-RPRP1-NAGP1-IDRP1-BDQP1-AMDP1,KDJP1,SBPP1,RPRP1,NAGP1,IDRP1,BDQP1,AMDP1,,,,,,7,6,tgvdr,ts5du,FALSE,41,40,8/7/19,8/1/19,8/7/19,8/1/19,6.018518519
3459,BLRP1-KNUP1,551,TYPE_32,1563279912000,1562755343000,1666,BAGP1-KRNP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1,BAGP1,KRNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,,,,,,7,6,tdr2k,tu9n3,FALSE,6,45,7/16/19,7/10/19,7/16/19,7/10/19,6.018518519
3652,IXWP1-BOMP1,1952,TYPE_32,1563238113937,1562718300000,446,IXWP1-KDJP1-IXWP1-KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,IXWP1,KDJP1,IXWP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,9,8,tuj1z,te7ug,TRUE,46,27,7/16/19,7/10/19,7/16/19,7/10/19,6.018518519
3729,KNUP1-BGMP1,2444,TYPE_32,1564589430694,1564071446214,31,JHSP1-IDRP1-DHIP1-STRP1-BGMP1,JHSP1,IDRP1,DHIP1,STRP1,BGMP1,,,,,,,,5,4,tu9re,tdufp,FALSE,45,15,7/31/19,7/25/19,7/31/19,7/25/19,6.018518519
4808,AUBP1-NAGP1,886,TYPE_32,1565338260583,1564823702000,446,AUBP1-VNSP1-VNSP1-NAGP1,AUBP1,VNSP1,,,,,,,,,,,2,1,tukmn,tg8v1,FALSE,49,48,8/9/19,8/3/19,8/9/19,8/3/19,6.018518519
5081,GAUP1-VGAP1,1427,TYPE_32,1562775863000,1562257646000,227,BKSP1-NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1,BKSP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,,,,,,7,6,wh8s2,tfcq1,FALSE,65,24,7/10/19,7/4/19,7/10/19,7/4/19,6.018518519
5112,CCUP1-VAPP1,962,TYPE_32,1563674635203,1563145977017,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytv,teegs,FALSE,41,27,7/21/19,7/15/19,7/21/19,7/15/19,6.018518519
5771,GAUP1-HYDP1,1145,TYPE_32,1565130173000,1564607734000,50,GAUP1-NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1-SATP1,GAUP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,SATP1,,,,,8,7,wh9jm,tepfs,FALSE,66,20,8/6/19,7/31/19,8/6/19,7/31/19,6.018518519
6970,JAIP1-BOMP1,1343,TYPE_32,1561986809000,1561468177147,31,IDRP1-DHIP1,IDRP1,DHIP1,,,,,,,,,,,2,1,tstb9,te7vw,FALSE,36,31,7/1/19,6/25/19,7/1/19,6/25/19,6.018518519
7206,MAAP1-JHSP1,2736,TYPE_32,1561468191892,1560949200000,63,GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1,GDRP1,PGRP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,,,,,,7,6,tf2vu,tu8x8,FALSE,8,45,6/25/19,6/19/19,6/25/19,6/19/19,6.018518519
7727,MAAP1-DELP1,1755,TYPE_32,1562507616336,1561990323000,715,MAAP1-GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2,MAAP1,GDRP1,PGRP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,AGRP2,,,,9,8,tf348,ttnd8,FALSE,7,56,7/7/19,7/1/19,7/7/19,7/1/19,6.018518519
7970,CCUP1-VAPP1,855,TYPE_32,1561987047000,1561470950000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytv,teeu1,FALSE,41,27,7/1/19,6/25/19,7/1/19,6/25/19,6.018518519
8614,DELP1-MZUP1,433,TYPE_32,1561057814046,1560537116373,446,AGRP1-KNUP1-VNSP1-AUBP1-AUBP1,AGRP1,KNUP1,VNSP1,AUBP1,,,,,,,,,4,3,ttn9g,tus9c,FALSE,55,49,6/20/19,6/14/19,6/20/19,6/14/19,6.018518519
9091,HYDP2-MZUP1,1053,TYPE_32,1561043798783,1560524936656,446,ADBP1-NAGP1-NURP1-JHSP1-KNUP1-GKPP1,ADBP1,NAGP1,NURP1,JHSP1,KNUP1,GKPP1,,,,,,,6,5,tepg4,tuu1q,FALSE,25,57,6/20/19,6/14/19,6/20/19,6/14/19,6.018518519
2765,SXVP1-CCUP1,369,TYPE_32,1563976173000,1563461067073,446,SXVP1-MAAP1-GDRP1-VGAP1-VTZP1-BAMP1-BHCP1,SXVP1,MAAP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,,,,,,7,6,t9y2b,tunb6,FALSE,1,42,7/24/19,7/18/19,7/24/19,7/18/19,6.018518519
3338,MAAP1-NJPC1-NCBC1-GAUP1,2043,TYPE_32,1564019219128,1563500049000,1667,MAAP1-GDRP1-VGAP1-VTZP1-BAMP1-BHCP1-CCUP1-BPCP1-NJPP1-BKSP1,MAAP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,CCUP1,BPCP1,NJPP1,BKSP1,,,10,9,tf2fq,wh9jn,FALSE,7,65,7/25/19,7/19/19,7/25/19,7/19/19,6.018518519
3432,DELP1-RPRP1,1859,TYPE_32,1563478379591,1562959050822,1867,AGRP2-JHSP1-NURP1,AGRP2,JHSP1,NURP1,,,,,,,,,,3,2,ttn86,tgc85,FALSE,56,37,7/18/19,7/12/19,7/18/19,7/12/19,6.018518519
4577,BOMP1-CCUP1,442,TYPE_32,1564020256000,1563497123000,22,AWBP1-MLGP1-NAGP1-RPRP1-SBPP1-KDJP1,AWBP1,MLGP1,NAGP1,RPRP1,SBPP1,KDJP1,,,,,,,6,5,tekjb,tunc1,FALSE,27,41,7/25/19,7/19/19,7/25/19,7/19/19,6.018518519
5943,RPRP1-STRP1,113,TYPE_32,1562978031728,1562462491112,446,NAGP1-MLGP1-AWBP1,NAGP1,MLGP1,AWBP1,,,,,,,,,,3,2,tgf2h,tehss,FALSE,30,27,7/13/19,7/7/19,7/13/19,7/7/19,6.018518519
7613,NJPP1-BOMP1,59,TYPE_32,1561551861249,1561029787516,446,NJPP1-MZUP1-GKPP1-KNUP1-JHSP1-IDRP1-DHIP1,NJPP1,MZUP1,GKPP1,KNUP1,JHSP1,IDRP1,DHIP1,,,,,,7,6,tuwzp,te7yn,FALSE,63,31,6/26/19,6/20/19,6/26/19,6/20/19,6.018518519
8159,MAAP1-DELP1,2052,TYPE_32,1562601070836,1562084142241,715,MAAP1-MAAP1-GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2,MAAP1,,,,,,,,,,,,1,0,tf348,ttn98,FALSE,7,7,7/8/19,7/2/19,7/8/19,7/2/19,6.018518519
26,BOMP1-BLRP1,53,TYPE_22,1566201365256,1565692454941,446,STRP1-BGMP1-CTAP1-BLRP1,STRP1,BGMP1,CTAP1,BLRP1,,,,,,,,,4,3,te7yn,tdr43,FALSE,22,5,8/19/19,8/13/19,8/19/19,8/13/19,5.902777778
208,MAAP1-AMDP1,334,TYPE_32,1566584450000,1566068145000,122,MAAP1-KRIP1-CTAP1-BGMP1-STRP1-BOMP1-STVP1,MAAP1,KRIP1,CTAP1,BGMP1,STRP1,BOMP1,STVP1,,,,,,7,6,tf2c5,ts59w,FALSE,7,35,8/23/19,8/17/19,8/23/19,8/17/19,5.902777778
728,MAAP1-TUPC1-CJPC1-COKC1,303,TYPE_32,1565817161000,1565308830000,84,MAAP1-SXVP1-SXVP1,MAAP1,SXVP1,,,,,,,,,,,2,1,tf2fq,t9y32,FALSE,7,1,8/14/19,8/9/19,8/14/19,8/9/19,5.902777778
1195,CCUP1-BOMP1,1062,TYPE_32,1565469544000,1564956649000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tundp,te7u7,FALSE,41,27,8/10/19,8/4/19,8/10/19,8/4/19,5.902777778
1343,IDRP1-VTZP1,739,TYPE_32,1566813152193,1566302717000,31,IDRP1-NDCP1-TPNP1-SATP1-VTZP1-SATP1-VTZP1,IDRP1,NDCP1,TPNP1,SATP1,VTZP1,SATP1,VTZP1,,,,,,7,6,tsjcm,tg5ht,TRUE,36,24,8/26/19,8/20/19,8/26/19,8/20/19,5.902777778
3964,MAAP1-GAUP1,1500,TYPE_32,1562772310061,1562257855089,446,GDRP1-VGAP1-VTZP1-BAMP1-BHCP1-CCUP1-BPCP1-NJPP1-BKSP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,CCUP1,BPCP1,NJPP1,BKSP1,,,,9,8,tf2fn,wh9hz,FALSE,8,65,7/10/19,7/4/19,7/10/19,7/4/19,5.902777778
4963,BLSP1-VAPP1,1258,TYPE_32,1563042550000,1562525921000,241,KDJP1-SBPP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,,,,,,,,,,,2,1,tgvdr,teegj,FALSE,41,38,7/13/19,7/7/19,7/13/19,7/7/19,5.902777778
5211,NAGP1-COKC4,773,TYPE_32,1565003193000,1564493572000,25,NAGP1-ADBP1-TPNP1-KRNP1-BAGP1-SXVP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,SXVP1,,,,,,,6,5,tg8ph,t9vzq,FALSE,30,1,8/5/19,7/30/19,8/5/19,7/30/19,5.902777778
5416,DELP1-PNYC1,1123,TYPE_32,1562755436344,1562254637000,1471,AGRP2-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1-SXVP1,AGRP2,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,SXVP1,,,,9,8,ttp4p,tdjdx,FALSE,56,1,7/10/19,7/4/19,7/10/19,7/4/19,5.902777778
7005,DELP3-BLRP2,1877,TYPE_32,1561498349492,1560989336565,446,DELP3-SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-KRNP1-BAGP1,DELP3,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,KRNP1,BAGP1,,,,9,8,ttnge,tdr1s,FALSE,61,6,6/25/19,6/20/19,6/25/19,6/20/19,5.902777778
7408,BOMP1-DELP1,627,TYPE_32,1562234297000,1561716132000,1554,VAPP1-BDQP1-KHRP1-BHLP1-DELP1-DELP1,VAPP1,BDQP1,KHRP1,BHLP1,DELP1,,,,,,,,5,4,tekj1,ttp4d,FALSE,32,60,7/4/19,6/28/19,7/4/19,6/28/19,5.902777778
7432,BLSP1-NAGC1-BOMP1,2304,TYPE_32,1562000147797,1561487655000,241,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgvdr,te7vx,FALSE,41,27,7/1/19,6/25/19,7/1/19,6/25/19,5.902777778
8409,BLSP1-AMBP1,97,TYPE_32,1562867100000,1562356210000,241,IXWP1-AUBP1-VNSP1-KNUP1-AGRP1-DELP1-AMBP1,IXWP1,AUBP1,VNSP1,KNUP1,AGRP1,DELP1,AMBP1,,,,,,7,6,tgvdr,ttqwu,FALSE,46,64,7/11/19,7/5/19,7/11/19,7/5/19,5.902777778
8854,CCUP1-VAPP1,843,TYPE_32,1562040000000,1561533657000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytv,teeu1,FALSE,41,27,7/2/19,6/26/19,7/2/19,6/26/19,5.902777778
9914,KNUP1-PNQP1,343,TYPE_32,1562642356206,1562134050695,31,JHSP1-IDRP1-DHIP1-PNQP1-BGMP1,JHSP1,IDRP1,DHIP1,PNQP1,BGMP1,,,,,,,,5,4,tu87z,tek9b,FALSE,45,15,7/9/19,7/3/19,7/9/19,7/3/19,5.902777778
209,BHCP1-GOIC1,336,TYPE_32,1566411549000,1565902122000,241,BAMP1-VTZP1-SATP1-HYDP2-SSEP1-NPWP1,BAMP1,VTZP1,SATP1,HYDP2,SSEP1,NPWP1,,,,,,,6,5,tgvdr,tdswu,FALSE,33,18,8/21/19,8/15/19,8/21/19,8/15/19,5.902777778
3336,HYDP1-COKC4,2378,TYPE_32,1565102380229,1564588370000,25,HYDP1-KRNP1-BAGP1-SXVP1,HYDP1,KRNP1,BAGP1,SXVP1,,,,,,,,,4,3,tepf2,t9vzq,FALSE,16,1,8/6/19,7/31/19,8/6/19,7/31/19,5.902777778
3494,SXVP1-CCUP1,10,TYPE_32,1564064727948,1563545544692,446,SXVP1-KRIP1-SXVP1-MAAP1-GDRP1-VGAP1-VTZP1-BAMP1-BHCP1,SXVP1,KRIP1,SXVP1,MAAP1,GDRP1,VGAP1,VTZP1,BAMP1,BHCP1,,,,9,8,t9z6y,tunkp,TRUE,1,42,7/25/19,7/19/19,7/25/19,7/19/19,5.902777778
3754,AMBP1-BLRP2,3,TYPE_32,1564711517000,1564203891870,582,DELP1-SYNP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-HYDP2-TPNP1-KRNP1-BAGP1,DELP1,SYNP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,HYDP2,TPNP1,KRNP1,BAGP1,,11,10,ttqwk,tdqu7,TRUE,60,6,8/2/19,7/27/19,8/2/19,7/27/19,5.902777778
3928,BOMP1-BLRC1-MAAP1,192,TYPE_32,1562965537000,1562458694000,1827,BOMP1-STRP1-BGMP1-CTAP1-KRIP1,BOMP1,STRP1,BGMP1,CTAP1,KRIP1,,,,,,,,5,4,tekp6,tf349,FALSE,29,2,7/12/19,7/7/19,7/12/19,7/7/19,5.902777778
3999,GAUP1-NJPC1-LKOC1-AGRC1-NOIC1-DELP1,2043,TYPE_32,1564684734614,1564165800000,1667,GAUP1-NJPP1-MZUP1-GKPP1-KNUP1-AGRP1,GAUP1,NJPP1,MZUP1,GKPP1,KNUP1,AGRP1,,,,,,,6,5,wh9jn,ttn9k,FALSE,66,55,8/1/19,7/26/19,8/1/19,7/26/19,5.902777778
4156,CCUP1-BOMP1,1822,TYPE_32,1565182704000,1564668265000,446,CCUP1-KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,CCUP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,7,6,tundp,te7u7,FALSE,52,27,8/7/19,8/1/19,8/7/19,8/1/19,5.902777778
4827,SXVP1-DELP1,74,TYPE_32,1564518781646,1564012340364,446,SXVP1-BAGP1-KRNP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2,SXVP1,BAGP1,KRNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,AGRP2,,,,9,8,t9wq1,ttnxp,FALSE,1,56,7/30/19,7/24/19,7/30/19,7/24/19,5.902777778
5705,AUBP1-NAGP1,1528,TYPE_32,1565363699492,1564846530444,446,AUBP1-VNSP1-NAGP1,AUBP1,VNSP1,NAGP1,,,,,,,,,,3,2,tukmn,tg8v1,FALSE,49,30,8/9/19,8/3/19,8/9/19,8/3/19,5.902777778
7445,MAAP1-DELP1,920,TYPE_32,1561348500000,1560843818000,1005,GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2,GDRP1,PGRP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,AGRP2,,,,,8,7,tf2vh,ttnc2,FALSE,8,56,6/24/19,6/18/19,6/24/19,6/18/19,5.902777778
8789,HWRC1-BOMP1,1659,TYPE_32,1561981200000,1561465108000,1632,DELP1-AGRP2-JHSP1-IDRP1-DHIP1-IDRP1-DHIP1,DELP1,AGRP2,JHSP1,IDRP1,DHIP1,IDRP1,DHIP1,,,,,,7,6,ttrd2,te7yp,TRUE,60,31,7/1/19,6/25/19,7/1/19,6/25/19,5.902777778
9066,MAAP1-KNUP1,2598,TYPE_32,1562585520464,1562087582000,715,MAAP1-GDRP1-PGRP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1,MAAP1,GDRP1,PGRP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,,,,,8,7,tf348,tu9ry,FALSE,7,45,7/8/19,7/2/19,7/8/19,7/2/19,5.787037037
9323,CCUP1-BOMP1,1399,TYPE_32,1562349685090,1561848834000,446,CCUP1-KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,CCUP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,7,6,tundp,te7u7,FALSE,52,27,7/5/19,6/29/19,7/5/19,6/29/19,5.787037037
431,GAUP1-BOMP1,631,TYPE_32,1565600712000,1565103347000,227,NJPP1-MZUP1-GKPP1-KNUP1-JHSP1-IDRP1-DHIP1,NJPP1,MZUP1,GKPP1,KNUP1,JHSP1,IDRP1,DHIP1,,,,,,7,6,wh8s2,te7vz,FALSE,63,31,8/12/19,8/6/19,8/12/19,8/6/19,5.787037037
962,PGHP1-MAAP1,1222,TYPE_32,1566198401450,1565697208000,1137,PGHP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-PGRP1-GDRP1,PGHP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,PGRP1,GDRP1,,,,,8,7,tv0kx,tf2fr,FALSE,62,8,8/19/19,8/13/19,8/19/19,8/13/19,5.787037037
1222,MZUP1-BOMP1,1449,TYPE_32,1566023669402,1565522742715,446,AUBP1-VNSP1-NAGP1-MLGP1-AWBP1,AUBP1,VNSP1,NAGP1,MLGP1,AWBP1,,,,,,,,5,4,tus9c,te7u7,FALSE,49,27,8/17/19,8/11/19,8/17/19,8/11/19,5.787037037
1480,GAUP1-SXVP1,478,TYPE_32,1565930843000,1565429954000,227,NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1-VGAP1-GDRP1-MAAP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,VGAP1,GDRP1,MAAP1,,,,9,8,wh8s2,tdp0w,FALSE,63,7,8/16/19,8/10/19,8/16/19,8/10/19,5.787037037
1874,NAGP1-HYDP1,1243,TYPE_32,1565912879856,1565411400000,1852,NAGP1-ADBP1-TPNP1-HYDP2-TPNP1,NAGP1,ADBP1,TPNP1,HYDP2,TPNP1,,,,,,,,5,4,tg8j5,tepg2,TRUE,30,19,8/15/19,8/10/19,8/15/19,8/10/19,5.787037037
2058,GAUP1-MAAP1,1123,TYPE_32,1565724778000,1565221714000,227,NJPP1-BPCP1-CCUP1-BHCP1-BAMP1-VTZP1-VGAP1-GDRP1,NJPP1,BPCP1,CCUP1,BHCP1,BAMP1,VTZP1,VGAP1,GDRP1,,,,,8,7,wh8s2,tf2cv,FALSE,63,8,8/13/19,8/7/19,8/13/19,8/7/19,5.787037037
2711,KNUP1-BGMP1,2141,TYPE_32,1564577198186,1564083561000,31,JHSP1-IDRP1-DHIP1-STRP1-BGMP1,JHSP1,IDRP1,DHIP1,STRP1,BGMP1,,,,,,,,5,4,tu9re,tdufp,FALSE,45,15,7/31/19,7/25/19,7/31/19,7/25/19,5.787037037
3906,BLRP1-DELP3,1136,TYPE_32,1562830835591,1562327887518,1785,BAGP1-KRNP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1-AGRP2,BAGP1,KRNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,AGRP2,,,,,8,7,tdqu7,ttnub,FALSE,6,56,7/11/19,7/5/19,7/11/19,7/5/19,5.787037037
3938,BLRP1-KNUP1,813,TYPE_32,1564052126736,1563554086000,1666,BAGP1-KRNP1-TPNP1-ADBP1-NAGP1-NURP1-JHSP1,BAGP1,KRNP1,TPNP1,ADBP1,NAGP1,NURP1,JHSP1,,,,,,7,6,tdr2k,tu8vu,FALSE,6,45,7/25/19,7/19/19,7/25/19,7/19/19,5.787037037
4662,GAUP1-NJPC1-IDRC1-BOMP1,86,TYPE_22,1562912477000,1562410316965,84,BKSP1-NJPP1-MZUP1-GKPP1-KNUP1-JHSP1-IDRP1-DHIP1,BKSP1,NJPP1,MZUP1,GKPP1,KNUP1,JHSP1,IDRP1,DHIP1,,,,,8,7,wh9jn,te7yp,FALSE,65,31,7/12/19,7/6/19,7/12/19,7/6/19,5.787037037
4886,PGHP1-MAAP1,2364,TYPE_22,1564986095000,1564487564000,126,PGHP1-JHSP1-NURP1-NAGP1-ADBP1-TPNP1-PGRP1-GDRP1,PGHP1,JHSP1,NURP1,NAGP1,ADBP1,TPNP1,PGRP1,GDRP1,,,,,8,7,tv0mp,tf342,FALSE,62,8,8/5/19,7/30/19,8/5/19,7/30/19,5.787037037
5171,CCUP1-VAPP1,2502,TYPE_32,1562830229000,1562327083000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytw,teegm,FALSE,41,27,7/11/19,7/5/19,7/11/19,7/5/19,5.787037037
5299,CCUP1-MAAP1,181,TYPE_32,1563564842387,1563055065944,446,BHCP1-BAMP1-VTZP1-VGAP1-GDRP1,BHCP1,BAMP1,VTZP1,VGAP1,GDRP1,,,,,,,,5,4,tup1p,tf34d,FALSE,42,8,7/19/19,7/13/19,7/19/19,7/13/19,5.787037037
5422,VGAP1-CCUP1,96,TYPE_32,1565241293000,1564735996000,25,VGAP1-VTZP1-BAMP1-BHCP1,VGAP1,VTZP1,BAMP1,BHCP1,,,,,,,,,4,3,tfchs,tun8q,FALSE,14,42,8/8/19,8/2/19,8/8/19,8/2/19,5.787037037
5708,CCUP1-VAPP1,1937,TYPE_32,1562748798503,1562247068000,446,KDJP1-SBPP1-RPRP1-NAGP1-MLGP1-AWBP1,KDJP1,SBPP1,RPRP1,NAGP1,MLGP1,AWBP1,,,,,,,6,5,tgytw,teeu1,FALSE,41,27,7/10/19,7/4/19,7/10/19,7/4/19,5.787037037
5878,BLSP1-GOIC1,96,TYPE_32,1563083257411,1562582700000,241,BAMP1-VTZP1-SATP1-HYDP2-SSEP1-NPWP1,BAMP1,VTZP1,SATP1,HYDP2,SSEP1,NPWP1,,,,,,,6,5,tgvdr,tdsx6,FALSE,33,18,7/14/19,7/8/19,7/14/19,7/8/19,5.787037037
