X.SXVP1.,X.SXVP1..1,X0,startloc,endloc,,
HYDP2,NURP1,606.0997515,17,37,17_37,606.0997515
HYDP2,SBPP1,734.208217,17,38,17_38,734.208217
HYDP2,BDQP1,740.9585667,17,39,17_39,740.9585667
HYDP2,AMDP1,833.8634359,17,40,17_40,833.8634359
HYDP2,KDJP1,914.4737311,17,41,17_41,914.4737311
HYDP2,BHCP1,962.1888899,17,42,17_42,962.1888899
HYDP2,KHRP1,862.0185137,17,43,17_43,862.0185137
HYDP2,CORP1,893.9237816,17,44,17_44,893.9237816
HYDP2,JHSP1,881.0115681,17,45,17_45,881.0115681
HYDP2,IXWP1,1028.361447,17,46,17_46,1028.361447
HYDP2,BHLP1,944.6237031,17,47,17_47,944.6237031
HYDP2,VNSP1,996.2968948,17,48,17_48,996.2968948
HYDP2,AUBP1,1025.108431,17,49,17_49,1025.108431
HYDP2,KNUP1,996.9082575,17,50,17_50,996.9082575
HYDP2,DBDP1,1108.338248,17,51,17_51,1108.338248
HYDP2,CCUP1,1188.544066,17,52,17_52,1188.544066
HYDP2,SYNP1,1052.164347,17,53,17_53,1052.164347
HYDP2,JAIP1,1069.780046,17,54,17_54,1069.780046
HYDP2,AGRP1,1076.285183,17,55,17_55,1076.285183
HYDP2,AGRP2,1086.819495,17,56,17_56,1086.819495
HYDP2,GKPP1,1145.152975,17,57,17_57,1145.152975
HYDP2,BPCP1,1269.71228,17,58,17_58,1269.71228
HYDP2,MZUP1,1211.626156,17,59,17_59,1211.626156
HYDP2,DELP1,1201.796405,17,60,17_60,1201.796405
HYDP2,DELP3,1257.012694,17,61,17_61,1257.012694
HYDP2,PGHP1,1269.326942,17,62,17_62,1269.326942
HYDP2,NJPP1,1461.81975,17,63,17_63,1461.81975
HYDP2,AMBP1,1420.572582,17,64,17_64,1420.572582
HYDP2,BKSP1,1538.68367,17,65,17_65,1538.68367
HYDP2,GAUP1,1701.357295,17,66,17_66,1701.357295
NPWP1,SXVP1,672.3755687,18,1,18_1,672.3755687
NPWP1,KRIP1,609.7134043,18,2,18_2,609.7134043
NPWP1,BLRP2,559.1359079,18,3,18_3,559.1359079
NPWP1,MULP1,583.0314399,18,4,18_4,583.0314399
NPWP1,BLRP1,495.2344948,18,5,18_5,495.2344948
NPWP1,BAGP1,483.844783,18,6,18_6,483.844783
NPWP1,MAAP1,734.1449229,18,7,18_7,734.1449229
NPWP1,GDRP1,652.4550702,18,8,18_8,652.4550702
NPWP1,CTAP1,334.3316596,18,9,18_9,334.3316596
NPWP1,GTYP1,390.2582749,18,10,18_10,390.2582749
NPWP1,KRNP1,400.4418827,18,11,18_11,400.4418827
NPWP1,HBXP1,158.6159559,18,12,18_12,158.6159559
NPWP1,PGRP1,595.7758726,18,13,18_13,595.7758726
NPWP1,VGAP1,670.8093976,18,14,18_14,670.8093976
NPWP1,BGMP1,81.72330061,18,15,18_15,81.72330061
NPWP1,HYDP1,427.6684328,18,16,18_16,427.6684328
NPWP1,HYDP2,426.6774444,18,17,18_17,426.6774444
NPWP1,NPWP1,0,18,18,18_18,0
NPWP1,TPNP1,463.1352912,18,19,18_19,463.1352912
NPWP1,SATP1,701.357214,18,20,18_20,701.357214
NPWP1,SSEP1,206.6647572,18,21,18_21,206.6647572
NPWP1,STRP1,136.0815246,18,22,18_22,136.0815246
NPWP1,NDCP1,428.445533,18,23,18_23,428.445533
NPWP1,VTZP1,924.533865,18,24,18_24,924.533865
NPWP1,ADBP1,555.9792492,18,25,18_25,555.9792492
NPWP1,PNQP1,243.7285709,18,26,18_26,243.7285709
NPWP1,AWBP1,384.8631676,18,27,18_27,384.8631676
NPWP1,MLGP1,496.4062544,18,28,18_28,496.4062544
NPWP1,BOMP1,327.5370953,18,29,18_29,327.5370953
NPWP1,NAGP1,700.411948,18,30,18_30,700.411948
NPWP1,DHIP1,481.6647538,18,31,18_31,481.6647538
NPWP1,VAPP1,447.7229238,18,32,18_32,447.7229238
NPWP1,BAMP1,1148.421739,18,33,18_33,1148.421739
NPWP1,RPRP1,917.9815016,18,34,18_34,917.9815016
NPWP1,STVP1,533.3360022,18,35,18_35,533.3360022
NPWP1,IDRP1,698.8557802,18,36,18_36,698.8557802
NPWP1,NURP1,874.1142085,18,37,18_37,874.1142085
NPWP1,SBPP1,1140.848901,18,38,18_38,1140.848901
NPWP1,BDQP1,651.158308,18,39,18_39,651.158308
NPWP1,AMDP1,728.1274729,18,40,18_40,728.1274729
NPWP1,KDJP1,1328.273284,18,41,18_41,1328.273284
NPWP1,BHCP1,1383.465728,18,42,18_42,1383.465728
NPWP1,KHRP1,834.8957995,18,43,18_43,834.8957995
NPWP1,CORP1,925.0252846,18,44,18_44,925.0252846
NPWP1,JHSP1,1081.673793,18,45,18_45,1081.673793
NPWP1,IXWP1,1433.979304,18,46,18_46,1433.979304
NPWP1,BHLP1,978.6983817,18,47,18_47,978.6983817
NPWP1,VNSP1,1330.90276,18,48,18_48,1330.90276
NPWP1,AUBP1,1386.816864,18,49,18_49,1386.816864
NPWP1,KNUP1,1254.623178,18,50,18_50,1254.623178
NPWP1,DBDP1,1503.876635,18,51,18_51,1503.876635
NPWP1,CCUP1,1604.187193,18,52,18_52,1604.187193
NPWP1,SYNP1,1222.24378,18,53,18_53,1222.24378
NPWP1,JAIP1,1157.683981,18,54,18_54,1157.683981
NPWP1,AGRP1,1252.412848,18,55,18_55,1252.412848
NPWP1,AGRP2,1250.82399,18,56,18_56,1250.82399
NPWP1,GKPP1,1458.903183,18,57,18_57,1458.903183
NPWP1,BPCP1,1673.992946,18,58,18_58,1673.992946
NPWP1,MZUP1,1565.370647,18,59,18_59,1565.370647
NPWP1,DELP1,1331.270264,18,60,18_60,1331.270264
NPWP1,DELP3,1394.976932,18,61,18_61,1394.976932
NPWP1,PGHP1,1473.642794,18,62,18_62,1473.642794
NPWP1,NJPP1,1840.757913,18,63,18_63,1840.757913
NPWP1,AMBP1,1547.501585,18,64,18_64,1547.501585
NPWP1,BKSP1,1929.670532,18,65,18_65,1929.670532
NPWP1,GAUP1,2101.6776,18,66,18_66,2101.6776
TPNP1,SXVP1,686.2229516,19,1,19_1,686.2229516
TPNP1,KRIP1,592.6283583,19,2,19_2,592.6283583
TPNP1,BLRP2,567.0286936,19,3,19_3,567.0286936
TPNP1,MULP1,518.5906119,19,4,19_4,518.5906119
TPNP1,BLRP1,537.6085775,19,5,19_5,537.6085775
TPNP1,BAGP1,460.4137574,19,6,19_6,460.4137574
TPNP1,MAAP1,562.520225,19,7,19_7,562.520225
TPNP1,GDRP1,442.2151106,19,8,19_8,442.2151106
TPNP1,CTAP1,460.2464935,19,9,19_9,460.2464935
TPNP1,GTYP1,325.538062,19,10,19_10,325.538062
TPNP1,KRNP1,220.2853851,19,11,19_11,220.2853851
TPNP1,HBXP1,459.1451207,19,12,19_12,459.1451207
TPNP1,PGRP1,219.7734253,19,13,19_13,219.7734253
TPNP1,VGAP1,277.425531,19,14,19_14,277.425531
TPNP1,BGMP1,473.5558859,19,15,19_15,473.5558859
TPNP1,HYDP1,75.71757678,19,16,19_16,75.71757678
TPNP1,HYDP2,44.21079551,19,17,19_17,44.21079551
TPNP1,NPWP1,463.1352912,19,18,19_18,463.1352912
TPNP1,TPNP1,0,19,19,19_19,0
TPNP1,SATP1,266.8518761,19,20,19_20,266.8518761
TPNP1,SSEP1,279.8643648,19,21,19_21,279.8643648
TPNP1,STRP1,470.6785305,19,22,19_22,470.6785305
TPNP1,NDCP1,186.2170829,19,23,19_23,186.2170829
TPNP1,VTZP1,475.8531148,19,24,19_24,475.8531148
TPNP1,ADBP1,190.8505761,19,25,19_25,190.8505761
TPNP1,PNQP1,509.3997251,19,26,19_26,509.3997251
TPNP1,AWBP1,387.9396273,19,27,19_27,387.9396273
TPNP1,MLGP1,307.4146249,19,28,19_28,307.4146249
TPNP1,BOMP1,590.2663844,19,29,19_29,590.2663844
TPNP1,NAGP1,364.9446757,19,30,19_30,364.9446757
TPNP1,DHIP1,510.8166986,19,31,19_31,510.8166986
TPNP1,VAPP1,647.8156773,19,32,19_32,647.8156773
TPNP1,BAMP1,685.8540394,19,33,19_33,685.8540394
TPNP1,RPRP1,492.9876615,19,34,19_34,492.9876615
TPNP1,STVP1,683.16174,19,35,19_35,683.16174
TPNP1,IDRP1,598.0068174,19,36,19_36,598.0068174
TPNP1,NURP1,567.9689495,19,37,19_37,567.9689495
TPNP1,SBPP1,691.3925081,19,38,19_38,691.3925081
TPNP1,BDQP1,736.7942291,19,39,19_39,736.7942291
TPNP1,AMDP1,829.6624678,19,40,19_40,829.6624678
TPNP1,KDJP1,872.8020929,19,41,19_41,872.8020929
TPNP1,BHCP1,922.3594796,19,42,19_42,922.3594796
TPNP1,KHRP1,849.3095095,19,43,19_43,849.3095095
TPNP1,CORP1,874.9372016,19,44,19_44,874.9372016
TPNP1,JHSP1,846.3440819,19,45,19_45,846.3440819
TPNP1,IXWP1,985.6544959,19,46,19_46,985.6544959
TPNP1,BHLP1,924.7743467,19,47,19_47,924.7743467
TPNP1,VNSP1,952.6897542,19,48,19_48,952.6897542
TPNP1,AUBP1,980.9188632,19,49,19_49,980.9188632
TPNP1,KNUP1,957.3353423,19,50,19_50,957.3353423
TPNP1,DBDP1,1064.867603,19,51,19_51,1064.867603
TPNP1,CCUP1,1147.352969,19,52,19_52,1147.352969
TPNP1,SYNP1,1019.010917,19,53,19_53,1019.010917
TPNP1,JAIP1,1043.726614,19,54,19_54,1043.726614
TPNP1,AGRP1,1042.508844,19,55,19_55,1042.508844
TPNP1,AGRP2,1053.987322,19,56,19_56,1053.987322
TPNP1,GKPP1,1102.173962,19,57,19_57,1102.173962
TPNP1,BPCP1,1226.983884,19,58,19_58,1226.983884
TPNP1,MZUP1,1167.483179,19,59,19_59,1167.483179
TPNP1,DELP1,1171.29054,19,60,19_60,1171.29054
TPNP1,DELP3,1225.544621,19,61,19_61,1225.544621
TPNP1,PGHP1,1232.630361,19,62,19_62,1232.630361
TPNP1,NJPP1,1417.794977,19,63,19_63,1417.794977
TPNP1,AMBP1,1389.394035,19,64,19_64,1389.394035
TPNP1,BKSP1,1495.104074,19,65,19_65,1495.104074
TPNP1,GAUP1,1658.409941,19,66,19_66,1658.409941
SATP1,SXVP1,682.489027,20,1,20_1,682.489027
SATP1,KRIP1,593.3328957,20,2,20_2,593.3328957
SATP1,BLRP2,590.4872448,20,3,20_3,590.4872448
SATP1,MULP1,512.9786332,20,4,20_4,512.9786332
SATP1,BLRP1,590.5495126,20,5,20_5,590.5495126
SATP1,BAGP1,504.4557206,20,6,20_6,504.4557206
SATP1,MAAP1,466.8144683,20,7,20_7,466.8144683
SATP1,GDRP1,359.1753016,20,8,20_8,359.1753016
SATP1,CTAP1,585.3237621,20,9,20_9,585.3237621
SATP1,GTYP1,422.361217,20,10,20_10,422.361217
SATP1,KRNP1,336.1813566,20,11,20_11,336.1813566
SATP1,HBXP1,654.6021488,20,12,20_12,654.6021488
SATP1,PGRP1,132.3972031,20,13,20_13,132.3972031
SATP1,VGAP1,87.7841481,20,14,20_14,87.7841481
SATP1,BGMP1,692.1503746,20,15,20_15,692.1503746
SATP1,HYDP1,275.7203353,20,16,20_16,275.7203353
SATP1,HYDP2,287.4704835,20,17,20_17,287.4704835
SATP1,NPWP1,701.357214,20,18,20_18,701.357214
SATP1,TPNP1,266.8518761,20,19,20_19,266.8518761
SATP1,SATP1,0,20,20,20_20,0
SATP1,SSEP1,539.836931,20,21,20_21,539.836931
SATP1,STRP1,730.303033,20,22,20_22,730.303033
SATP1,NDCP1,433.6666095,20,23,20_23,433.6666095
SATP1,VTZP1,224.7676611,20,24,20_24,224.7676611
SATP1,ADBP1,364.1688301,20,25,20_25,364.1688301
SATP1,PNQP1,775.6099927,20,26,20_26,775.6099927
SATP1,AWBP1,645.6892004,20,27,20_27,645.6892004
SATP1,MLGP1,532.8534028,20,28,20_28,532.8534028
SATP1,BOMP1,857.1177003,20,29,20_29,857.1177003
SATP1,NAGP1,482.4894531,20,30,20_30,482.4894531
SATP1,DHIP1,760.2007691,20,31,20_31,760.2007691
SATP1,VAPP1,911.603979,20,32,20_32,911.603979
SATP1,BAMP1,473.1234682,20,33,20_33,473.1234682
SATP1,RPRP1,454.69872,20,34,20_34,454.69872
SATP1,STVP1,940.7908261,20,35,20_35,940.7908261
SATP1,IDRP1,801.615323,20,36,20_36,801.615323
SATP1,NURP1,659.4918807,20,37,20_37,659.4918807
SATP1,SBPP1,564.8598975,20,38,20_38,564.8598975
SATP1,BDQP1,981.4194646,20,39,20_39,981.4194646
SATP1,AMDP1,1073.216689,20,40,20_40,1073.216689
SATP1,KDJP1,714.9357572,20,41,20_41,714.9357572
SATP1,BHCP1,738.0559402,20,42,20_42,738.0559402
SATP1,KHRP1,1069.94746,20,43,20_43,1069.94746
SATP1,CORP1,1072.395356,20,44,20_44,1072.395356
SATP1,JHSP1,953.1797138,20,45,20_45,953.1797138
SATP1,IXWP1,843.4430186,20,46,20_46,843.4430186
SATP1,BHLP1,1117.577096,20,47,20_47,1117.577096
SATP1,VNSP1,924.9117242,20,48,20_48,924.9117242
SATP1,AUBP1,915.4105452,20,49,20_49,915.4105452
SATP1,KNUP1,1008.612508,20,50,20_50,1008.612508
SATP1,DBDP1,940.0573963,20,51,20_51,940.0573963
SATP1,CCUP1,975.4334526,20,52,20_52,975.4334526
SATP1,SYNP1,1132.28123,20,53,20_53,1132.28123
SATP1,JAIP1,1203.540056,20,54,20_54,1203.540056
SATP1,AGRP1,1150.083181,20,55,20_55,1150.083181
SATP1,AGRP2,1168.811675,20,56,20_56,1168.811675
SATP1,GKPP1,1088.397691,20,57,20_57,1088.397691
SATP1,BPCP1,1079.672169,20,58,20_58,1079.672169
SATP1,MZUP1,1102.668825,20,59,20_59,1102.668825
SATP1,DELP1,1300.509343,20,60,20_60,1300.509343
SATP1,DELP3,1346.76575,20,61,20_61,1346.76575
SATP1,PGHP1,1308.736351,20,62,20_62,1308.736351
SATP1,NJPP1,1308.980226,20,63,20_63,1308.980226
SATP1,AMBP1,1509.873654,20,64,20_64,1509.873654
SATP1,BKSP1,1365.689353,20,65,20_65,1365.689353
SATP1,GAUP1,1510.190861,20,66,20_66,1510.190861
SSEP1,SXVP1,712.2979411,21,1,21_1,712.2979411
SSEP1,KRIP1,631.0475987,21,2,21_2,631.0475987
SSEP1,BLRP2,587.6114491,21,3,21_3,587.6114491
SSEP1,MULP1,580.1503921,21,4,21_4,580.1503921
SSEP1,BLRP1,533.4317096,21,5,21_5,533.4317096
SSEP1,BAGP1,488.5989522,21,6,21_6,488.5989522
SSEP1,MAAP1,694.5517671,21,7,21_7,694.5517671
SSEP1,GDRP1,590.047084,21,8,21_8,590.047084
SSEP1,CTAP1,390.5776238,21,9,21_9,390.5776238
SSEP1,GTYP1,355.0700276,21,10,21_10,355.0700276
SSEP1,KRNP1,308.2891861,21,11,21_11,308.2891861
SSEP1,HBXP1,280.6316482,21,12,21_12,280.6316482
SSEP1,PGRP1,457.4093141,21,13,21_13,457.4093141
SSEP1,VGAP1,529.0385675,21,14,21_14,529.0385675
SSEP1,BGMP1,250.3982657,21,15,21_15,250.3982657
SSEP1,HYDP1,267.8368553,21,16,21_16,267.8368553
SSEP1,HYDP2,252.5069702,21,17,21_17,252.5069702
SSEP1,NPWP1,206.6647572,21,18,21_18,206.6647572
SSEP1,TPNP1,279.8643648,21,19,21_19,279.8643648
SSEP1,SATP1,539.836931,21,20,21_20,539.836931
SSEP1,SSEP1,0,21,21,21_21,0
SSEP1,STRP1,191.0488103,21,22,21_22,191.0488103
SSEP1,NDCP1,222.2745287,21,23,21_23,222.2745287
SSEP1,VTZP1,755.0819817,21,24,21_24,755.0819817
SSEP1,ADBP1,349.5017761,21,25,21_25,349.5017761
SSEP1,PNQP1,245.5998838,21,26,21_26,245.5998838
SSEP1,AWBP1,238.4942023,21,27,21_27,238.4942023
SSEP1,MLGP1,303.6818784,21,28,21_28,303.6818784
SSEP1,BOMP1,336.3135528,21,29,21_29,336.3135528
SSEP1,NAGP1,496.1445005,21,30,21_30,496.1445005
SSEP1,DHIP1,364.587658,21,31,21_31,364.587658
SSEP1,VAPP1,423.4420235,21,32,21_32,423.4420235
SSEP1,BAMP1,961.6536829,21,33,21_33,961.6536829
SSEP1,RPRP1,711.9884218,21,34,21_34,711.9884218
SSEP1,STVP1,485.264703,21,35,21_35,485.264703
SSEP1,IDRP1,547.9414012,21,36,21_36,547.9414012
SSEP1,NURP1,676.6850311,21,37,21_37,676.6850311
SSEP1,SBPP1,938.0347505,21,38,21_38,938.0347505
SSEP1,BDQP1,576.503343,21,39,21_39,576.503343
SSEP1,AMDP1,665.4239599,21,40,21_40,665.4239599
SSEP1,KDJP1,1127.297871,21,41,21_41,1127.297871
SSEP1,BHCP1,1186.715126,21,42,21_42,1186.715126
SSEP1,KHRP1,735.9155751,21,43,21_43,735.9155751
SSEP1,CORP1,802.7224453,21,44,21_44,802.7224453
SSEP1,JHSP1,903.1460804,21,45,21_45,903.1460804
SSEP1,IXWP1,1230.175921,21,46,21_46,1230.175921
SSEP1,BHLP1,856.5494516,21,47,21_47,856.5494516
SSEP1,VNSP1,1126.73445,21,48,21_48,1126.73445
SSEP1,AUBP1,1180.477154,21,49,21_49,1180.477154
SSEP1,KNUP1,1063.622507,21,50,21_50,1063.622507
SSEP1,DBDP1,1298.234134,21,51,21_51,1298.234134
SSEP1,CCUP1,1403.439443,21,52,21_52,1403.439443
SSEP1,SYNP1,1054.766567,21,53,21_53,1054.766567
SSEP1,JAIP1,1017.730299,21,54,21_54,1017.730299
SSEP1,AGRP1,1083.434844,21,55,21_55,1083.434844
SSEP1,AGRP2,1085.638635,21,56,21_56,1085.638635
SSEP1,GKPP1,1258.03181,21,57,21_57,1258.03181
SSEP1,BPCP1,1469.556156,21,58,21_58,1469.556156
SSEP1,MZUP1,1359.731914,21,59,21_59,1359.731914
SSEP1,DELP1,1178.658334,21,60,21_60,1178.658334
SSEP1,DELP3,1240.140042,21,61,21_61,1240.140042
SSEP1,PGHP1,1298.380298,21,62,21_62,1298.380298
SSEP1,NJPP1,1634.093623,21,63,21_63,1634.093623
SSEP1,AMBP1,1398.026567,21,64,21_64,1398.026567
SSEP1,BKSP1,1723.344115,21,65,21_65,1723.344115
SSEP1,GAUP1,1896.223524,21,66,21_66,1896.223524
STRP1,SXVP1,799.0474327,22,1,22_1,799.0474327
STRP1,KRIP1,730.984276,22,2,22_2,730.984276
STRP1,BLRP2,681.7781427,22,3,22_3,681.7781427
STRP1,MULP1,696.4482468,22,4,22_4,696.4482468
STRP1,BLRP1,619.5583393,22,5,22_5,619.5583393
STRP1,BAGP1,598.1098724,22,6,22_6,598.1098724
STRP1,MAAP1,835.6959252,22,7,22_7,835.6959252
STRP1,GDRP1,743.104504,22,8,22_8,743.104504
STRP1,CTAP1,459.8546127,22,9,22_9,459.8546127
STRP1,GTYP1,486.9590173,22,10,22_10,486.9590173
STRP1,KRNP1,470.9368664,22,11,22_11,470.9368664
STRP1,HBXP1,291.6610287,22,12,22_12,291.6610287
STRP1,PGRP1,642.4089234,22,13,22_13,642.4089234
STRP1,VGAP1,715.5574793,22,14,22_14,715.5574793
STRP1,BGMP1,217.7409579,22,15,22_15,217.7409579
STRP1,HYDP1,456.4351662,22,16,22_16,456.4351662
STRP1,HYDP2,443.3152498,22,17,22_17,443.3152498
STRP1,NPWP1,136.0815246,22,18,22_18,136.0815246
STRP1,TPNP1,470.6785305,22,19,22_19,470.6785305
STRP1,SATP1,730.303033,22,20,22_20,730.303033
STRP1,SSEP1,191.0488103,22,21,22_21,191.0488103
STRP1,STRP1,0,22,22,22_22,0
STRP1,NDCP1,381.6518463,22,23,22_23,381.6518463
STRP1,VTZP1,946.1219777,22,24,22_24,946.1219777
STRP1,ADBP1,515.4666669,22,25,22_25,515.4666669
STRP1,PNQP1,107.7633541,22,26,22_26,107.7633541
STRP1,AWBP1,277.677242,22,27,22_27,277.677242
STRP1,MLGP1,416.8967328,22,28,22_28,416.8967328
STRP1,BOMP1,195.1563521,22,29,22_29,195.1563521
STRP1,NAGP1,635.6478241,22,30,22_30,635.6478241
STRP1,DHIP1,356.0999375,22,31,22_31,356.0999375
STRP1,VAPP1,312.6776775,22,32,22_32,312.6776775
STRP1,BAMP1,1149.247496,22,33,22_33,1149.247496
STRP1,RPRP1,876.0641045,22,34,22_34,876.0641045
STRP1,STVP1,397.3191564,22,35,22_35,397.3191564
STRP1,IDRP1,580.839149,22,36,22_36,580.839149
STRP1,NURP1,791.1902372,22,37,22_37,791.1902372
STRP1,SBPP1,1110.904138,22,38,22_38,1110.904138
STRP1,BDQP1,515.4636399,22,39,22_39,515.4636399
STRP1,AMDP1,592.0522304,22,40,22_40,592.0522304
STRP1,KDJP1,1302.748198,22,41,22_41,1302.748198
STRP1,BHCP1,1367.272978,22,42,22_42,1367.272978
STRP1,KHRP1,700.7860628,22,43,22_43,700.7860628
STRP1,CORP1,794.7383891,22,44,22_44,794.7383891
STRP1,JHSP1,975.6694928,22,45,22_45,975.6694928
STRP1,IXWP1,1399.615338,22,46,22_46,1399.615338
STRP1,BHLP1,848.100216,22,47,22_47,848.100216
STRP1,VNSP1,1259.210501,22,48,22_48,1259.210501
STRP1,AUBP1,1326.014581,22,49,22_49,1326.014581
STRP1,KNUP1,1159.351017,22,50,22_50,1159.351017
STRP1,DBDP1,1461.059775,22,51,22_51,1461.059775
STRP1,CCUP1,1578.514922,22,52,22_52,1578.514922
STRP1,SYNP1,1107.749686,22,53,22_53,1107.749686
STRP1,JAIP1,1031.21501,22,54,22_54,1031.21501
STRP1,AGRP1,1138.663426,22,55,22_55,1138.663426
STRP1,AGRP2,1134.857503,22,56,22_56,1134.857503
STRP1,GKPP1,1377.846131,22,57,22_57,1377.846131
STRP1,BPCP1,1636.535211,22,58,22_58,1636.535211
STRP1,MZUP1,1498.877057,22,59,22_59,1498.877057
STRP1,DELP1,1208.821111,22,60,22_60,1208.821111
STRP1,DELP3,1273.255088,22,61,22_61,1273.255088
STRP1,PGHP1,1363.037587,22,62,22_62,1363.037587
STRP1,NJPP1,1784.76221,22,63,22_63,1784.76221
STRP1,AMBP1,1423.121774,22,64,22_64,1423.121774
STRP1,BKSP1,1880.610132,22,65,22_65,1880.610132
STRP1,GAUP1,2058.572035,22,66,22_66,2058.572035
NDCP1,SXVP1,830.646711,23,1,23_1,830.646711
NDCP1,KRIP1,739.8282813,23,2,23_2,739.8282813
NDCP1,BLRP2,706.3661383,23,3,23_3,706.3661383
NDCP1,MULP1,672.5023106,23,4,23_4,672.5023106
NDCP1,BLRP1,665.3340762,23,5,23_5,665.3340762
NDCP1,BAGP1,599.0689141,23,6,23_6,599.0689141
NDCP1,MAAP1,739.0291527,23,7,23_7,739.0291527
NDCP1,GDRP1,620.3954171,23,8,23_8,620.3954171
NDCP1,CTAP1,552.7211501,23,9,23_9,552.7211501
NDCP1,GTYP1,456.14637,23,10,23_10,456.14637
NDCP1,KRNP1,364.8413322,23,11,23_11,364.8413322
NDCP1,HBXP1,487.7639716,23,12,23_12,487.7639716
NDCP1,PGRP1,405.6653983,23,13,23_13,405.6653983
NDCP1,VGAP1,459.4237758,23,14,23_14,459.4237758
NDCP1,BGMP1,470.1095444,23,15,23_15,470.1095444
NDCP1,HYDP1,238.3076547,23,16,23_16,238.3076547
NDCP1,HYDP2,199.1017385,23,17,23_17,199.1017385
NDCP1,NPWP1,428.445533,23,18,23_18,428.445533
NDCP1,TPNP1,186.2170829,23,19,23_19,186.2170829
NDCP1,SATP1,433.6666095,23,20,23_20,433.6666095
NDCP1,SSEP1,222.2745287,23,21,23_21,222.2745287
NDCP1,STRP1,381.6518463,23,22,23_22,381.6518463
NDCP1,NDCP1,0.000134414,23,23,23_23,0.000134414
NDCP1,VTZP1,617.0104666,23,24,23_24,617.0104666
NDCP1,ADBP1,133.8788326,23,25,23_25,133.8788326
NDCP1,PNQP1,383.325115,23,26,23_26,383.325115
NDCP1,AWBP1,213.195847,23,27,23_27,213.195847
NDCP1,MLGP1,127.7345285,23,28,23_28,127.7345285
NDCP1,BOMP1,448.2883412,23,29,23_29,448.2883412
NDCP1,NAGP1,275.3282871,23,30,23_30,275.3282871
NDCP1,DHIP1,327.8589883,23,31,23_31,327.8589883
NDCP1,VAPP1,483.4661555,23,32,23_32,483.4661555
NDCP1,BAMP1,785.4642494,23,33,23_33,785.4642494
NDCP1,RPRP1,495.3417042,23,34,23_34,495.3417042
NDCP1,STVP1,507.2850137,23,35,23_35,507.2850137
NDCP1,IDRP1,419.4163285,23,36,23_36,419.4163285
NDCP1,NURP1,464.2678571,23,37,23_37,464.2678571
NDCP1,SBPP1,729.4316083,23,38,23_38,729.4316083
NDCP1,BDQP1,552.3419357,23,39,23_39,552.3419357
NDCP1,AMDP1,645.0289687,23,40,23_40,645.0289687
NDCP1,KDJP1,921.7583224,23,41,23_41,921.7583224
NDCP1,BHCP1,989.2323945,23,42,23_42,989.2323945
NDCP1,KHRP1,663.9121165,23,43,23_43,663.9121165
NDCP1,CORP1,695.3181654,23,44,23_44,695.3181654
NDCP1,JHSP1,714.2181344,23,45,23_45,714.2181344
NDCP1,IXWP1,1018.082087,23,46,23_46,1018.082087
NDCP1,BHLP1,746.3800637,23,47,23_47,746.3800637
NDCP1,VNSP1,905.1962263,23,48,23_48,905.1962263
NDCP1,AUBP1,958.3725952,23,49,23_49,958.3725952
NDCP1,KNUP1,856.4400083,23,50,23_50,856.4400083
NDCP1,DBDP1,1081.44085,23,51,23_51,1081.44085
NDCP1,CCUP1,1197.253369,23,52,23_52,1197.253369
NDCP1,SYNP1,877.9557153,23,53,23_53,877.9557153
NDCP1,JAIP1,877.8203586,23,54,23_54,877.8203586
NDCP1,AGRP1,904.1938403,23,55,23_55,904.1938403
NDCP1,AGRP2,911.2814787,23,56,23_56,911.2814787
NDCP1,GKPP1,1039.17703,23,57,23_57,1039.17703
NDCP1,BPCP1,1255.553016,23,58,23_58,1255.553016
NDCP1,MZUP1,1137.472969,23,59,23_59,1137.472969
NDCP1,DELP1,1018.75798,23,60,23_60,1018.75798
NDCP1,DELP3,1076.42367,23,61,23_61,1076.42367
NDCP1,PGHP1,1108.717659,23,62,23_62,1108.717659
NDCP1,NJPP1,1412.945332,23,63,23_63,1412.945332
NDCP1,AMBP1,1238.677369,23,64,23_64,1238.677369
NDCP1,BKSP1,1504.174941,23,65,23_65,1504.174941
NDCP1,GAUP1,1679.445648,23,66,23_66,1679.445648
VTZP1,SXVP1,843.6971417,24,1,24_1,843.6971417
VTZP1,KRIP1,762.922913,24,2,24_2,762.922913
VTZP1,BLRP2,770.9598886,24,3,24_3,770.9598886
VTZP1,MULP1,686.1979517,24,4,24_4,686.1979517
VTZP1,BLRP1,783.0789069,24,5,24_5,783.0789069
VTZP1,BAGP1,699.1299138,24,6,24_6,699.1299138
VTZP1,MAAP1,591.5698937,24,7,24_7,591.5698937
VTZP1,GDRP1,511.4827123,24,8,24_8,511.4827123
VTZP1,CTAP1,799.6885407,24,9,24_9,799.6885407
VTZP1,GTYP1,637.0797799,24,10,24_10,637.0797799
VTZP1,KRNP1,558.1560925,24,11,24_11,558.1560925
VTZP1,HBXP1,878.7229131,24,12,24_12,878.7229131
VTZP1,PGRP1,348.6974094,24,13,24_13,348.6974094
VTZP1,VGAP1,280.8774919,24,14,24_14,280.8774919
VTZP1,BGMP1,916.8845998,24,15,24_15,916.8845998
VTZP1,HYDP1,497.1727839,24,16,24_16,497.1727839
VTZP1,HYDP2,503.7031842,24,17,24_17,503.7031842
VTZP1,NPWP1,924.533865,24,18,24_18,924.533865
VTZP1,TPNP1,475.8531148,24,19,24_19,475.8531148
