stop_sequence,hub_code,actual_in_timestamp,actual_out_timestamp,id
6,NAGP1,1.56E+12,1.56E+12,6708
1,KDJP1,1.56E+12,1.56E+12,6751
1,NAGP1,1.56E+12,1.56E+12,7025
4,DHIP1,1.56E+12,1.56E+12,6960
9,KDJP1,1.56E+12,1.56E+12,6975
4,JHSP1,1.56E+12,1.56E+12,6998
1,DELP1,1.56E+12,1.56E+12,7107
5,NAGP1,1.56E+12,1.56E+12,7069
7,NAGP1,1.56E+12,1.56E+12,7091
1,AUBP1,1.56E+12,1.56E+12,7549
4,DHIP1,1.56E+12,1.56E+12,7202
6,KRIP1,1.56E+12,1.56E+12,7214
5,NJPP1,1.56E+12,1.56E+12,7222
4,STRP1,1.56E+12,1.56E+12,7267
3,IDRP1,1.56E+12,1.56E+12,7299
2,DELP1,1.56E+12,1.56E+12,7313
3,VAPP1,1.56E+12,1.56E+12,7330
2,DELP1,1.56E+12,1.56E+12,7381
1,PNQP1,1.56E+12,1.56E+12,7703
4,CORP1,1.56E+12,1.56E+12,7510
4,VNSP1,1.56E+12,1.56E+12,7511
5,VNSP1,1.56E+12,1.56E+12,7543
1,IXWP1,1.56E+12,1.56E+12,7990
3,CTAP1,1.56E+12,1.56E+12,7580
9,VGAP1,1.56E+12,1.56E+12,7668
4,MLGP1,1.56E+12,1.56E+12,7673
3,CORP1,1.56E+12,1.56E+12,7675
1,SYNP1,1.56E+12,1.56E+12,8221
1,RPRP1,1.56E+12,1.56E+12,8248
9,JHSP1,1.56E+12,1.56E+12,7760
6,JHSP1,1.56E+12,1.56E+12,7798
5,VGAP1,1.56E+12,1.56E+12,7822
2,KNUP1,1.56E+12,1.56E+12,7832
4,VNSP1,1.56E+12,1.56E+12,7887
2,STRP1,1.56E+12,1.56E+12,7938
3,NAGP1,1.56E+12,1.56E+12,7956
1,AMBP1,1.56E+12,1.56E+12,8496
3,VAPP1,1.56E+12,1.56E+12,7996
3,NURP1,1.56E+12,1.56E+12,8009
7,NURP1,1.56E+12,1.56E+12,8023
5,VTZP1,1.56E+12,1.56E+12,8081
2,KNUP1,1.56E+12,1.56E+12,8210
1,SYNP1,1.56E+12,1.56E+12,8566
1,DELP1,1.56E+12,1.56E+12,8618
5,KNUP1,1.56E+12,1.56E+12,8266
2,DBDP1,1.56E+12,1.56E+12,8271
3,VTZP1,1.56E+12,1.56E+12,8380
7,GKPP1,1.56E+12,1.56E+12,8410
5,BGMP1,1.56E+12,1.56E+12,8476
5,ADBP1,1.56E+12,1.56E+12,8478
8,ADBP1,1.56E+12,1.56E+12,8492
1,AGRP1,1.56E+12,1.56E+12,8981
1,MAAP1,1.56E+12,1.56E+12,9277
3,IDRP1,1.56E+12,1.56E+12,8598
1,NURP1,1.56E+12,1.56E+12,9564
3,DHIP1,1.56E+12,1.56E+12,8647
9,AGRP2,1.56E+12,1.56E+12,8723
2,DHIP1,1.56E+12,1.56E+12,8797
2,SYNP1,1.56E+12,1.56E+12,8874
3,MZUP1,1.56E+12,1.56E+12,8990
9,TPNP1,1.56E+12,1.56E+12,9007
2,ADBP1,1.56E+12,1.56E+12,9062
7,PGRP1,1.56E+12,1.56E+12,9064
8,KNUP1,1.56E+12,1.56E+12,9091
4,HBXP1,1.56E+12,1.56E+12,9285
3,AUBP1,1.56E+12,1.56E+12,9390
6,KHRP1,1.56E+12,1.56E+12,9482
3,BGMP1,1.56E+12,1.56E+12,9641
8,TPNP1,1.56E+12,1.56E+12,9745
3,AUBP1,1.56E+12,1.56E+12,9752
13,BKSP1,1.56E+12,1.56E+12,9814
10,JHSP1,1.56E+12,1.56E+12,9945
2,JHSP1,1.56E+12,1.56E+12,6287
5,ADBP1,1.56E+12,1.56E+12,6304
5,ADBP1,1.56E+12,1.56E+12,6458
2,NPWP1,1.56E+12,1.56E+12,6471
4,JHSP1,1.56E+12,1.56E+12,6502
4,CTAP1,1.56E+12,1.56E+12,6506
2,ADBP1,1.56E+12,1.56E+12,6608
4,JHSP1,1.56E+12,1.56E+12,6676
3,NJPP1,1.56E+12,1.56E+12,6718
5,BHLP1,1.56E+12,1.56E+12,6776
3,SXVP1,1.56E+12,1.56E+12,6844
7,TPNP1,1.56E+12,1.56E+12,6901
4,NJPP1,1.56E+12,1.56E+12,7009
9,JHSP1,1.56E+12,1.56E+12,7093
3,BHLP1,1.56E+12,1.56E+12,7252
6,BGMP1,1.56E+12,1.56E+12,7267
2,BAGP1,1.56E+12,1.56E+12,7335
12,AGRP2,1.56E+12,1.56E+12,7370
5,KHRP1,1.56E+12,1.56E+12,7449
2,VNSP1,1.56E+12,1.56E+12,7549
5,JHSP1,1.56E+12,1.56E+12,7609
5,BAMP1,1.56E+12,1.56E+12,7742
7,TPNP1,1.56E+12,1.56E+12,7754
8,JHSP1,1.56E+12,1.56E+12,7806
5,BHLP1,1.56E+12,1.56E+12,7989
9,MLGP1,1.56E+12,1.56E+12,8291
4,NJPP1,1.56E+12,1.56E+12,8325
2,BHCP1,1.56E+12,1.56E+12,8348
2,SYNP1,1.56E+12,1.56E+12,8447
2,JHSP1,1.56E+12,1.56E+12,8470
3,GDRP1,1.56E+12,1.56E+12,8507
6,TPNP1,1.56E+12,1.56E+12,8524
8,STVP1,1.56E+12,1.56E+12,8602
5,NAGP1,1.56E+12,1.56E+12,8779
1,CORP1,1.56E+12,1.56E+12,6787
5,MLGP1,1.56E+12,1.56E+12,8840
4,BAGP1,1.56E+12,1.56E+12,8878
1,STRP1,1.56E+12,1.56E+12,7427
10,BAGP1,1.56E+12,1.56E+12,8922
2,AGRP2,1.56E+12,1.56E+12,8964
11,JHSP1,1.56E+12,1.56E+12,8974
1,TPNP1,1.56E+12,1.56E+12,7702
6,MZUP1,1.56E+12,1.56E+12,9045
7,JHSP1,1.56E+12,1.56E+12,9047
4,DHIP1,1.56E+12,1.56E+12,9227
7,BHCP1,1.56E+12,1.56E+12,9241
1,DELP1,1.56E+12,1.56E+12,8783
1,JHSP1,1.56E+12,1.56E+12,8898
5,JHSP1,1.56E+12,1.56E+12,9282
2,NPWP1,1.56E+12,1.56E+12,9284
5,JHSP1,1.56E+12,1.56E+12,9386
2,SYNP1,1.56E+12,1.56E+12,9391
8,NURP1,1.56E+12,1.56E+12,9440
2,BKSP1,1.56E+12,1.56E+12,9538
1,STVP1,1.56E+12,1.56E+12,9259
4,KDJP1,1.56E+12,1.56E+12,9674
4,NAGP1,1.56E+12,1.56E+12,9758
7,BGMP1,1.56E+12,1.56E+12,9860
7,GKPP1,1.56E+12,1.56E+12,9899
1,STRP1,1.56E+12,1.56E+12,10001
1,NPWP1,1.56E+12,1.56E+12,6335
1,TPNP1,1.56E+12,1.56E+12,8285
6,NURP1,1.56E+12,1.56E+12,6378
10,KRNP1,1.56E+12,1.56E+12,6390
3,JHSP1,1.56E+12,1.56E+12,6473
3,IDRP1,1.56E+12,1.56E+12,6490
9,JHSP1,1.56E+12,1.56E+12,6538
1,HYDP2,1.56E+12,1.56E+12,8654
2,BGMP1,1.56E+12,1.56E+12,6606
3,VNSP1,1.56E+12,1.56E+12,6624
6,NAGP1,1.56E+12,1.56E+12,6641
6,STRP1,1.56E+12,1.56E+12,6657
5,NPWP1,1.56E+12,1.56E+12,6673
7,ADBP1,1.56E+12,1.56E+12,6708
3,BPCP1,1.56E+12,1.56E+12,6734
4,VNSP1,1.56E+12,1.56E+12,6925
2,NURP1,1.56E+12,1.56E+12,7025
10,BAGP1,1.56E+12,1.56E+12,7072
5,CTAP1,1.56E+12,1.56E+12,7286
8,JHSP1,1.56E+12,1.56E+12,7298
3,SYNP1,1.56E+12,1.56E+12,7313
3,AGRP1,1.56E+12,1.56E+12,7381
3,VNSP1,1.56E+12,1.56E+12,7397
5,PGHP1,1.56E+12,1.56E+12,7398
3,JHSP1,1.56E+12,1.56E+12,7447
5,AUBP1,1.56E+12,1.56E+12,7511
1,AMBP1,1.56E+12,1.56E+12,8820
6,AUBP1,1.56E+12,1.56E+12,7543
4,BGMP1,1.56E+12,1.56E+12,7580
2,JHSP1,1.56E+12,1.56E+12,7632
5,AWBP1,1.56E+12,1.56E+12,7673
4,SBPP1,1.56E+12,1.56E+12,7731
5,AUBP1,1.56E+12,1.56E+12,7887
3,NPWP1,1.56E+12,1.56E+12,7938
1,DHIP1,1.56E+12,1.56E+12,9876
5,BDQP1,1.56E+12,1.56E+12,7996
9,NAGP1,1.56E+12,1.56E+12,8023
3,TPNP1,1.56E+12,1.56E+12,8032
2,JHSP1,1.56E+12,1.56E+12,8190
3,JHSP1,1.56E+12,1.56E+12,8203
6,AGRP1,1.56E+12,1.56E+12,8266
3,JHSP1,1.56E+12,1.56E+12,8332
10,GDRP1,1.56E+12,1.56E+12,8368
3,GDRP1,1.56E+12,1.56E+12,8378
6,CTAP1,1.56E+12,1.56E+12,8476
6,NAGP1,1.56E+12,1.56E+12,8478
3,GTYP1,1.56E+12,1.56E+12,8484
9,NAGP1,1.56E+12,1.56E+12,8492
2,DELP1,1.56E+12,1.56E+12,8496
3,TPNP1,1.56E+12,1.56E+12,8543
5,ADBP1,1.56E+12,1.56E+12,8549
2,AGRP2,1.56E+12,1.56E+12,8783
8,KRIP1,1.56E+12,1.56E+12,8869
3,JHSP1,1.56E+12,1.56E+12,8930
5,BPCP1,1.56E+12,1.56E+12,9001
3,NAGP1,1.56E+12,1.56E+12,9062
8,GDRP1,1.56E+12,1.56E+12,9064
5,CTAP1,1.56E+12,1.56E+12,9285
4,VNSP1,1.56E+12,1.56E+12,9390
7,KDJP1,1.56E+12,1.56E+12,9474
7,BHLP1,1.56E+12,1.56E+12,9482
2,AMBP1,1.56E+12,1.56E+12,9535
9,KRNP1,1.56E+12,1.56E+12,9745
4,VNSP1,1.56E+12,1.56E+12,9752
3,NURP1,1.56E+12,1.56E+12,9816
5,SATP1,1.56E+12,1.56E+12,9843
8,NURP1,1.56E+12,1.56E+12,9852
2,TPNP1,1.56E+12,1.56E+12,9853
6,RPRP1,1.56E+12,1.56E+12,6467
5,BGMP1,1.56E+12,1.56E+12,6595
4,BKSP1,1.56E+12,1.56E+12,6718
4,MULP1,1.56E+12,1.56E+12,6777
2,AUBP1,1.56E+12,1.56E+12,6843
2,SXVP1,1.56E+12,1.56E+12,6968
7,RPRP1,1.56E+12,1.56E+12,7069
8,ADBP1,1.56E+12,1.56E+12,7091
3,DELP1,1.56E+12,1.56E+12,7166
5,IDRP1,1.56E+12,1.56E+12,7202
4,DHIP1,1.56E+12,1.56E+12,7299
5,PNQP1,1.56E+12,1.56E+12,7330
7,MZUP1,1.56E+12,1.56E+12,7347
3,BGMP1,1.56E+12,1.56E+12,7427
6,BHLP1,1.56E+12,1.56E+12,7449
3,BAGP1,1.56E+12,1.56E+12,7522
4,JAIP1,1.56E+12,1.56E+12,7675
5,NDCP1,1.56E+12,1.56E+12,7863
7,SATP1,1.56E+12,1.56E+12,8196
3,JHSP1,1.56E+12,1.56E+12,8221
2,AMBP1,1.56E+12,1.56E+12,8244
1,AWBP1,1.56E+12,1.56E+12,6288
3,AUBP1,1.56E+12,1.56E+12,8271
1,CORP1,1.56E+12,1.56E+12,6543
10,AWBP1,1.56E+12,1.56E+12,8291
3,JHSP1,1.56E+12,1.56E+12,8566
6,NURP1,1.56E+12,1.56E+12,8574
4,DHIP1,1.56E+12,1.56E+12,8598
1,BAGP1,1.56E+12,1.56E+12,7522
3,IDRP1,1.56E+12,1.56E+12,8797
1,STRP1,1.56E+12,1.56E+12,7948
6,AWBP1,1.56E+12,1.56E+12,8840
4,JHSP1,1.56E+12,1.56E+12,8874
2,KNUP1,1.56E+12,1.56E+12,8981
4,GKPP1,1.56E+12,1.56E+12,8990
10,PGRP1,1.56E+12,1.56E+12,9007
0,PNQP1,1.56E+12,1.56E+12,9173
1,BAGP1,1.56E+12,1.56E+12,8261
2,BOMP1,1.56E+12,1.56E+12,9259
12,PGHP1,1.56E+12,1.56E+12,9303
3,CORP1,1.56E+12,1.56E+12,9313
4,JHSP1,1.56E+12,1.56E+12,9391
4,CTAP1,1.56E+12,1.56E+12,9641
7,ADBP1,1.56E+12,1.56E+12,9738
1,DBDP1,1.56E+12,1.56E+12,9189
6,TPNP1,1.56E+12,1.56E+12,6304
4,SXVP1,1.56E+12,1.56E+12,6403
6,NAGP1,1.56E+12,1.56E+12,6458
5,KRIP1,1.56E+12,1.56E+12,6506
3,SYNP1,1.56E+12,1.56E+12,6570
1,STRP1,1.56E+12,1.56E+12,6575
3,CTAP1,1.56E+12,1.56E+12,6606
4,CCUP1,1.56E+12,1.56E+12,6734
5,AUBP1,1.56E+12,1.56E+12,6925
3,BLRP2,1.56E+12,1.56E+12,6968
5,NURP1,1.56E+12,1.56E+12,6998
12,BAGP1,1.56E+12,1.56E+12,7072
1,GDRP1,1.56E+12,1.56E+12,7258
4,AGRP1,1.56E+12,1.56E+12,7166
1,AGRP1,1.56E+12,1.56E+12,7424
1,AUBP1,1.56E+12,1.56E+12,9442
7,CTAP1,1.56E+12,1.56E+12,7267
4,KRNP1,1.56E+12,1.56E+12,7335
4,AUBP1,1.56E+12,1.56E+12,7397
4,BPCP1,1.56E+12,1.56E+12,7416
3,IDRP1,1.56E+12,1.56E+12,7558
6,STRP1,1.56E+12,1.56E+12,7580
10,KRNP1,1.56E+12,1.56E+12,7668
2,ADBP1,1.56E+12,1.56E+12,7702
8,AGRP2,1.56E+12,1.56E+12,7798
3,VNSP1,1.56E+12,1.56E+12,7832
5,TPNP1,1.56E+12,1.56E+12,8206
2,PGRP1,1.56E+12,1.56E+12,8285
5,BAMP1,1.56E+12,1.56E+12,8380
4,JHSP1,1.56E+12,1.56E+12,8447
10,NURP1,1.56E+12,1.56E+12,8492
3,SYNP1,1.56E+12,1.56E+12,8496
6,NAGP1,1.56E+12,1.56E+12,8549
3,STRP1,1.56E+12,1.56E+12,8671
2,KRIP1,1.56E+12,1.56E+12,8676
5,KRNP1,1.56E+12,1.56E+12,8878
12,SXVP1,1.56E+12,1.56E+12,8922
12,SYNP1,1.56E+12,1.56E+12,8974
6,CCUP1,1.56E+12,1.56E+12,9001
6,BPCP1,1.56E+12,1.56E+12,9015
8,SYNP1,1.56E+12,1.56E+12,9047
10,GKPP1,1.56E+12,1.56E+12,9091
2,KNUP1,1.56E+12,1.56E+12,9235
3,MAAP1,1.56E+12,1.56E+12,9277
6,NURP1,1.56E+12,1.56E+12,9282
4,HBXP1,1.56E+12,1.56E+12,9284
9,JHSP1,1.56E+12,1.56E+12,9440
8,JAIP1,1.56E+12,1.56E+12,9482
2,AGRP2,1.56E+12,1.56E+12,9489
4,DELP1,1.56E+12,1.56E+12,9773
2,BAGP1,1.56E+12,1.56E+12,9835
4,NDCP1,1.56E+12,1.56E+12,6306
7,SBPP1,1.56E+12,1.56E+12,6467
4,CORP1,1.56E+12,1.56E+12,6490
5,NURP1,1.56E+12,1.56E+12,6502
3,TPNP1,1.56E+12,1.56E+12,6608
5,KNUP1,1.56E+12,1.56E+12,6624
7,NURP1,1.56E+12,1.56E+12,6641
5,GDRP1,1.56E+12,1.56E+12,6777
2,IDRP1,1.56E+12,1.56E+12,6787
3,VNSP1,1.56E+12,1.56E+12,6843
8,SBPP1,1.56E+12,1.56E+12,7069
9,TPNP1,1.56E+12,1.56E+12,7091
2,SBPP1,1.56E+12,1.56E+12,7179
6,MZUP1,1.56E+12,1.56E+12,7222
4,DELP1,1.56E+12,1.56E+12,7252
6,KRIP1,1.56E+12,1.56E+12,7286
4,JHSP1,1.56E+12,1.56E+12,7313
4,KNUP1,1.56E+12,1.56E+12,7381
1,CORP1,1.56E+12,1.56E+12,7105
4,CTAP1,1.56E+12,1.56E+12,7427
1,PNQP1,1.56E+12,1.56E+12,7243
3,KNUP1,1.56E+12,1.56E+12,7549
6,BHCP1,1.56E+12,1.56E+12,7742
8,PGRP1,1.56E+12,1.56E+12,7754
6,TPNP1,1.56E+12,1.56E+12,7863
1,IDRP1,1.56E+12,1.56E+12,7539
11,ADBP1,1.56E+12,1.56E+12,8023
2,SYNP1,1.56E+12,1.56E+12,8027
4,ADBP1,1.56E+12,1.56E+12,8032
6,BAMP1,1.56E+12,1.56E+12,8081
8,DHIP1,1.56E+12,1.56E+12,8158
9,IDRP1,1.56E+12,1.56E+12,8158
1,SYNP1,1.56E+12,1.56E+12,7982
5,PNQP1,1.56E+12,1.56E+12,8168
4,NURP1,1.56E+12,1.56E+12,8203
4,VNSP1,1.56E+12,1.56E+12,8210
4,NURP1,1.56E+12,1.56E+12,8221
4,VNSP1,1.56E+12,1.56E+12,8271
4,NURP1,1.56E+12,1.56E+12,8332
3,NPWP1,1.56E+12,1.56E+12,8366
2,VAPP1,1.56E+12,1.56E+12,8377
4,VGAP1,1.56E+12,1.56E+12,8378
8,MZUP1,1.56E+12,1.56E+12,8410
4,TPNP1,1.56E+12,1.56E+12,8484
4,VGAP1,1.56E+12,1.56E+12,8507
4,NURP1,1.56E+12,1.56E+12,8930
4,JHSP1,1.56E+12,1.56E+12,8964
6,IDRP1,1.56E+12,1.56E+12,9019
4,SBPP1,1.56E+12,1.56E+12,9151
3,AUBP1,1.56E+12,1.56E+12,9189
4,JAIP1,1.56E+12,1.56E+12,9313
6,KNUP1,1.56E+12,1.56E+12,9390
1,BLRP1,1.56E+12,1.56E+12,8163
5,KRIP1,1.56E+12,1.56E+12,9641
5,SBPP1,1.56E+12,1.56E+12,9674
10,BAGP1,1.56E+12,1.56E+12,9745
5,KNUP1,1.56E+12,1.56E+12,9752
1,BLRP1,1.56E+12,1.56E+12,9810
8,CTAP1,1.56E+12,1.56E+12,9860
1,AGRP2,1.56E+12,1.56E+12,9861
12,AGRP2,1.56E+12,1.56E+12,9945
3,BGMP1,1.56E+12,1.56E+12,10001
3,HBXP1,1.56E+12,1.56E+12,6335
1,SYNP1,1.56E+12,1.56E+12,6368
8,JHSP1,1.56E+12,1.56E+12,6378
4,HBXP1,1.56E+12,1.56E+12,6471
4,NURP1,1.56E+12,1.56E+12,6473
5,PNQP1,1.56E+12,1.56E+12,6535
2,JAIP1,1.56E+12,1.56E+12,6543
2,BGMP1,1.56E+12,1.56E+12,6575
7,STRP1,1.56E+12,1.56E+12,6595
1,JAIP1,1.56E+12,1.56E+12,6957
3,JHSP1,1.56E+12,1.56E+12,7025
10,AGRP2,1.56E+12,1.56E+12,7093
2,PGRP1,1.56E+12,1.56E+12,7258
6,SSEP1,1.56E+12,1.56E+12,7330
1,DELP1,1.56E+12,1.56E+12,7517
2,KNUP1,1.56E+12,1.56E+12,7424
5,AGRP2,1.56E+12,1.56E+12,7447
8,JAIP1,1.56E+12,1.56E+12,7449
6,IXWP1,1.56E+12,1.56E+12,7511
1,CTAP1,1.56E+12,1.56E+12,8089
7,SBPP1,1.56E+12,1.56E+12,7572
6,AGRP2,1.56E+12,1.56E+12,7609
3,NAGP1,1.56E+12,1.56E+12,7702
10,AGRP2,1.56E+12,1.56E+12,7806
4,AUBP1,1.56E+12,1.56E+12,7832
1,HYDP2,1.56E+12,1.56E+12,8238
3,BGMP1,1.56E+12,1.56E+12,7948
5,AUBP1,1.56E+12,1.56E+12,8210
8,DELP1,1.56E+12,1.56E+12,8266
3,GDRP1,1.56E+12,1.56E+12,8285
3,BDQP1,1.56E+12,1.56E+12,8377
7,NAGP1,1.56E+12,1.56E+12,8451
5,JHSP1,1.56E+12,1.56E+12,8496
7,PGRP1,1.56E+12,1.56E+12,8524
4,ADBP1,1.56E+12,1.56E+12,8543
4,NURP1,1.56E+12,1.56E+12,8566
7,NAGP1,1.56E+12,1.56E+12,8574
2,AGRP1,1.56E+12,1.56E+12,8618
4,BGMP1,1.56E+12,1.56E+12,8671
4,JHSP1,1.56E+12,1.56E+12,8783
7,BOMP1,1.56E+12,1.56E+12,8840
5,NURP1,1.56E+12,1.56E+12,8874
13,DELP1,1.56E+12,1.56E+12,8974
11,GDRP1,1.56E+12,1.56E+12,9007
7,CCUP1,1.56E+12,1.56E+12,9015
5,NURP1,1.56E+12,1.56E+12,9062
9,VAPP1,1.56E+12,1.56E+12,9202
8,BAMP1,1.56E+12,1.56E+12,9241
7,NAGP1,1.56E+12,1.56E+12,9282
5,CTAP1,1.56E+12,1.56E+12,9284
2,VNSP1,1.56E+12,1.56E+12,9442
3,NJPP1,1.56E+12,1.56E+12,9538
3,KDJP1,1.56E+12,1.56E+12,9699
2,KDJP1,1.56E+12,1.56E+12,9728
6,MLGP1,1.56E+12,1.56E+12,9758
5,JHSP1,1.56E+12,1.56E+12,9816
10,JHSP1,1.56E+12,1.56E+12,9852
8,KNUP1,1.56E+12,1.56E+12,9899
5,TPNP1,1.56E+12,1.56E+12,6306
11,BAGP1,1.56E+12,1.56E+12,6390
8,NURP1,1.56E+12,1.56E+12,6458
5,JHSP1,1.56E+12,1.56E+12,6570
6,AGRP1,1.56E+12,1.56E+12,6624
2,SBPP1,1.56E+12,1.56E+12,6751
6,VGAP1,1.56E+12,1.56E+12,6777
7,DBDP1,1.56E+12,1.56E+12,6925
5,CTAP1,1.56E+12,1.56E+12,6968
0,BKSP1,1.56E+12,1.56E+12,6988
6,NAGP1,1.56E+12,1.56E+12,6998
13,BLRP1,1.56E+12,1.56E+12,7072
2,GTYP1,1.56E+12,1.56E+12,7263
8,KRIP1,1.56E+12,1.56E+12,7267
6,DBDP1,1.56E+12,1.56E+12,7397
5,CCUP1,1.56E+12,1.56E+12,7416
2,AGRP2,1.56E+12,1.56E+12,7517
4,KRNP1,1.56E+12,1.56E+12,7522
3,IDRP1,1.56E+12,1.56E+12,7539
8,IDRP1,1.56E+12,1.56E+12,7574
2,DHIP1,1.56E+12,1.56E+12,7703
3,NJPP1,1.56E+12,1.56E+12,7928
3,JHSP1,1.56E+12,1.56E+12,7982
12,TPNP1,1.56E+12,1.56E+12,8023
5,NAGP1,1.56E+12,1.56E+12,8032
1,GAUP1,1.56E+12,1.56E+12,7334
4,SBPP1,1.56E+12,1.56E+12,8093
2,SBPP1,1.56E+12,1.56E+12,8103
5,STRP1,1.56E+12,1.56E+12,8124
3,SBPP1,1.56E+12,1.56E+12,8199
1,AUBP1,1.56E+12,1.56E+12,7878
2,KRNP1,1.56E+12,1.56E+12,8261
5,NURP1,1.56E+12,1.56E+12,8447
8,NURP1,1.56E+12,1.56E+12,8478
3,SSEP1,1.56E+12,1.56E+12,8654
4,CTAP1,1.56E+12,1.56E+12,8676
1,VAPP1,1.56E+12,1.56E+12,8724
7,NURP1,1.56E+12,1.56E+12,8779
3,DELP1,1.56E+12,1.56E+12,8820
7,TPNP1,1.56E+12,1.56E+12,8878
1,BLRP2,1.56E+12,1.56E+12,8945
4,VNSP1,1.56E+12,1.56E+12,8981
7,NJPP1,1.56E+12,1.56E+12,9045
4,VNSP1,1.56E+12,1.56E+12,9189
3,STRP1,1.56E+12,1.56E+12,9259
5,SXVP1,1.56E+12,1.56E+12,9277
5,NURP1,1.56E+12,1.56E+12,9391
1,PNQP1,1.56E+12,1.56E+12,9425
3,JHSP1,1.56E+12,1.56E+12,9489
1,IXWP1,1.56E+12,1.56E+12,9617
1,MAAP1,1.56E+12,1.56E+12,9706
15,NJPP1,1.56E+12,1.56E+12,9814
4,KRNP1,1.56E+12,1.56E+12,9835
3,ADBP1,1.56E+12,1.56E+12,9853
4,CTAP1,1.56E+12,1.56E+12,10001
6,RPRP1,1.56E+12,1.56E+12,10002
2,SBPP1,1.56E+12,1.56E+12,6278
1,BDQP1,1.56E+12,1.56E+12,6316
4,CTAP1,1.56E+12,1.56E+12,6335
3,JHSP1,1.56E+12,1.56E+12,6368
1,BLRP2,1.56E+12,1.56E+12,6926
5,CTAP1,1.56E+12,1.56E+12,6471
5,NAGP1,1.56E+12,1.56E+12,6473
1,IDRP1,1.56E+12,1.56E+12,7548
5,JAIP1,1.56E+12,1.56E+12,6490
6,NAGP1,1.56E+12,1.56E+12,6502
6,NURP1,1.56E+12,1.56E+12,6563
3,CTAP1,1.56E+12,1.56E+12,6575
8,JHSP1,1.56E+12,1.56E+12,6641
1,GAUP1,1.56E+12,1.56E+12,8113
1,NAGP1,1.56E+12,1.56E+12,8472
4,KNUP1,1.56E+12,1.56E+12,6843
1,IXWP1,1.56E+12,1.56E+12,9340
1,DELP1,1.56E+12,1.56E+12,9700
10,PGRP1,1.56E+12,1.56E+12,7091
2,IDRP1,1.56E+12,1.56E+12,7105
4,RPRP1,1.56E+12,1.56E+12,7179
7,GKPP1,1.56E+12,1.56E+12,7222
2,SSEP1,1.56E+12,1.56E+12,7243
10,AGRP2,1.56E+12,1.56E+12,7298
5,NURP1,1.56E+12,1.56E+12,7313
8,NJPP1,1.56E+12,1.56E+12,7347
2,GTYP1,1.56E+12,1.56E+12,7357
6,VNSP1,1.56E+12,1.56E+12,7381
6,DELP1,1.56E+12,1.56E+12,7447
5,AGRP1,1.56E+12,1.56E+12,7549
2,SYNP1,1.56E+12,1.56E+12,7680
4,NURP1,1.56E+12,1.56E+12,7702
7,CCUP1,1.56E+12,1.56E+12,7742
5,DBDP1,1.56E+12,1.56E+12,7832
8,KRNP1,1.56E+12,1.56E+12,7863
2,VNSP1,1.56E+12,1.56E+12,7878
3,JHSP1,1.56E+12,1.56E+12,8027
7,BHCP1,1.56E+12,1.56E+12,8081
9,HYDP2,1.56E+12,1.56E+12,8196
5,NAGP1,1.56E+12,1.56E+12,8221
5,KNUP1,1.56E+12,1.56E+12,8271
5,VTZP1,1.56E+12,1.56E+12,8378
8,ADBP1,1.56E+12,1.56E+12,8451
5,ADBP1,1.56E+12,1.56E+12,8484
11,JHSP1,1.56E+12,1.56E+12,8492
5,NAGP1,1.56E+12,1.56E+12,8543
8,NURP1,1.56E+12,1.56E+12,8549
8,ADBP1,1.56E+12,1.56E+12,8574
5,CTAP1,1.56E+12,1.56E+12,8671
2,PNQP1,1.56E+12,1.56E+12,8766
5,JAIP1,1.56E+12,1.56E+12,8820
6,NAGP1,1.56E+12,1.56E+12,8874
5,NAGP1,1.56E+12,1.56E+12,8930
11,BDQP1,1.56E+12,1.56E+12,9202
3,NJPP1,1.56E+12,1.56E+12,9333
6,RPRP1,1.56E+12,1.56E+12,9674
7,AGRP1,1.56E+12,1.56E+12,9752
5,BHLP1,1.56E+12,1.56E+12,9773
9,KRIP1,1.56E+12,1.56E+12,9860
4,SBPP1,1.56E+12,1.56E+12,9910
3,IDRP1,1.56E+12,1.56E+12,6287
10,AGRP2,1.56E+12,1.56E+12,6378
11,AGRP2,1.56E+12,1.56E+12,6538
6,DHIP1,1.56E+12,1.56E+12,6787
7,ADBP1,1.56E+12,1.56E+12,6998
9,KDJP1,1.56E+12,1.56E+12,7069
0,BOMP1,1.56E+12,1.56E+12,7125
3,TPNP1,1.56E+12,1.56E+12,7258
4,NJPP1,1.56E+12,1.56E+12,7274
5,TPNP1,1.56E+12,1.56E+12,7335
4,VNSP1,1.56E+12,1.56E+12,7424
9,BDQP1,1.56E+12,1.56E+12,7468
10,STVP1,1.56E+12,1.56E+12,7468
1,VAPP1,1.56E+12,1.56E+12,6483
1,NJPP1,1.56E+12,1.56E+12,6988
5,CORP1,1.56E+12,1.56E+12,7558
1,BAGP1,1.56E+12,1.56E+12,7649
4,SBPP1,1.56E+12,1.56E+12,7745
9,GDRP1,1.56E+12,1.56E+12,7754
1,BOMP1,1.56E+12,1.56E+12,7867
4,CTAP1,1.56E+12,1.56E+12,7948
5,RPRP1,1.56E+12,1.56E+12,8093
1,KHRP1,1.56E+12,1.56E+12,8262
7,BGMP1,1.56E+12,1.56E+12,8124
1,BOMP1,1.56E+12,1.56E+12,8853
1,HYDP2,1.56E+12,1.56E+12,9029
4,RPRP1,1.56E+12,1.56E+12,8199
7,DBDP1,1.56E+12,1.56E+12,8210
6,ADBP1,1.56E+12,1.56E+12,8221
