varname,currtime,d,a,arcstartloc,arcendloc,arcstarttime,arcendtime,value
z,162,2790,,56,56,12.0,18.0,1
z,162,2791,,56,56,12.0,18.0,1
z,162,2792,,56,56,12.0,18.0,1
z,162,2793,,56,56,12.0,18.0,1
z,162,2794,,56,56,12.0,18.0,1
z,162,2795,,56,56,12.0,18.0,1
z,162,2796,,56,56,12.0,18.0,1
z,162,2797,,56,56,12.0,18.0,1
z,162,2798,,56,56,12.0,18.0,1
z,162,2799,,56,56,12.0,18.0,1
z,162,2800,,56,56,12.0,18.0,1
z,162,2801,,56,56,12.0,18.0,1
z,162,2802,,56,56,12.0,18.0,1
z,162,2803,,56,56,12.0,18.0,1
z,162,2804,,56,56,12.0,18.0,1
z,162,2805,,56,56,12.0,18.0,1
z,162,2806,,56,56,12.0,18.0,1
z,162,2807,,56,56,12.0,18.0,1
z,162,2808,,56,56,12.0,18.0,1
z,162,2809,,56,56,12.0,18.0,1
z,162,2810,,56,56,12.0,18.0,1
z,162,2811,,56,56,12.0,18.0,1
z,162,2812,,56,56,12.0,18.0,1
z,162,2813,,56,56,12.0,18.0,1
z,162,2814,,56,56,12.0,18.0,1
z,162,2815,,56,56,12.0,18.0,1
z,162,2816,,56,56,12.0,18.0,1
z,162,2817,,56,56,12.0,18.0,1
z,162,2818,,56,56,12.0,18.0,1
z,162,2819,,56,56,12.0,18.0,1
z,162,2820,,56,56,12.0,18.0,1
z,162,2821,,56,56,12.0,18.0,1
z,162,2822,,56,56,12.0,18.0,1
z,162,2823,,56,56,12.0,18.0,1
z,162,2824,,56,56,12.0,18.0,1
z,162,2825,,56,56,12.0,18.0,1
z,162,2826,,56,56,12.0,18.0,1
z,162,2827,,56,56,12.0,18.0,1
z,162,2828,,56,56,12.0,18.0,1
z,162,2829,,56,56,12.0,18.0,1
z,162,2830,,56,56,12.0,18.0,1
z,162,2831,,56,56,12.0,18.0,1
z,162,2832,,56,56,12.0,18.0,1
z,162,2833,,56,56,12.0,18.0,1
z,162,2834,,56,56,12.0,18.0,1
z,162,2835,,56,56,12.0,18.0,1
z,162,2836,,56,56,12.0,18.0,1
z,162,2837,,56,56,12.0,18.0,1
z,162,2838,,56,56,12.0,18.0,1
z,162,2839,,56,56,12.0,18.0,1
z,162,2840,,56,56,12.0,18.0,1
z,162,2841,,56,56,12.0,18.0,1
z,162,2842,,56,56,12.0,18.0,1
z,162,2843,,56,56,12.0,18.0,1
z,162,2844,,56,56,12.0,18.0,1
z,162,2845,,56,56,12.0,18.0,1
z,162,2846,,56,56,12.0,18.0,1
z,162,2847,,56,56,12.0,18.0,1
z,162,2848,,56,56,12.0,18.0,1
z,162,2849,,56,56,12.0,18.0,1
z,162,2850,,56,56,12.0,18.0,1
z,162,2851,,56,56,12.0,18.0,1
z,162,2852,,56,56,12.0,18.0,1
z,162,2853,,56,56,12.0,18.0,1
z,162,2854,,56,56,12.0,18.0,1
z,162,2855,,56,56,12.0,18.0,1
z,162,2856,,56,56,12.0,18.0,1
z,162,2857,,56,56,12.0,18.0,1
z,162,2858,,56,56,12.0,18.0,1
z,162,2859,,56,56,12.0,18.0,1
z,162,2860,,56,56,12.0,18.0,1
z,162,2861,,56,56,12.0,18.0,1
z,162,2862,,56,56,12.0,18.0,1
z,162,2863,,56,56,12.0,18.0,1
z,162,2864,,56,56,12.0,18.0,1
z,162,2865,,56,56,12.0,18.0,1
z,162,2866,,56,56,12.0,18.0,1
z,162,2867,,56,56,12.0,18.0,1
z,162,2868,,57,57,12.0,18.0,1
z,162,2869,,57,57,12.0,18.0,1
z,162,2870,,57,57,12.0,18.0,1
z,162,2871,,57,57,12.0,18.0,1
z,162,2872,,57,57,12.0,18.0,1
z,162,2873,,57,57,12.0,18.0,1
z,162,2874,,57,57,12.0,18.0,1
z,162,2875,,57,57,12.0,18.0,1
z,162,2876,,57,57,12.0,18.0,1
z,162,2877,,57,57,12.0,18.0,1
z,162,2878,,57,57,12.0,18.0,1
z,162,2879,,57,57,12.0,18.0,1
z,162,2880,,57,57,12.0,18.0,1
z,162,2881,,57,57,12.0,18.0,1
z,162,2882,,57,57,12.0,18.0,1
z,162,2883,,57,57,12.0,18.0,1
z,162,2884,,57,57,12.0,18.0,1
z,162,2885,,57,57,12.0,18.0,1
z,162,2886,,57,57,12.0,18.0,1
z,162,2887,,58,58,12.0,18.0,1
z,162,2888,,58,58,12.0,18.0,1
z,162,2889,,58,58,12.0,18.0,1
z,162,2890,,58,58,12.0,18.0,1
z,162,2891,,58,58,12.0,18.0,1
z,162,2892,,58,58,12.0,18.0,1
z,162,2893,,58,58,12.0,18.0,1
z,162,2894,,58,58,12.0,18.0,1
z,162,2895,,58,58,12.0,18.0,1
z,162,2896,,58,58,12.0,18.0,1
z,162,2897,,58,58,12.0,18.0,1
z,162,2898,,58,58,12.0,18.0,1
z,162,2899,,58,58,12.0,18.0,1
z,162,2900,,58,58,12.0,18.0,1
z,162,2901,,58,58,12.0,18.0,1
z,162,2902,,58,58,12.0,18.0,1
z,162,2903,,58,58,12.0,18.0,1
z,162,2904,,58,58,12.0,18.0,1
z,162,2905,,58,58,12.0,18.0,1
z,162,2906,,58,58,12.0,18.0,1
z,162,2907,,59,59,12.0,18.0,1
z,162,2908,,59,59,12.0,18.0,1
z,162,2909,,59,59,12.0,18.0,1
z,162,2910,,59,59,12.0,18.0,1
z,162,2911,,59,59,12.0,18.0,1
z,162,2912,,59,59,12.0,18.0,1
z,162,2913,,59,59,12.0,18.0,1
z,162,2914,,59,59,12.0,18.0,1
z,162,2915,,59,59,12.0,18.0,1
z,162,2916,,59,59,12.0,18.0,1
z,162,2917,,59,59,12.0,18.0,1
z,162,2918,,59,59,12.0,18.0,1
z,162,2919,,59,59,12.0,18.0,1
z,162,2920,,59,59,12.0,18.0,1
z,162,2921,,59,59,12.0,18.0,1
z,162,2922,,59,59,12.0,18.0,1
z,162,2923,,59,59,12.0,18.0,1
z,162,2924,,59,59,12.0,18.0,1
z,162,2925,,59,59,12.0,18.0,1
z,162,2926,,59,59,12.0,18.0,1
z,162,2927,,59,59,12.0,18.0,1
z,162,2928,,59,59,12.0,18.0,1
z,162,2929,,59,59,12.0,18.0,1
z,162,2930,,59,59,12.0,18.0,1
z,162,2931,,59,59,12.0,18.0,1
z,162,2932,,59,59,12.0,18.0,1
z,162,2933,,59,59,12.0,18.0,1
z,162,2934,,59,59,12.0,18.0,1
z,162,2935,,59,59,12.0,18.0,1
z,162,2936,,59,59,12.0,18.0,1
z,162,2937,,59,59,12.0,18.0,1
z,162,2938,,59,59,12.0,18.0,1
z,162,2939,,59,59,12.0,18.0,1
z,162,2940,,59,59,12.0,18.0,1
z,162,2941,,59,59,12.0,18.0,1
z,162,2942,,59,59,12.0,18.0,1
z,162,2943,,59,59,12.0,18.0,1
z,162,2944,,59,59,12.0,18.0,1
z,162,2945,,59,59,12.0,18.0,1
z,162,2946,,47,47,12.0,18.0,1
z,162,2948,,47,47,12.0,18.0,1
z,162,2949,,47,47,12.0,18.0,1
z,162,2950,,53,53,12.0,18.0,1
z,162,2951,,60,60,12.0,18.0,1
z,162,2952,,60,60,12.0,18.0,1
z,162,2953,,60,60,12.0,18.0,1
z,162,2954,,60,60,12.0,18.0,1
z,162,2955,,60,60,12.0,18.0,1
z,162,2956,,60,60,12.0,18.0,1
z,162,2957,,60,60,12.0,18.0,1
z,162,2958,,60,60,12.0,18.0,1
z,162,2959,,60,60,12.0,18.0,1
z,162,2960,,60,60,12.0,18.0,1
z,162,2961,,60,60,12.0,18.0,1
z,162,2962,,60,60,12.0,18.0,1
z,162,2963,,60,60,12.0,18.0,1
z,162,2964,,60,60,12.0,18.0,1
z,162,2965,,60,60,12.0,18.0,1
z,162,2966,,60,60,12.0,18.0,1
z,162,2967,,60,60,12.0,18.0,1
z,162,2968,,60,60,12.0,18.0,1
z,162,2969,,60,60,12.0,18.0,1
z,162,2970,,60,60,12.0,18.0,1
z,162,2971,,60,60,12.0,18.0,1
z,162,2972,,60,60,12.0,18.0,1
z,162,2973,,60,60,12.0,18.0,1
z,162,2974,,60,60,12.0,18.0,1
z,162,2975,,60,60,12.0,18.0,1
z,162,2976,,60,60,12.0,18.0,1
z,162,2977,,60,60,12.0,18.0,1
z,162,2978,,60,60,12.0,18.0,1
z,162,2979,,60,60,12.0,18.0,1
z,162,2980,,60,60,12.0,18.0,1
z,162,2981,,60,60,12.0,18.0,1
z,162,2982,,60,60,12.0,18.0,1
z,162,2983,,60,60,12.0,18.0,1
z,162,2984,,60,60,12.0,18.0,1
z,162,2985,,60,60,12.0,18.0,1
z,162,2986,,60,60,12.0,18.0,1
z,162,2987,,60,60,12.0,18.0,1
z,162,2988,,60,60,12.0,18.0,1
z,162,2989,,60,60,12.0,18.0,1
z,162,2990,,60,60,12.0,18.0,1
z,162,2991,,60,60,12.0,18.0,1
z,162,2992,,60,60,12.0,18.0,1
z,162,2993,,60,60,12.0,18.0,1
z,162,2994,,60,60,12.0,18.0,1
z,162,2995,,60,60,12.0,18.0,1
z,162,2996,,60,60,12.0,18.0,1
z,162,2997,,60,60,12.0,18.0,1
z,162,2998,,60,60,12.0,18.0,1
z,162,2999,,60,60,12.0,18.0,1
z,162,3000,,60,60,12.0,18.0,1
z,162,3001,,60,60,12.0,18.0,1
z,162,3002,,60,60,12.0,18.0,1
z,162,3003,,60,60,12.0,18.0,1
z,162,3004,,60,60,12.0,18.0,1
z,162,3005,,60,60,12.0,18.0,1
z,162,3006,,60,60,12.0,18.0,1
z,162,3007,,60,60,12.0,18.0,1
z,162,3008,,60,60,12.0,18.0,1
z,162,3009,,60,60,12.0,18.0,1
z,162,3010,,60,60,12.0,18.0,1
z,162,3011,,60,60,12.0,18.0,1
z,162,3012,,60,60,12.0,18.0,1
z,162,3013,,60,60,12.0,18.0,1
z,162,3014,,60,60,12.0,18.0,1
z,162,3015,,60,60,12.0,18.0,1
z,162,3016,,60,60,12.0,18.0,1
z,162,3017,,60,60,12.0,18.0,1
z,162,3018,,60,60,12.0,18.0,1
z,162,3019,,60,60,12.0,18.0,1
z,162,3020,,60,60,12.0,18.0,1
z,162,3021,,60,60,12.0,18.0,1
z,162,3022,,60,60,12.0,18.0,1
z,162,3023,,60,60,12.0,18.0,1
z,162,3024,,60,60,12.0,18.0,1
z,162,3025,,60,60,12.0,18.0,1
z,162,3026,,60,60,12.0,18.0,1
z,162,3027,,60,60,12.0,18.0,1
z,162,3028,,60,60,12.0,18.0,1
z,162,3029,,60,60,12.0,18.0,1
z,162,3030,,60,60,12.0,18.0,1
z,162,3031,,60,60,12.0,18.0,1
z,162,3032,,60,60,12.0,18.0,1
z,162,3033,,60,60,12.0,18.0,1
z,162,3034,,60,60,12.0,18.0,1
z,162,3035,,60,60,12.0,18.0,1
z,162,3036,,60,60,12.0,18.0,1
z,162,3037,,60,60,12.0,18.0,1
z,162,3038,,60,60,12.0,18.0,1
z,162,3039,,60,60,12.0,18.0,1
z,162,3040,,60,60,12.0,18.0,1
z,162,3041,,60,60,12.0,18.0,1
z,162,3042,,60,60,12.0,18.0,1
z,162,3043,,60,60,12.0,18.0,1
z,162,3044,,60,60,12.0,18.0,1
z,162,3045,,60,60,12.0,18.0,1
z,162,3046,,60,60,12.0,18.0,1
z,162,3047,,60,60,12.0,18.0,1
z,162,3048,,60,60,12.0,18.0,1
z,162,3049,,60,60,12.0,18.0,1
z,162,3050,,60,60,12.0,18.0,1
z,162,3051,,60,60,12.0,18.0,1
z,162,3052,,60,60,12.0,18.0,1
z,162,3053,,60,60,12.0,18.0,1
z,162,3054,,60,60,12.0,18.0,1
z,162,3055,,60,60,12.0,18.0,1
z,162,3056,,60,60,12.0,18.0,1
z,162,3057,,61,61,12.0,18.0,1
z,162,3058,,60,60,12.0,18.0,1
z,162,3059,,61,61,12.0,18.0,1
z,162,3060,,61,61,12.0,18.0,1
z,162,3061,,61,61,12.0,18.0,1
z,162,3062,,61,61,12.0,18.0,1
z,162,3063,,61,61,12.0,18.0,1
z,162,3064,,61,61,12.0,18.0,1
z,162,3065,,61,61,12.0,18.0,1
z,162,3066,,61,61,12.0,18.0,1
z,162,3067,,61,61,12.0,18.0,1
z,162,3068,,61,61,12.0,18.0,1
z,162,3069,,61,61,12.0,18.0,1
z,162,3070,,61,61,12.0,18.0,1
z,162,3071,,61,61,12.0,18.0,1
z,162,3072,,61,61,12.0,18.0,1
z,162,3073,,61,61,12.0,18.0,1
z,162,3074,,61,61,12.0,18.0,1
z,162,3075,,61,61,12.0,18.0,1
z,162,3076,,61,61,12.0,18.0,1
z,162,3077,,61,61,12.0,18.0,1
z,162,3078,,61,61,12.0,18.0,1
z,162,3079,,61,61,12.0,18.0,1
z,162,3080,,61,61,12.0,18.0,1
z,162,3081,,62,62,12.0,18.0,1
z,162,3082,,62,62,12.0,18.0,1
z,162,3083,,62,62,12.0,18.0,1
z,162,3084,,62,62,12.0,18.0,1
z,162,3085,,62,62,12.0,18.0,1
z,162,3086,,62,62,12.0,18.0,1
z,162,3087,,62,62,12.0,18.0,1
z,162,3088,,62,62,12.0,18.0,1
z,162,3089,,62,62,12.0,18.0,1
z,162,3090,,62,62,12.0,18.0,1
z,162,3091,,62,62,12.0,18.0,1
z,162,3092,,62,62,12.0,18.0,1
z,162,3093,,62,62,12.0,18.0,1
z,162,3094,,62,62,12.0,18.0,1
z,162,3095,,62,62,12.0,18.0,1
z,162,3096,,62,62,12.0,18.0,1
z,162,3097,,62,62,12.0,18.0,1
z,162,3098,,62,62,12.0,18.0,1
z,162,3099,,62,62,12.0,18.0,1
z,162,3100,,62,62,12.0,18.0,1
z,162,3101,,62,62,12.0,18.0,1
z,162,3102,,62,62,12.0,18.0,1
z,162,3103,,62,62,12.0,18.0,1
z,162,3104,,62,62,12.0,18.0,1
z,162,3105,,62,62,12.0,18.0,1
z,162,3106,,62,62,12.0,18.0,1
z,162,3107,,62,62,12.0,18.0,1
z,162,3108,,62,62,12.0,18.0,1
z,162,3109,,62,62,12.0,18.0,1
z,162,3110,,62,62,12.0,18.0,1
z,162,3111,,62,62,12.0,18.0,1
z,162,3112,,62,62,12.0,18.0,1
z,162,3113,,62,62,12.0,18.0,1
z,162,3114,,62,62,12.0,18.0,1
z,162,3115,,62,62,12.0,18.0,1
z,162,3116,,62,62,12.0,18.0,1
z,162,3117,,62,62,12.0,18.0,1
z,162,3118,,62,62,12.0,18.0,1
z,162,3119,,62,62,12.0,18.0,1
z,162,3120,,62,62,12.0,18.0,1
z,162,3121,,62,62,12.0,18.0,1
z,162,3122,,62,62,12.0,18.0,1
z,162,3123,,62,62,12.0,18.0,1
z,162,3124,,62,62,12.0,18.0,1
z,162,3125,,62,62,12.0,18.0,1
z,162,3126,,62,62,12.0,18.0,1
z,162,3127,,62,62,12.0,18.0,1
z,162,3128,,62,62,12.0,18.0,1
z,162,3129,,62,62,12.0,18.0,1
z,162,3130,,62,62,12.0,18.0,1
z,162,3131,,62,62,12.0,18.0,1
z,162,3132,,62,62,12.0,18.0,1
z,162,3133,,62,62,12.0,18.0,1
z,162,3134,,62,62,12.0,18.0,1
z,162,3135,,62,62,12.0,18.0,1
z,162,3136,,62,62,12.0,18.0,1
z,162,3137,,63,63,12.0,18.0,1
z,162,3138,,63,63,12.0,18.0,1
z,162,3139,,63,63,12.0,18.0,1
z,162,3140,,63,63,12.0,18.0,1
z,162,3141,,63,63,12.0,18.0,1
z,162,3142,,63,63,12.0,18.0,1
z,162,3143,,63,63,12.0,18.0,1
z,162,3144,,63,63,12.0,18.0,1
z,162,3145,,63,63,12.0,18.0,1
z,162,3146,,63,63,12.0,18.0,1
z,162,3147,,63,63,12.0,18.0,1
z,162,3148,,63,63,12.0,18.0,1
z,162,3149,,63,63,12.0,18.0,1
z,162,3150,,63,63,12.0,18.0,1
z,162,3151,,63,63,12.0,18.0,1
z,162,3152,,63,63,12.0,18.0,1
z,162,3153,,63,63,12.0,18.0,1
z,162,3154,,63,63,12.0,18.0,1
z,162,3155,,63,63,12.0,18.0,1
z,162,3156,,63,63,12.0,18.0,1
z,162,3157,,63,63,12.0,18.0,1
z,162,3158,,63,63,12.0,18.0,1
z,162,3159,,63,63,12.0,18.0,1
z,162,3160,,63,63,12.0,18.0,1
z,162,3161,,63,63,12.0,18.0,1
z,162,3162,,63,63,12.0,18.0,1
z,162,3163,,63,63,12.0,18.0,1
z,162,3164,,63,63,12.0,18.0,1
z,162,3165,,63,63,12.0,18.0,1
z,162,3166,,63,63,12.0,18.0,1
z,162,3167,,63,63,12.0,18.0,1
z,162,3168,,63,63,12.0,18.0,1
z,162,3169,,63,63,12.0,18.0,1
z,162,3170,,63,63,12.0,18.0,1
z,162,3171,,63,63,12.0,18.0,1
z,162,3172,,63,63,12.0,18.0,1
z,162,3173,,63,63,12.0,18.0,1
z,162,3174,,63,63,12.0,18.0,1
z,162,3175,,63,63,12.0,18.0,1
z,162,3176,,63,63,12.0,18.0,1
z,162,3177,,63,63,12.0,18.0,1
z,162,3178,,63,63,12.0,18.0,1
z,162,3179,,63,63,12.0,18.0,1
z,162,3180,,63,63,12.0,18.0,1
z,162,3181,,63,63,12.0,18.0,1
z,162,3182,,63,63,12.0,18.0,1
z,162,3183,,63,63,12.0,18.0,1
z,162,3184,,63,63,12.0,18.0,1
z,162,3185,,63,63,12.0,18.0,1
z,162,3186,,63,63,12.0,18.0,1
z,162,3187,,63,63,12.0,18.0,1
z,162,3188,,63,63,12.0,18.0,1
z,162,3189,,63,63,12.0,18.0,1
z,162,3190,,63,63,12.0,18.0,1
z,162,3191,,63,63,12.0,18.0,1
z,162,3192,,63,63,12.0,18.0,1
z,162,3193,,63,63,12.0,18.0,1
z,162,3194,,63,63,12.0,18.0,1
z,162,3195,,63,63,12.0,18.0,1
z,162,3196,,63,63,12.0,18.0,1
z,162,3197,,63,63,12.0,18.0,1
z,162,3198,,63,63,12.0,18.0,1
z,162,3199,,63,63,12.0,18.0,1
z,162,3200,,63,63,12.0,18.0,1
z,162,3201,,64,64,12.0,18.0,1
z,162,3202,,64,64,12.0,18.0,1
z,162,3203,,60,60,12.0,18.0,1
z,162,3204,,64,64,12.0,18.0,1
z,162,3205,,53,53,12.0,18.0,1
z,162,3206,,64,64,12.0,18.0,1
z,162,3207,,64,64,12.0,18.0,1
z,162,3208,,64,64,12.0,18.0,1
z,162,3209,,64,64,12.0,18.0,1
z,162,3210,,64,64,12.0,18.0,1
z,162,3211,,64,64,12.0,18.0,1
z,162,3212,,64,64,12.0,18.0,1
z,162,3213,,64,64,12.0,18.0,1
z,162,3214,,64,64,12.0,18.0,1
z,162,3215,,64,64,12.0,18.0,1
z,162,3216,,64,64,12.0,18.0,1
z,162,3217,,64,64,12.0,18.0,1
z,162,3218,,64,64,12.0,18.0,1
z,162,3219,,64,64,12.0,18.0,1
z,162,3220,,64,64,12.0,18.0,1
z,162,3221,,64,64,12.0,18.0,1
z,162,3222,,64,64,12.0,18.0,1
z,162,3223,,64,64,12.0,18.0,1
z,162,3224,,64,64,12.0,18.0,1
z,162,3225,,64,64,12.0,18.0,1
z,162,3226,,64,64,12.0,18.0,1
z,162,3227,,64,64,12.0,18.0,1
z,162,3228,,64,64,12.0,18.0,1
z,162,3229,,64,64,12.0,18.0,1
z,162,3230,,64,64,12.0,18.0,1
z,162,3231,,64,64,12.0,18.0,1
z,162,3232,,64,64,12.0,18.0,1
z,162,3233,,64,64,12.0,18.0,1
z,162,3234,,64,64,12.0,18.0,1
z,162,3235,,64,64,12.0,18.0,1
z,162,3236,,64,64,12.0,18.0,1
z,162,3237,,64,64,12.0,18.0,1
z,162,3238,,64,64,12.0,18.0,1
z,162,3239,,64,64,12.0,18.0,1
z,162,3240,,64,64,12.0,18.0,1
z,162,3241,,64,64,12.0,18.0,1
z,162,3242,,64,64,12.0,18.0,1
z,162,3243,,64,64,12.0,18.0,1
z,162,3244,,64,64,12.0,18.0,1
z,162,3245,,64,64,12.0,18.0,1
z,162,3246,,64,64,12.0,18.0,1
z,162,3247,,64,64,12.0,18.0,1
z,162,3248,,65,65,12.0,18.0,1
z,162,3250,,65,65,12.0,18.0,1
z,162,3251,,65,65,12.0,18.0,1
z,162,3252,,65,65,12.0,18.0,1
z,162,3253,,65,65,12.0,18.0,1
z,162,3254,,65,65,12.0,18.0,1
z,162,3255,,65,65,12.0,18.0,1
z,162,3256,,65,65,12.0,18.0,1
z,162,3257,,65,65,12.0,18.0,1
z,162,3258,,65,65,12.0,18.0,1
z,162,3259,,65,65,12.0,18.0,1
z,162,3260,,65,65,12.0,18.0,1
z,162,3261,,65,65,12.0,18.0,1
z,162,3262,,65,65,12.0,18.0,1
z,162,3263,,65,65,12.0,18.0,1
z,162,3264,,65,65,12.0,18.0,1
z,162,3265,,65,65,12.0,18.0,1
z,162,3266,,65,65,12.0,18.0,1
z,162,3267,,65,65,12.0,18.0,1
z,162,3268,,65,65,12.0,18.0,1
z,162,3269,,65,65,12.0,18.0,1
z,162,3270,,65,65,12.0,18.0,1
z,162,3271,,65,65,12.0,18.0,1
z,162,3272,,65,65,12.0,18.0,1
z,162,3273,,65,65,12.0,18.0,1
z,162,3274,,65,65,12.0,18.0,1
z,162,3275,,65,65,12.0,18.0,1
z,162,3276,,65,65,12.0,18.0,1
z,162,3277,,65,65,12.0,18.0,1
z,162,3278,,65,65,12.0,18.0,1
z,162,3279,,65,65,12.0,18.0,1
z,162,3280,,65,65,12.0,18.0,1
z,162,3281,,65,65,12.0,18.0,1
z,162,3282,,65,65,12.0,18.0,1
z,162,3283,,65,65,12.0,18.0,1
z,162,3284,,65,65,12.0,18.0,1
z,162,3285,,65,65,12.0,18.0,1
z,162,3286,,65,65,12.0,18.0,1
z,162,3287,,65,65,12.0,18.0,1
z,162,3288,,65,65,12.0,18.0,1
z,162,3289,,65,65,12.0,18.0,1
z,162,3290,,65,65,12.0,18.0,1
z,162,3291,,65,65,12.0,18.0,1
z,162,3292,,65,65,12.0,18.0,1
z,162,3293,,65,65,12.0,18.0,1
z,162,3294,,66,66,12.0,18.0,1
z,162,3295,,66,66,12.0,18.0,1
z,162,3296,,66,66,12.0,18.0,1
z,162,3297,,66,66,12.0,18.0,1
z,162,3298,,66,66,12.0,18.0,1
z,162,3299,,66,66,12.0,18.0,1
z,162,3300,,66,66,12.0,18.0,1
z,162,3301,,66,66,12.0,18.0,1
z,162,3302,,66,66,12.0,18.0,1
z,162,3303,,66,66,12.0,18.0,1
z,162,3304,,66,66,12.0,18.0,1
z,162,3305,,66,66,12.0,18.0,1
z,162,3306,,66,66,12.0,18.0,1
z,162,3307,,66,66,12.0,18.0,1
z,162,3308,,66,66,12.0,18.0,1
z,162,3309,,66,66,12.0,18.0,1
z,162,3310,,66,66,12.0,18.0,1
z,162,3311,,66,66,12.0,18.0,1
z,162,3312,,66,66,12.0,18.0,1
z,162,3313,,66,66,12.0,18.0,1
z,162,3314,,66,66,12.0,18.0,1
z,162,3315,,66,66,12.0,18.0,1
z,162,3316,,66,66,12.0,18.0,1
z,162,2947,,54,47,18.0,24.0,1
z,162,1694,,40,43,18.0,24.0,1
z,162,728,,19,25,18.0,24.0,1
z,162,865,,18,12,18.0,24.0,1
z,162,1000,,30,25,18.0,24.0,1
z,162,64,,7,2,18.0,24.0,1
z,162,129,,3,5,18.0,24.0,1
z,162,731,,17,19,18.0,24.0,1
z,162,2954,,60,55,18.0,24.0,1
z,162,68,,7,2,18.0,24.0,1
z,162,402,,11,10,18.0,24.0,1
z,162,1185,,26,29,18.0,24.0,1
z,162,2131,,43,47,18.0,24.0,1
z,162,2137,,43,47,18.0,24.0,1
z,162,2139,,44,47,18.0,24.0,1
z,162,1,,1,1,18.0,24.0,1
z,162,2,,1,1,18.0,24.0,1
z,162,3,,1,1,18.0,24.0,1
z,162,4,,1,1,18.0,24.0,1
z,162,5,,1,1,18.0,24.0,1
z,162,6,,1,1,18.0,24.0,1
z,162,7,,1,1,18.0,24.0,1
z,162,8,,1,1,18.0,24.0,1
z,162,9,,1,1,18.0,24.0,1
z,162,10,,1,1,18.0,24.0,1
z,162,11,,1,1,18.0,24.0,1
z,162,12,,1,1,18.0,24.0,1
z,162,13,,1,1,18.0,24.0,1
z,162,14,,1,1,18.0,24.0,1
z,162,15,,1,1,18.0,24.0,1
z,162,16,,1,1,18.0,24.0,1
z,162,17,,1,1,18.0,24.0,1
z,162,18,,1,1,18.0,24.0,1
z,162,19,,1,1,18.0,24.0,1
z,162,20,,1,1,18.0,24.0,1
z,162,21,,1,1,18.0,24.0,1
z,162,22,,1,1,18.0,24.0,1
z,162,23,,1,1,18.0,24.0,1
z,162,24,,1,1,18.0,24.0,1
z,162,25,,1,1,18.0,24.0,1
z,162,26,,1,1,18.0,24.0,1
z,162,27,,1,1,18.0,24.0,1
z,162,28,,1,1,18.0,24.0,1
z,162,29,,1,1,18.0,24.0,1
z,162,30,,1,1,18.0,24.0,1
z,162,31,,1,1,18.0,24.0,1
z,162,32,,1,1,18.0,24.0,1
z,162,33,,1,1,18.0,24.0,1
z,162,34,,1,1,18.0,24.0,1
z,162,35,,1,1,18.0,24.0,1
z,162,36,,1,1,18.0,24.0,1
z,162,37,,1,1,18.0,24.0,1
z,162,38,,1,1,18.0,24.0,1
z,162,39,,1,1,18.0,24.0,1
z,162,40,,1,1,18.0,24.0,1
z,162,41,,1,1,18.0,24.0,1
z,162,42,,1,1,18.0,24.0,1
z,162,43,,1,1,18.0,24.0,1
z,162,44,,1,1,18.0,24.0,1
z,162,45,,1,1,18.0,24.0,1
z,162,46,,1,1,18.0,24.0,1
z,162,47,,1,1,18.0,24.0,1
z,162,48,,1,1,18.0,24.0,1
z,162,49,,1,1,18.0,24.0,1
z,162,50,,1,1,18.0,24.0,1
z,162,51,,1,1,18.0,24.0,1
z,162,52,,1,1,18.0,24.0,1
z,162,53,,1,1,18.0,24.0,1
z,162,54,,1,1,18.0,24.0,1
z,162,55,,1,1,18.0,24.0,1
z,162,56,,1,1,18.0,24.0,1
z,162,57,,1,1,18.0,24.0,1
z,162,58,,1,1,18.0,24.0,1
z,162,59,,1,1,18.0,24.0,1
z,162,60,,1,1,18.0,24.0,1
z,162,61,,1,1,18.0,24.0,1
z,162,62,,1,1,18.0,24.0,1
z,162,65,,2,2,18.0,24.0,1
z,162,66,,2,2,18.0,24.0,1
z,162,67,,2,2,18.0,24.0,1
z,162,69,,2,2,18.0,24.0,1
z,162,70,,2,2,18.0,24.0,1
z,162,71,,2,2,18.0,24.0,1
z,162,72,,2,2,18.0,24.0,1
z,162,73,,2,2,18.0,24.0,1
z,162,74,,2,2,18.0,24.0,1
z,162,75,,2,2,18.0,24.0,1
z,162,76,,2,2,18.0,24.0,1
z,162,77,,2,2,18.0,24.0,1
z,162,78,,2,2,18.0,24.0,1
z,162,79,,2,2,18.0,24.0,1
z,162,80,,2,2,18.0,24.0,1
z,162,81,,2,2,18.0,24.0,1
z,162,82,,2,2,18.0,24.0,1
z,162,83,,2,2,18.0,24.0,1
z,162,84,,2,2,18.0,24.0,1
z,162,85,,2,2,18.0,24.0,1
z,162,86,,2,2,18.0,24.0,1
z,162,87,,2,2,18.0,24.0,1
z,162,88,,2,2,18.0,24.0,1
z,162,89,,2,2,18.0,24.0,1
z,162,90,,2,2,18.0,24.0,1
z,162,91,,2,2,18.0,24.0,1
z,162,92,,2,2,18.0,24.0,1
z,162,93,,2,2,18.0,24.0,1
z,162,94,,2,2,18.0,24.0,1
z,162,95,,2,2,18.0,24.0,1
z,162,96,,2,2,18.0,24.0,1
z,162,97,,2,2,18.0,24.0,1
z,162,98,,2,2,18.0,24.0,1
z,162,99,,2,2,18.0,24.0,1
z,162,100,,2,2,18.0,24.0,1
z,162,101,,2,2,18.0,24.0,1
z,162,102,,2,2,18.0,24.0,1
