location1,location2,id,distance
16,32,16_32,718.9531892
16,33,16_33,748.8438035
16,34,16_34,710.1961574
16,35,16_35,747.1108828
16,36,16_36,657.7239832
16,37,16_37,643.7375999
16,38,16_38,957.0423157
16,39,16_39,792.9137964
16,40,16_40,885.8394332
16,41,16_41,1134.778042
16,42,16_42,1024.423921
16,43,16_43,987.9548911
16,44,16_44,934.6574499
16,45,16_45,937.4468125
16,46,16_46,1217.15007
16,47,16_47,984.8759113
16,48,16_48,1071.318433
16,49,16_49,1206.621071
16,50,16_50,1158.261888
16,51,16_51,1327.87266
16,52,16_52,1264.07211
16,53,16_53,1116.586003
16,54,16_54,1183.260086
16,55,16_55,1135.524695
16,56,16_56,1153.175294
16,57,16_57,1237.884266
16,58,16_58,1420.685754
16,59,16_59,1316.546979
16,60,16_60,1295.095306
16,61,16_61,1331.668697
16,62,16_62,1333.064193
16,63,16_63,1631.392442
16,64,16_64,1494.179083
16,65,16_65,1716.28146
17,1,17_1,654.5632444
17,2,17_2,566.3890943
17,3,17_3,530.4838444
17,4,17_4,511.7734713
17,5,17_5,498.4230173
17,6,17_6,422.8562727
17,7,17_7,597.0857381
17,8,17_8,478.9751693
17,9,17_9,448.5293151
17,10,17_10,285.4546348
17,11,17_11,181.9773179
17,12,17_12,504.9835363
17,13,17_13,219.6476354
17,14,17_14,284.8849334
17,15,17_15,502.9052359
17,16,17_16,40.23578695
17,17,17_17,0
17,18,17_18,459.1717274
17,19,17_19,44.21079551
17,20,17_20,287.4704835
17,21,17_21,252.5069702
17,22,17_22,443.5557805
17,23,17_23,199.1017385
17,24,17_24,512.2381446
17,25,17_25,227.3685256
17,26,17_26,498.106854
17,27,17_27,412.2975855
17,28,17_28,326.836267
17,29,17_29,588.820523
17,30,17_30,403.5000552
17,31,17_31,526.9607268
17,32,17_32,684.1656709
17,33,17_33,760.5939517
17,34,17_34,673.0339601
17,35,17_35,707.9049666
17,36,17_36,618.518067
17,37,17_37,606.2596903
17,38,17_38,919.8801184
17,39,17_39,753.7078802
17,40,17_40,846.633517
17,41,17_41,1113.995331
17,42,17_42,1036.174069
17,43,17_43,948.7489749
17,44,17_44,895.4515337
17,45,17_45,899.9689029
17,46,17_46,1214.207954
17,47,17_47,945.6699951
17,48,17_48,1034.156236
17,49,17_49,1169.458873
17,50,17_50,1120.783979
17,51,17_51,1328.153237
17,52,17_52,1275.822258
17,53,17_53,1079.108093
17,54,17_54,1144.05417
17,55,17_55,1098.046786
17,56,17_56,1115.697385
17,57,17_57,1200.722069
17,58,17_58,1432.435902
17,59,17_59,1279.384782
17,60,17_60,1257.617396
17,61,17_61,1294.190788
17,62,17_62,1295.586283
17,63,17_63,1594.230245
17,64,17_64,1456.701174
17,65,17_65,1728.031609
18,1,18_1,673.549975
18,2,18_2,610.6440523
18,3,18_3,559.4924311
18,4,18_4,595.1163337
18,5,18_5,495.2378226
18,6,18_6,499.9506015
18,7,18_7,763.9421985
18,8,18_8,774.7542632
18,9,18_9,334.3316596
18,10,18_10,497.4063399
18,11,18_11,481.6221743
18,12,18_12,158.6159559
18,13,18_13,666.6829054
18,14,18_14,736.2399991
18,15,18_15,81.72330061
18,16,18_16,474.5016125
18,17,18_17,459.1717274
18,18,18_18,0
18,19,18_19,486.529122
18,20,18_20,746.6422109
18,21,18_21,206.6647572
18,22,18_22,136.0815246
18,23,18_23,428.9392859
18,24,18_24,971.409872
18,25,18_25,677.3796981
18,26,18_26,243.7285709
18,27,18_27,413.7587666
18,28,18_28,556.6738144
18,29,18_29,327.5370953
18,30,18_30,704.267573
18,31,18_31,492.1814621
18,32,18_32,449.245021
18,33,18_33,1219.765679
18,34,18_34,973.8014779
18,35,18_35,533.3361719
18,36,18_36,722.689517
18,37,18_37,907.3429204
18,38,18_38,1220.647636
18,39,18_39,652.8940861
18,40,18_40,728.4475523
18,41,18_41,1414.762849
18,42,18_42,1495.345797
18,43,18_43,847.9351808
18,44,18_44,982.9957333
18,45,18_45,1131.920981
18,46,18_46,1514.975472
18,47,18_47,1021.872877
18,48,18_48,1334.923754
18,49,18_49,1470.226391
18,50,18_50,1352.736057
18,51,18_51,1628.920754
18,52,18_52,1690.9075
18,53,18_53,1311.060172
18,54,18_54,1225.292027
18,55,18_55,1329.998864
18,56,18_56,1347.649463
18,57,18_57,1501.489586
18,58,18_58,1779.51918
18,59,18_59,1580.152299
18,60,18_60,1420.581247
18,61,18_61,1485.990886
18,62,18_62,1527.538362
18,63,18_63,1894.997763
18,64,18_64,1619.438194
18,65,18_65,2032.073872
19,1,19_1,692.8713116
19,2,19_2,604.6971615
19,3,19_3,568.7919116
19,4,19_4,551.8568985
19,5,19_5,538.5064445
19,6,19_6,461.1643399
19,7,19_7,597.211528
19,8,19_8,479.1009592
19,9,19_9,488.6127423
19,10,19_10,325.538062
19,11,19_11,220.2853851
19,12,19_12,543.2916035
19,13,19_13,219.7734253
19,14,19_14,277.425531
19,15,19_15,530.2626305
19,16,19_16,75.71757678
19,17,19_17,44.21079551
19,18,19_18,486.529122
19,19,19_19,0
19,20,19_20,266.8518761
19,21,19_21,279.8643648
19,22,19_22,470.9131751
19,23,19_23,186.2170829
19,24,19_24,491.6195372
19,25,19_25,190.8505761
19,26,19_26,525.4642486
19,27,19_27,399.4129299
19,28,19_28,313.9516114
19,29,19_29,616.1779176
19,30,19_30,364.9446757
19,31,19_31,514.0760712
19,32,19_32,671.2810153
19,33,19_33,739.9753443
19,34,19_34,634.4785806
19,35,19_35,695.020311
19,36,19_36,605.6334114
19,37,19_37,568.0200231
19,38,19_38,881.3247389
19,39,19_39,740.8232246
19,40,19_40,833.7488614
19,41,19_41,1075.439952
19,42,19_42,1015.555462
19,43,19_43,935.8643193
19,44,19_44,882.5668781
19,45,19_45,861.7292357
19,46,19_46,1175.652574
19,47,19_47,932.7853395
19,48,19_48,995.6008564
19,49,19_49,1130.903494
19,50,19_50,1082.544311
19,51,19_51,1289.597857
19,52,19_52,1255.203651
19,53,19_53,1040.868426
19,54,19_54,1131.169514
19,55,19_55,1059.807119
19,56,19_56,1077.457718
19,57,19_57,1162.166689
19,58,19_58,1411.817295
19,59,19_59,1240.829402
19,60,19_60,1219.377729
19,61,19_61,1255.951121
19,62,19_62,1257.346616
19,63,19_63,1555.674866
19,64,19_64,1418.461507
19,65,19_65,1692.750975
20,1,20_1,691.7770102
20,2,20_2,611.6521523
20,3,20_3,626.6579427
20,4,20_4,538.8312747
20,5,20_5,657.1350815
20,6,20_6,587.2996824
20,7,20_7,480.021639
20,8,20_8,359.1933452
20,9,20_9,607.2413793
20,10,20_10,444.166699
20,11,20_11,371.1151977
20,12,20_12,694.1214161
20,13,20_13,132.3972031
20,14,20_14,87.7841481
20,15,20_15,775.6332416
20,16,20_16,275.7203353
20,17,20_17,287.4704835
20,18,20_18,746.6422109
20,19,20_19,266.8518761
20,20,20_20,0
20,21,20_21,539.9774537
20,22,20_22,731.026264
20,23,20_23,453.068959
20,24,20_24,224.7676611
20,25,20_25,457.7024522
20,26,20_26,785.5773375
20,27,20_27,666.264806
20,28,20_28,580.8034875
20,29,20_29,876.2910065
20,30,20_30,631.7965518
20,31,20_31,780.9279473
20,32,20_32,938.1328914
20,33,20_33,473.1234682
20,34,20_34,901.3304567
20,35,20_35,961.8721871
20,36,20_36,872.4852875
20,37,20_37,834.8718992
20,38,20_38,731.4657626
20,39,20_39,1007.675101
20,40,20_40,1100.600737
20,41,20_41,859.0577066
20,42,20_42,748.7035856
20,43,20_43,1202.716195
20,44,20_44,1149.418754
20,45,20_45,1128.581112
20,46,20_46,941.4297345
20,47,20_47,1199.637216
20,48,20_48,1262.452733
20,49,20_49,1233.182572
20,50,20_50,1349.396187
20,51,20_51,1052.152324
20,52,20_52,988.3517744
20,53,20_53,1307.720302
20,54,20_54,1398.02139
20,55,20_55,1326.658995
20,56,20_56,1344.309594
20,57,20_57,1429.018565
20,58,20_58,1144.965418
20,59,20_59,1330.639251
20,60,20_60,1486.229605
20,61,20_61,1522.802997
20,62,20_62,1524.198492
20,63,20_63,1423.184632
20,64,20_64,1685.313383
20,65,20_65,1440.561125
21,1,21_1,729.7959392
21,2,21_2,666.8900165
21,3,21_3,615.7383953
21,4,21_4,651.3622979
21,5,21_5,551.4837868
21,6,21_6,556.1965657
21,7,21_7,820.1881627
21,8,21_8,719.3456821
21,9,21_9,390.5776238
21,10,21_10,517.7017406
21,11,21_11,412.4721462
21,12,21_12,280.6316482
21,13,21_13,460.0181482
21,14,21_14,529.5752419
21,15,21_15,250.3982657
21,16,21_16,267.8368553
21,17,21_17,252.5069702
21,18,21_18,206.6647572
21,19,21_19,279.8643648
21,20,21_20,539.9774537
21,21,21_21,0
21,22,21_22,191.0488103
21,23,21_23,222.2745287
21,24,21_24,764.7451148
21,25,21_25,470.7149409
21,26,21_26,245.5998838
21,27,21_27,238.4942023
21,28,21_28,350.0090572
21,29,21_29,336.3135528
21,30,21_30,497.6028158
21,31,21_31,364.587658
21,32,21_32,451.1163339
21,33,21_33,1013.100922
21,34,21_34,767.1367207
21,35,21_35,534.1015834
21,36,21_36,595.0957129
21,37,21_37,700.6781632
21,38,21_38,1013.982879
21,39,21_39,591.3348114
21,40,21_40,684.2604482
21,41,21_41,1208.098092
21,42,21_42,1288.681039
21,43,21_43,786.3759061
21,44,21_44,872.0291796
21,45,21_45,994.3873758
21,46,21_46,1308.310715
21,47,21_47,922.247641
21,48,21_48,1128.258997
21,49,21_49,1263.561634
21,50,21_50,1215.202451
21,51,21_51,1422.255997
21,52,21_52,1484.242743
21,53,21_53,1173.526566
21,54,21_54,1120.631816
21,55,21_55,1192.465259
21,56,21_56,1210.115858
21,57,21_57,1294.824829
21,58,21_58,1572.854423
21,59,21_59,1373.487542
21,60,21_60,1314.050723
21,61,21_61,1380.015622
21,62,21_62,1390.004756
21,63,21_63,1688.333006
21,64,21_64,1514.777983
21,65,21_65,1825.409115
22,1,22_1,799.0729281
22,2,22_2,736.1670054
22,3,22_3,685.0153842
22,4,22_4,720.6392868
22,5,22_5,620.7607757
22,6,22_6,625.4735546
22,7,22_7,889.4651516
22,8,22_8,900.2772163
22,9,22_9,459.8546127
22,10,22_10,622.929293
22,11,22_11,603.5209565
22,12,22_12,291.6610287
22,13,22_13,651.0669585
22,14,22_14,720.6240522
22,15,22_15,217.7409579
22,16,22_16,458.8856656
22,17,22_17,443.5557805
22,18,22_18,136.0815246
22,19,22_19,470.9131751
22,20,22_20,731.026264
22,21,22_21,191.0488103
22,22,22_22,0
22,23,22_23,413.323339
22,24,22_24,955.7939251
22,25,22_25,661.7637512
22,26,22_26,107.7633541
22,27,22_27,277.677242
22,28,22_28,444.4527212
22,29,22_29,195.1563521
22,30,22_30,666.5219987
22,31,22_31,356.0999375
22,32,22_32,313.2798042
22,33,22_33,1204.149732
22,34,22_34,936.0559036
22,35,22_35,397.3191564
22,36,22_36,586.6079924
22,37,22_37,869.5973461
22,38,22_38,1182.902062
22,39,22_39,516.9288693
22,40,22_40,592.4305368
22,41,22_41,1377.017275
22,42,22_42,1463.093515
22,43,22_43,711.969964
22,44,22_44,847.0305165
22,45,22_45,995.8394568
22,46,22_46,1477.229897
22,47,22_47,885.9076601
22,48,22_48,1297.178179
22,49,22_49,1432.480817
22,50,22_50,1216.654532
22,51,22_51,1591.17518
22,52,22_52,1653.161926
22,53,22_53,1174.978647
22,54,22_54,1089.32681
22,55,22_55,1193.91734
22,56,22_56,1211.567939
22,57,22_57,1463.744012
22,58,22_58,1741.773606
22,59,22_59,1542.406725
22,60,22_60,1284.61603
22,61,22_61,1350.025669
22,62,22_62,1391.456837
22,63,22_63,1857.252189
22,64,22_64,1483.472977
22,65,22_65,1994.328298
23,1,23_1,853.6649829
23,2,23_2,765.4908328
23,3,23_3,729.5855829
23,4,23_4,710.8752098
23,5,23_5,697.5247558
23,6,23_6,621.9580112
23,7,23_7,783.4286109
23,8,23_8,665.3180421
23,9,23_9,612.8521525
23,10,23_10,484.5563733
23,11,23_11,381.0790564
23,12,23_12,502.9061769
23,13,23_13,405.9905082
23,14,23_14,463.6426139
23,15,23_15,472.6727944
23,16,23_16,238.3076547
23,17,23_17,199.1017385
23,18,23_18,428.9392859
23,19,23_19,186.2170829
23,20,23_20,453.068959
23,21,23_21,222.2745287
23,22,23_22,413.323339
23,23,23_23,0
23,24,23_24,677.8366201
23,25,23_25,377.067659
23,26,23_26,436.5608898
23,27,23_27,213.195847
23,28,23_28,127.7345285
23,29,23_29,471.4132055
23,30,23_30,275.3282871
23,31,23_31,327.8589883
23,32,23_32,485.0639324
23,33,23_33,926.1924272
23,34,23_34,544.862192
23,35,23_35,508.8032281
23,36,23_36,419.4163285
23,37,23_37,478.4036345
23,38,23_38,791.7083503
23,39,23_39,554.6061417
23,40,23_40,647.5317785
23,41,23_41,985.8235629
23,42,23_42,1071.899803
23,43,23_43,749.6472364
23,44,23_44,696.3497952
23,45,23_45,772.1128471
23,46,23_46,1086.036186
23,47,23_47,746.5682566
23,48,23_48,905.9844678
23,49,23_49,1041.287105
23,50,23_50,992.9279227
23,51,23_51,1199.981469
23,52,23_52,1261.968214
23,53,23_53,951.2520376
23,54,23_54,944.9524313
23,55,23_55,970.1907299
23,56,23_56,987.841329
23,57,23_57,1072.550301
23,58,23_58,1350.579894
23,59,23_59,1151.213014
23,60,23_60,1129.76134
23,61,23_61,1166.334732
23,62,23_62,1167.730228
23,63,23_63,1466.058477
23,64,23_64,1328.845118
23,65,23_65,1603.134586
24,1,24_1,844.0663773
24,2,24_2,763.9415194
24,3,24_3,778.9473098
24,4,24_4,691.1206418
24,5,24_5,819.8206276
24,6,24_6,780.3930262
24,7,24_7,632.3110061
24,8,24_8,511.4827123
24,9,24_9,800.3347231
24,10,24_10,637.2600428
24,11,24_11,564.2085415
24,12,24_12,887.2147599
24,13,24_13,355.9451447
24,14,24_14,280.8774919
24,15,24_15,968.7265854
24,16,24_16,500.4879964
24,17,24_17,512.2381446
24,18,24_18,971.409872
24,19,24_19,491.6195372
24,20,24_20,224.7676611
24,21,24_21,764.7451148
24,22,24_22,955.7939251
24,23,24_23,677.8366201
24,24,24_24,0
24,25,24_25,682.4701133
24,26,24_26,1010.344999
24,27,24_27,891.0324671
24,28,24_28,805.5711486
24,29,24_29,1101.058668
24,30,24_30,856.5642129
24,31,24_31,1005.695608
24,32,24_32,1162.900553
24,33,24_33,265.9841254
24,34,24_34,771.1725781
24,35,24_35,1186.639848
24,36,24_36,1097.252949
24,37,24_37,1059.63956
24,38,24_38,524.3264198
24,39,24_39,1232.442762
24,40,24_40,1325.368399
24,41,24_41,651.9183638
24,42,24_42,541.5642428
24,43,24_43,1427.483857
24,44,24_44,1374.186415
24,45,24_45,1353.348773
24,46,24_46,734.2903917
24,47,24_47,1424.404877
24,48,24_48,1161.345866
24,49,24_49,1026.043229
24,50,24_50,1448.659385
24,51,24_51,845.0129815
24,52,24_52,781.2124316
24,53,24_53,1532.487963
24,54,24_54,1622.789051
24,55,24_55,1551.426656
24,56,24_56,1569.077255
24,57,24_57,1327.911699
24,58,24_58,937.8260756
24,59,24_59,1123.499908
24,60,24_60,1710.997266
24,61,24_61,1747.570658
24,62,24_62,1748.966153
24,63,24_63,1216.045289
24,64,24_64,1910.081044
24,65,24_65,1233.421782
25,1,25_1,881.8556035
25,2,25_2,793.6814534
25,3,25_3,757.7762035
25,4,25_4,738.7906313
25,5,25_5,725.4401773
25,6,25_6,650.1486318
25,7,25_7,755.3311545
25,8,25_8,637.2205857
25,9,25_9,675.5464751
25,10,25_10,512.4717948
25,11,25_11,409.269677
25,12,25_12,732.2758954
25,13,25_13,377.8930518
25,14,25_14,452.9607046
25,15,25_15,721.1132066
25,16,25_16,265.1943319
25,17,25_17,227.3685256
25,18,25_18,677.3796981
25,19,25_19,190.8505761
25,20,25_20,457.7024522
25,21,25_21,470.7149409
25,22,25_22,661.7637512
25,23,25_23,377.067659
25,24,25_24,682.4701133
25,25,25_25,0
25,26,25_26,716.3148247
25,27,25_27,564.9762863
25,28,25_28,400.0285445
25,29,25_29,807.0284937
25,30,25_30,176.1315296
25,31,25_31,639.0972023
25,32,25_32,836.8443717
25,33,25_33,930.8259204
25,34,25_34,445.6654345
25,35,25_35,829.4505777
25,36,25_36,533.0927318
25,37,25_37,378.8911647
25,38,25_38,692.5115928
25,39,25_39,807.1269389
25,40,25_40,872.3014271
25,41,25_41,886.6268054
25,42,25_42,972.7030458
25,43,25_43,945.086751
25,44,25_44,810.0261985
25,45,25_45,672.6003773
25,46,25_46,986.8394283
25,47,25_47,860.2446599
25,48,25_48,806.7877103
25,49,25_49,942.0903477
25,50,25_50,893.4154529
25,51,25_51,1100.784711
25,52,25_52,1162.771457
25,53,25_53,851.7395678
25,54,25_54,1058.628835
25,55,25_55,870.6782601
25,56,25_56,888.3288592
25,57,25_57,973.3535431
25,58,25_58,1251.383137
25,59,25_59,1052.016256
25,60,25_60,1030.24887
25,61,25_61,1066.822262
25,62,25_62,1068.217758
25,63,25_63,1366.86172
25,64,25_64,1229.332648
25,65,25_65,1503.937829
26,1,26_1,903.6000853
26,2,26_2,840.6941626
26,3,26_3,789.5425414
26,4,26_4,825.166444
26,5,26_5,725.2879329
26,6,26_6,730.0007118
26,7,26_7,993.9923088
26,8,26_8,964.9455659
26,9,26_9,564.3817699
26,10,26_10,727.4564502
26,11,26_11,658.07203
26,12,26_12,399.0838905
26,13,26_13,705.618032
26,14,26_14,775.1751257
26,15,26_15,325.4363401
26,16,26_16,513.4367391
26,17,26_17,498.106854
26,18,26_18,243.7285709
26,19,26_19,525.4642486
26,20,26_20,785.5773375
26,21,26_21,245.5998838
26,22,26_22,107.7633541
26,23,26_23,436.5608898
26,24,26_24,1010.344999
26,25,26_25,716.3148247
26,26,26_26,0
26,27,26_27,223.3650428
26,28,26_28,384.1052127
26,29,26_29,94.13981621
26,30,26_30,608.0022276
26,31,26_31,268.4062307
26,32,26_32,205.5164501
26,33,26_33,1258.700806
26,34,26_34,877.5361325
26,35,26_35,289.607601
26,36,26_36,498.4733019
26,37,26_37,811.077575
26,38,26_38,1124.382291
26,39,26_39,409.1655152
26,40,26_40,484.7189814
26,41,26_41,1318.497503
26,42,26_42,1404.573744
26,43,26_43,604.2066099
26,44,26_44,739.2671624
26,45,26_45,907.7047663
26,46,26_46,1418.710126
26,47,26_47,778.144306
26,48,26_48,1238.658408
26,49,26_49,1373.961046
26,50,26_50,1128.519842
26,51,26_51,1532.655409
26,52,26_52,1594.642155
26,53,26_53,1086.843957
26,54,26_54,981.5634556
26,55,26_55,1105.782649
26,56,26_56,1123.433248
26,57,26_57,1405.224241
26,58,26_58,1683.253835
26,59,26_59,1483.886954
26,60,26_60,1176.852676
26,61,26_61,1242.262315
26,62,26_62,1303.322147
26,63,26_63,1798.732418
26,64,26_64,1375.709623
26,65,26_65,1935.808527
27,1,27_1,968.2901415
27,2,27_2,905.3842188
27,3,27_3,854.2325976
27,4,27_4,889.8565002
27,5,27_5,789.9779891
27,6,27_6,794.690768
27,7,27_7,996.6244579
27,8,27_8,878.5138891
27,9,27_9,629.0718261
27,10,27_10,697.7522203
27,11,27_11,594.2749034
27,12,27_12,519.1258505
27,13,27_13,619.1863552
27,14,27_14,676.8384609
27,15,27_15,488.892468
27,16,27_16,451.5035017
27,17,27_17,412.2975855
27,18,27_18,413.7587666
27,19,27_19,399.4129299
27,20,27_20,666.264806
27,21,27_21,238.4942023
27,22,27_22,277.677242
27,23,27_23,213.195847
27,24,27_24,891.0324671
27,25,27_25,564.9762863
27,26,27_26,223.3650428
27,27,27_27,0
27,28,27_28,166.7754792
27,29,27_29,258.2173585
27,30,27_30,388.8447567
27,31,27_31,131.8881152
27,32,27_32,271.8680854
27,33,27_33,1139.388274
27,34,27_34,658.3786616
27,35,27_35,295.6073811
27,36,27_36,362.3961701
27,37,27_37,591.9201041
27,38,27_38,905.2248199
27,39,27_39,358.6352686
27,40,27_40,451.5609054
27,41,27_41,1099.340033
27,42,27_42,1185.416273
27,43,27_43,553.6763633
27,44,27_44,639.3296368
27,45,27_45,771.6276345
27,46,27_46,1199.552655
27,47,27_47,689.5480982
27,48,27_48,1019.500937
27,49,27_49,1154.803575
27,50,27_50,992.4427101
27,51,27_51,1313.497938
27,52,27_52,1375.484684
27,53,27_53,950.766825
27,54,27_54,887.9322729
27,55,27_55,969.7055173
27,56,27_56,987.3561164
27,57,27_57,1186.06677
27,58,27_58,1464.096364
27,59,27_59,1264.729483
27,60,27_60,1081.35118
27,61,27_61,1147.316079
27,62,27_62,1167.245015
27,63,27_63,1579.574947
27,64,27_64,1282.07844
27,65,27_65,1716.651056
28,1,28_1,981.3995114
28,2,28_2,893.2253613
28,3,28_3,857.3201114
28,4,28_4,838.6097383
28,5,28_5,825.2592843
28,6,28_6,749.6925397
28,7,28_7,911.1631394
28,8,28_8,793.0525706
28,9,28_9,740.586681
28,10,28_10,612.2909018
28,11,28_11,508.8135849
28,12,28_12,630.6407054
28,13,28_13,533.7250367
28,14,28_14,591.3771424
28,15,28_15,600.4073229
28,16,28_16,366.0421832
28,17,28_17,326.836267
28,18,28_18,556.6738144
28,19,28_19,313.9516114
28,20,28_20,580.8034875
28,21,28_21,350.0090572
28,22,28_22,444.4527212
28,23,28_23,127.7345285
28,24,28_24,805.5711486
28,25,28_25,400.0285445
28,26,28_26,384.1052127
28,27,28_27,166.7754792
28,28,28_28,0
28,29,28_29,424.9874975
28,30,28_30,223.8970149
28,31,28_31,239.0686578
28,32,28_32,438.6435646
28,33,28_33,998.6193725
28,34,28_34,493.4309198
28,35,28_35,429.4220332
28,36,28_36,292.1540502
28,37,28_37,426.9723623
28,38,28_38,740.2770781
28,39,28_39,465.8158112
28,40,28_40,558.741448
28,41,28_41,934.3922907
28,42,28_42,1020.468531
28,43,28_43,660.8569059
28,44,28_44,569.0875169
28,45,28_45,701.3855146
28,46,28_46,1034.604914
28,47,28_47,619.3059783
28,48,28_48,854.5531956
28,49,28_49,989.855833
28,50,28_50,922.2005902
28,51,28_51,1148.550196
28,52,28_52,1210.536942
28,53,28_53,880.5247051
28,54,28_54,817.690153
28,55,28_55,899.4633974
28,56,28_56,917.1139965
28,57,28_57,1021.119028
28,58,28_58,1299.148622
28,59,28_59,1099.781741
28,60,28_60,1011.10906
28,61,28_61,1077.073959
28,62,28_62,1097.002895
28,63,28_63,1414.627205
28,64,28_64,1211.83632
28,65,28_65,1551.703314
29,1,29_1,994.2292802
29,2,29_2,931.3233575
29,3,29_3,880.1717363
29,4,29_4,915.7956389
29,5,29_5,815.9171278
29,6,29_6,820.6299067
29,7,29_7,1084.621504
29,8,29_8,1055.659235
29,9,29_9,655.0109648
29,10,29_10,818.0856451
29,11,29_11,748.785699
29,12,29_12,486.1530512
29,13,29_13,796.331701
29,14,29_14,865.8887947
29,15,29_15,408.712906
29,16,29_16,604.1504081
29,17,29_17,588.820523
29,18,29_18,327.5370953
29,19,29_19,616.1779176
29,20,29_20,876.2910065
29,21,29_21,336.3135528
29,22,29_22,195.1563521
29,23,29_23,471.4132055
29,24,29_24,1101.058668
29,25,29_25,807.0284937
29,26,29_26,94.13981621
29,27,29_27,258.2173585
29,28,29_28,424.9874975
29,29,29_29,0
29,30,29_30,647.0621152
29,31,29_31,254.7342814
29,32,29_32,123.6825211
29,33,29_33,1349.414475
29,34,29_34,916.5960201
29,35,29_35,215.4509026
29,36,29_36,485.2423363
29,37,29_37,850.1374626
29,38,29_38,1163.442178
29,39,29_39,345.5367495
29,40,29_40,409.2084097
29,41,29_41,1357.557391
29,42,29_42,1443.633631
29,43,29_43,540.5778442
29,44,29_44,675.6383967
29,45,29_45,894.4738007
29,46,29_46,1457.770014
29,47,29_47,714.5155403
29,48,29_48,1277.718296
29,49,29_49,1413.020933
29,50,29_50,1115.288876
29,51,29_51,1571.715297
29,52,29_52,1633.702043
29,53,29_53,1073.612991
29,54,29_54,917.9346899
29,55,29_55,1092.551683
29,56,29_56,1110.202283
29,57,29_57,1392.013787
29,58,29_58,1722.313723
29,59,29_59,1522.946842
29,60,29_60,1113.223911
29,61,29_61,1178.633549
29,62,29_62,1290.091181
29,63,29_63,1837.792305
29,64,29_64,1312.080857
29,65,29_65,1974.868415
30,1,30_1,1057.815987
30,2,30_2,969.6418372
30,3,30_3,933.7365873
30,4,30_4,914.9221609
30,5,30_5,901.5717069
30,6,30_6,826.1090156
30,7,30_7,906.8275483
30,8,30_8,788.7169795
30,9,30_9,851.6780047
30,10,30_10,688.6033244
30,11,30_11,585.2300608
30,12,30_12,778.234464
30,13,30_13,529.3894456
30,14,30_14,604.4570984
30,15,30_15,748.0010815
30,16,30_16,440.6622525
30,17,30_17,403.5000552
30,18,30_18,704.267573
30,19,30_19,364.9446757
30,20,30_20,631.7965518
30,21,30_21,497.6028158
30,22,30_22,666.5219987
30,23,30_23,275.3282871
30,24,30_24,856.5642129
30,25,30_25,176.1315296
30,26,30_26,608.0022276
30,27,30_27,388.8447567
30,28,30_28,223.8970149
30,29,30_29,647.0621152
30,30,30_30,0
30,31,30_31,462.9656727
30,32,30_32,660.7128421
30,33,30_33,774.7223576
30,34,30_34,269.5339049
30,35,30_35,653.3190481
30,36,30_36,356.9612022
30,37,30_37,203.0753474
30,38,30_38,516.3800632
30,39,30_39,630.9954093
30,40,30_40,696.1698975
30,41,30_41,710.4952758
30,42,30_42,796.5715162
30,43,30_43,768.9552214
30,44,30_44,633.8946689
30,45,30_45,496.78456
30,46,30_46,810.7078987
30,47,30_47,684.1131303
30,48,30_48,630.6561807
30,49,30_49,765.9588181
30,50,30_50,717.5996356
30,51,30_51,924.6531814
30,52,30_52,986.6399273
30,53,30_53,675.9237505
30,54,30_54,882.497305
30,55,30_55,694.8624428
30,56,30_56,712.5130419
30,57,30_57,797.2220135
30,58,30_58,1075.251607
30,59,30_59,875.8847264
30,60,30_60,854.4330531
30,61,30_61,891.0064448
30,62,30_62,892.4019405
30,63,30_63,1190.73019
30,64,30_64,1053.516831
30,65,30_65,1327.806299
31,1,31_1,1094.383597
31,2,31_2,1031.477675
31,3,31_3,980.3260533
31,4,31_4,1015.949956
31,5,31_5,916.0714448
31,6,31_6,920.7842237
31,7,31_7,1111.287599
31,8,31_8,993.1770304
31,9,31_9,755.1652818
31,10,31_10,812.4153616
31,11,31_11,708.9380447
31,12,31_12,639.7009827
31,13,31_13,733.8494965
31,14,31_14,791.5016022
31,15,31_15,558.1891572
31,16,31_16,566.166643
31,17,31_17,526.9607268
31,18,31_18,492.1814621
31,19,31_19,514.0760712
31,20,31_20,780.9279473
31,21,31_21,364.587658
31,22,31_22,356.0999375
31,23,31_23,327.8589883
31,24,31_24,1005.695608
31,25,31_25,639.0972023
31,26,31_26,268.4062307
31,27,31_27,131.8881152
31,28,31_28,239.0686578
31,29,31_29,254.7342814
31,30,31_30,462.9656727
31,31,31_31,0
31,32,31_32,205.4894601
31,33,31_33,1237.68803
31,34,31_34,732.4995776
31,35,31_35,190.3533754
31,36,31_36,230.5080549
31,37,31_37,666.0410201
31,38,31_38,979.3457359
31,39,31_39,226.7471534
31,40,31_40,319.6727902
31,41,31_41,1173.460949
31,42,31_42,1259.537189
31,43,31_43,421.7882481
31,44,31_44,507.4415216
31,45,31_45,639.7395193
31,46,31_46,1273.673571
31,47,31_47,557.659983
31,48,31_48,1093.621853
31,49,31_49,1228.924491
31,50,31_50,860.5545949
31,51,31_51,1387.618854
31,52,31_52,1449.6056
31,53,31_53,818.8787098
31,54,31_54,756.0441577
31,55,31_55,837.8174021
31,56,31_56,855.4680012
31,57,31_57,1137.279505
31,58,31_58,1538.21728
31,59,31_59,1338.850399
31,60,31_60,949.4630648
31,61,31_61,1015.427964
31,62,31_62,1035.3569
31,63,31_63,1653.695863
31,64,31_64,1150.190325
