id,currtime,order,actual,best
69,240,1138,23.154,11.154
69,240,1141,18.136,6.136
69,240,1148,18.37,11.154
69,240,1152,5.954,5.954
69,240,1156,5.941,5.941
69,240,1157,18.006,18.006
69,240,1162,23.141,17.141
69,240,1169,11.72,5.72
69,240,1173,23.154,11.154
69,240,1174,14.691,8.801
69,240,1182,23.629,11.629
69,240,1187,18.331,18.331
69,240,1189,6.136,6.136
69,240,1192,5.629,5.629
69,264,129,224.45,38.45
69,264,747,116.45,28.224
69,264,774,102.5,59.609
69,264,798,107.284,53.284
69,264,849,77.98,56.099
69,264,856,79.371,60.89
69,264,863,77.356,62.379
69,264,900,83.72,44.411
69,264,901,79.625,60.539
69,264,906,77.2,63.36
69,264,912,80.411,44.411
69,264,923,82.764,52.94
69,264,926,80.45,16.406
69,264,930,92.606,40.185
69,264,934,75.445,60.006
69,264,936,80.216,19.709
69,264,939,92.086,41.05
69,264,947,54.136,54.136
69,264,950,63.445,42.136
69,264,959,53.239,41.239
69,264,965,53.239,35.239
69,264,970,55.371,19.371
69,264,972,70.361,43.514
69,264,985,65.096,60.006
69,264,987,69.139,45.139
69,264,1002,65.941,35.941
69,264,1005,55.514,37.514
69,264,1013,53.239,53.239
69,264,1015,59.661,32.801
69,264,1019,58.251,52.251
69,264,1021,57.139,39.139
69,264,1026,68.639,55.124
69,264,1031,66.331,48.331
69,264,1036,51.484,39.484
69,264,1038,67.371,60.89
69,264,1042,66.539,54.539
69,264,1043,52.94,34.764
69,264,1049,64.186,16.446
69,264,1062,64.94,58.764
69,264,1066,53.135,53.135
69,264,1067,63.445,48.006
69,264,1070,53.525,40.205
69,264,1072,69.62,45.484
69,264,1074,70.186,46.94
69,264,1075,66.539,60.539
69,264,1077,71.629,47.629
69,264,1080,62.574,43.234
69,264,1082,30.526,18.526
69,264,1083,42.11,18.11
69,264,1084,44.97,8.97
69,264,1085,47.7,39.484
69,264,1086,33.074,30.11
69,264,1087,46.27,46.27
69,264,1088,38.379,18.89
69,264,1098,47.941,5.941
69,264,1102,39.055,24.526
69,264,1103,45.685,9.685
69,264,1104,28.94,28.764
69,264,1107,47.206,16.12
69,264,1109,33.445,24.006
69,264,1112,30.5,30.5
69,264,1113,42.37,6.37
69,264,1114,47.245,23.245
69,264,1115,42.539,36.539
69,264,1117,27.445,24.006
69,264,1118,27.965,20.216
69,264,1120,43.514,37.514
69,264,1124,30.37,18.37
69,264,1125,35.466,35.466
69,264,1127,42.331,42.331
69,264,1133,40.745,35.239
69,264,1140,35.141,23.141
69,264,1150,32.97,14.97
69,264,1153,34.101,22.101
69,264,1163,35.154,23.154
69,264,1166,34.94,34.764
69,264,1168,29.954,29.954
69,264,1170,42.565,36.565
69,264,1172,43.514,37.514
69,264,1175,30.331,6.331
69,264,1177,33.074,30.11
69,264,1178,28.186,4.186
69,264,1180,46.361,22.361
69,264,1184,46.634,30.851
69,264,1196,20.125,8.125
69,264,1197,23.141,17.141
69,264,1199,11.954,11.954
69,264,1200,6.331,6.331
69,264,1207,17.954,5.954
69,264,1211,15.965,8.216
69,264,1212,11.954,11.954
69,264,1215,23.141,23.141
69,264,1217,14.21,8.216
69,264,1221,5.616,5.616
69,264,1222,23.115,23.115
69,264,1225,18.331,6.331
69,264,1230,19.371,13.371
69,264,1234,19.371,19.371
69,264,1236,17.629,5.629
69,264,1249,13.729,11.986
69,264,1252,23.954,22.316
69,264,1253,23.954,17.954
69,264,1261,6.24,6.24
69,264,1265,19.254,7.254
69,264,1266,18.331,6.331
69,264,1267,18.11,18.11
69,264,1270,23.954,23.954
69,264,1272,17.135,16.679
69,264,1282,17.135,16.679
69,264,1297,23.466,23.466
69,264,1304,22.985,22.985
69,264,1306,22.764,22.764
69,264,1310,23.154,23.154
69,288,821,106.446,56.411
69,288,868,105.139,39.139
69,288,904,118.27,76.27
69,288,914,119.2,50.281
69,288,917,114.24,48.24
69,288,938,113.486,55.234
69,288,955,95.941,55.234
69,288,967,80.606,64.185
69,288,975,77.135,59.135
69,288,977,80.32,26.32
69,288,992,81.445,60.006
69,288,996,77.096,60.006
69,288,1001,93.139,45.139
69,288,1011,90.136,60.136
69,288,1012,87.445,60.006
69,288,1022,93.139,45.139
69,288,1030,83.661,32.801
69,288,1053,77.239,53.239
69,288,1057,75.484,44.099
69,288,1058,89.096,54.006
69,288,1064,83.72,56.411
69,288,1089,56.671,36.89
69,288,1090,66.539,42.539
69,288,1099,53.564,35.564
69,288,1106,50.574,43.234
69,288,1111,66.539,60.539
69,288,1121,54.331,6.331
69,288,1123,54.136,54.136
69,288,1129,66.331,9.685
69,288,1139,54.136,24.136
69,288,1142,66.331,54.331
69,288,1145,65.135,47.135
69,288,1146,65.239,47.239
69,288,1154,68.216,19.436
69,288,1155,66.331,6.331
69,288,1160,61.391,30.5
69,288,1164,62.574,55.234
69,288,1165,71.609,59.609
69,288,1167,57.074,24.11
69,288,1171,57.139,27.139
69,288,1176,53.239,47.239
69,288,1183,58.94,58.94
69,288,1186,66.136,48.136
69,288,1188,59.284,53.284
69,288,1190,69.646,6.37
69,288,1191,53.629,5.629
69,288,1201,35.629,31.969
69,288,1202,27.965,20.216
69,288,1203,35.72,29.466
69,288,1213,30.37,13.91
69,288,1216,35.141,18.5
69,288,1223,35.954,29.954
69,288,1229,31.371,19.371
69,288,1238,30.565,24.565
69,288,1239,35.72,29.466
69,288,1240,29.304,18.981
69,288,1244,31.371,13.371
69,288,1245,47.141,23.141
69,288,1247,34.764,28.764
69,288,1250,42.201,6.201
69,288,1256,41.239,35.239
69,288,1257,44.606,9.555
69,288,1259,47.629,17.629
69,288,1264,34.764,34.764
69,288,1271,41.954,29.954
69,288,1273,47.7,14.534
69,288,1276,47.466,29.466
69,288,1279,42.37,13.91
69,288,1281,35.466,29.466
69,288,1283,30.526,18.526
69,288,1284,34.764,34.764
69,288,1289,47.954,29.954
69,288,1290,41.135,35.135
69,288,1291,30.331,24.331
69,288,1293,42.11,18.11
69,288,1302,43.514,37.514
69,288,1305,34.361,34.361
69,288,1314,5.239,5.239
69,288,1316,4.641,4.641
69,288,1319,11.72,5.72
69,288,1326,3.445,3.445
69,288,1336,7.729,7.254
69,288,1339,22.764,16.764
69,288,1348,13.729,11.986
69,288,1350,9.685,9.685
69,288,1352,18.37,6.37
69,288,1358,14.21,8.216
69,288,1360,6.331,6.331
69,288,1366,18.11,18.11
69,288,1371,16.94,12.246
69,288,1379,22.361,22.361
69,288,1383,23.245,11.245
69,288,1384,5.941,5.941
69,288,1386,6.331,6.331
69,288,1387,23.72,23.466
69,288,1389,5.616,5.616
69,288,1395,20.125,11.154
69,288,1396,21.185,18.981
69,288,1400,7.729,7.254
69,288,1404,19.475,7.475
69,288,1406,19.365,4.264
69,288,1414,20.671,20.671
69,288,1422,21.445,9.445
69,288,1424,17.941,15.185
69,288,1431,20.125,11.154
69,288,1442,5.46,5.46
69,312,90,284.45,26.45
69,312,586,203.284,53.284
69,312,833,125.629,83.629
69,312,871,126.37,6.37
69,312,884,125.72,44.411
69,312,956,118.361,28.361
69,312,961,105.074,65.005
69,312,993,118.361,16.361
69,312,997,102.331,36.331
69,312,1000,117.074,30.11
69,312,1020,105.074,21.535
69,312,1033,119.135,83.135
69,312,1034,110.691,58.309
69,312,1054,119.05,29.05
69,312,1096,89.096,60.006
69,312,1110,77.239,53.239
69,312,1128,77.096,54.006
69,312,1136,90.11,71.005
69,312,1143,91.371,60.89
69,312,1144,95.609,59.609
69,312,1147,81.139,45.139
69,312,1149,78.136,60.136
69,312,1151,75.445,48.006
69,312,1158,93.646,6.37
69,312,1159,77.239,47.239
69,312,1161,76.446,64.446
69,312,1179,78.11,6.11
69,312,1194,68.255,55.234
69,312,1195,53.239,47.239
69,312,1198,65.135,53.135
69,312,1205,65.629,47.629
69,312,1208,54.136,54.136
69,312,1209,54.539,54.539
69,312,1218,70.764,64.764
69,312,1219,51.484,39.484
69,312,1220,69.139,45.139
69,312,1226,53.954,35.954
69,312,1235,61.391,35.141
69,312,1237,67.371,60.89
69,312,1241,57.815,21.815
69,312,1242,54.37,29.154
69,312,1243,59.616,35.616
69,312,1246,57.139,39.139
69,312,1255,65.486,55.234
69,312,1258,59.141,29.141
69,312,1260,71.206,16.12
69,312,1268,54.11,18.11
69,312,1274,63.445,24.006
69,312,1275,67.514,37.514
69,312,1277,66.539,18.539
69,312,1278,54.331,48.331
69,312,1285,50.574,37.234
69,312,1287,53.239,53.239
69,312,1288,71.954,35.954
69,312,1292,71.7,44.099
69,312,1296,56.32,26.32
69,312,1298,54.526,41.174
69,312,1300,65.135,53.135
69,312,1320,30.331,30.331
69,312,1322,32.411,20.411
69,312,1324,29.954,29.954
69,312,1330,34.985,22.985
69,312,1331,30.11,18.11
69,312,1332,42.37,18.37
69,312,1341,39.9,30.539
69,312,1345,30.539,30.539
69,312,1347,46.634,42.851
69,312,1349,34.634,30.851
69,312,1353,40.94,28.764
69,312,1357,47.954,29.954
69,312,1359,31.371,13.371
69,312,1362,42.136,42.136
69,312,1370,43.625,42.539
69,312,1372,47.661,32.801
69,312,1374,43.391,35.141
69,312,1376,33.646,25.91
69,312,1377,29.135,23.135
69,312,1378,30.11,18.11
69,312,1388,34.764,28.764
69,312,1397,34.985,34.985
69,312,1403,46.94,34.446
69,312,1405,27.185,23.141
69,312,1410,29.72,29.466
69,312,1415,43.41,30.201
69,312,1423,30.214,25.865
69,312,1425,31.514,19.514
69,312,1427,32.639,6.539
69,312,1429,41.72,29.466
69,312,1430,42.37,13.91
69,312,1432,26.21,8.216
69,312,1434,32.606,16.185
69,312,1435,47.466,35.466
69,312,1438,32.671,20.671
69,312,1439,32.606,16.185
69,312,1440,33.445,18.006
69,312,1441,42.539,36.539
69,312,1444,20.216,8.216
69,312,1445,21.445,18.006
69,312,1446,18.331,6.331
69,312,1448,7.254,7.254
69,312,1453,8.19,8.19
69,312,1455,11.941,5.941
69,312,1458,17.941,15.321
69,312,1465,14.21,8.216
69,312,1470,23.245,17.245
69,312,1471,23.141,23.141
69,312,1473,15.965,8.216
69,312,1479,18.37,8.125
69,312,1480,6.24,6.24
69,312,1482,6.526,6.526
69,312,1483,22.361,10.361
69,312,1487,13.729,7.254
69,312,1491,11.954,11.954
69,312,1494,23.954,23.954
69,312,1501,6.37,6.37
69,312,1503,22.205,16.205
69,312,1508,11.141,11.141
69,312,1513,18.11,18.11
69,336,356,275.284,47.284
69,336,990,128.606,64.185
69,336,991,128.606,64.185
69,336,1076,126.201,26.32
69,336,1092,119.135,77.135
69,336,1101,105.139,39.139
69,336,1116,114.11,71.005
69,336,1131,102.11,71.005
69,336,1137,105.139,51.139
69,336,1185,117.139,39.139
69,336,1193,76.446,40.446
69,336,1204,93.659,57.659
69,336,1214,94.27,14.534
69,336,1227,80.671,68.379
69,336,1228,76.966,57.321
69,336,1232,81.139,45.139
69,336,1251,95.284,47.284
69,336,1254,77.629,24.136
69,336,1262,83.72,62.411
69,336,1263,95.629,60.981
69,336,1294,77.096,54.006
69,336,1295,89.59,11.7
69,336,1299,80.281,56.281
69,336,1301,90.331,48.331
69,336,1303,77.096,60.006
69,336,1309,74.379,60.89
69,336,1311,53.941,35.941
69,336,1313,67.371,19.371
69,336,1315,58.94,46.94
69,336,1318,70.361,22.361
69,336,1321,66.539,6.539
69,336,1323,58.94,46.94
69,336,1325,50.574,43.234
69,336,1328,59.954,29.954
69,336,1329,53.954,16.316
69,336,1334,70.985,40.985
69,336,1337,66.37,11.154
69,336,1338,65.239,47.239
69,336,1340,68.255,43.234
69,336,1342,56.45,32.45
69,336,1344,53.954,16.316
69,336,1346,53.421,23.421
69,336,1354,66.201,26.32
69,336,1356,66.344,12.129
69,336,1361,53.135,53.135
69,336,1363,58.985,28.985
69,336,1368,57.139,39.139
69,336,1369,66.539,54.539
69,336,1375,64.68,18.5
69,336,1381,68.379,60.89
69,336,1385,54.565,36.565
69,336,1390,65.096,54.006
69,336,1391,64.94,58.94
69,336,1393,71.72,50.411
69,336,1399,66.565,36.565
69,336,1401,56.476,8.476
69,336,1402,53.239,53.239
69,336,1407,67.371,19.371
69,336,1408,67.514,43.514
69,336,1409,64.446,64.446
69,336,1411,66.526,42.526
69,336,1412,71.609,59.609
69,336,1417,55.625,54.539
69,336,1418,63.445,48.006
69,336,1420,51.185,35.941
69,336,1436,66.331,42.331
69,336,1437,53.239,47.239
69,336,1443,53.239,53.239
69,336,1447,34.764,28.764
69,336,1449,34.985,28.985
69,336,1450,42.11,18.11
69,336,1454,31.371,19.371
69,336,1461,47.59,27.484
69,336,1462,35.245,23.245
69,336,1469,41.2,39.36
69,336,1472,41.421,29.421
69,336,1474,42.11,18.11
69,336,1477,30.526,18.526
69,336,1484,35.141,18.5
69,336,1492,41.135,23.135
69,336,1496,44.97,7.475
69,336,1502,32.905,20.905
69,336,1511,41.135,41.135
69,336,1515,30.981,23.245
69,336,1518,19.514,7.514
69,336,1520,20.216,14.216
69,336,1522,17.954,17.954
69,336,1524,5.629,5.629
69,336,1528,5.72,5.72
69,336,1531,14.21,8.216
69,336,1535,23.629,17.629
69,336,1537,21.185,18.981
69,336,1542,17.954,11.954
69,336,1545,23.954,17.954
69,336,1550,10.361,10.361
69,336,1551,6.539,6.539
69,336,1552,11.954,11.954
69,336,1557,6.11,6.11
69,336,1564,8.574,8.255
69,336,1565,22.101,22.101
69,336,1566,18.136,18.136
69,336,1567,6.006,6.006
69,336,1570,11.629,5.629
69,336,1575,11.941,5.941
69,336,1582,8.379,7.371
69,336,1589,11.954,11.954
69,336,1591,23.954,23.954
69,336,1596,23.245,17.245
69,336,1597,21.646,9.646
69,336,1598,11.954,11.954
69,336,1600,17.954,11.954
69,336,1601,6.201,6.201
69,336,1603,23.141,23.141
69,336,1605,20.671,20.379
69,336,1608,18.11,6.11
69,336,1614,8.424,8.424
69,336,1615,6.331,6.331
69,360,754,210.24,42.24
69,360,841,177.139,39.139
69,360,988,164.606,70.185
69,360,1056,152.411,32.411
69,360,1206,104.606,40.185
69,360,1224,118.966,57.321
69,360,1248,103.891,61.514
69,360,1269,113.499,16.64
69,360,1317,78.331,42.331
69,360,1327,76.966,63.321
69,360,1333,90.331,6.331
69,360,1335,95.135,77.135
69,360,1343,80.671,62.379
69,360,1365,93.796,60.981
69,360,1380,93.139,45.139
69,360,1382,74.379,60.89
69,360,1392,92.905,21.535
69,360,1394,86.574,55.234
69,360,1413,79.371,60.89
69,360,1419,78.11,71.005
69,360,1421,80.671,60.89
69,360,1426,75.484,56.099
69,360,1428,90.526,58.309
69,360,1456,54.006,48.006
69,360,1460,58.634,30.851
69,360,1464,57.139,39.139
69,360,1466,54.11,18.11
69,360,1475,71.609,59.609
69,360,1481,71.954,35.954
69,360,1485,53.239,53.239
69,360,1486,63.445,54.006
69,360,1488,65.239,53.239
69,360,1489,58.94,52.94
69,360,1490,70.985,23.616
69,360,1495,67.371,60.89
69,360,1497,71.096,54.006
69,360,1499,66.11,18.11
69,360,1506,71.629,47.629
69,360,1514,71.141,53.141
69,360,1516,66.331,42.331
69,360,1519,45.074,30.11
69,360,1529,30.331,24.331
69,360,1533,28.641,18.37
69,360,1536,43.319,19.319
69,360,1538,33.074,24.11
69,360,1539,27.965,14.216
69,360,1540,43.514,37.514
69,360,1541,34.764,34.764
69,360,1544,42.331,24.331
69,360,1547,34.706,16.706
69,360,1549,27.965,20.216
69,360,1554,30.136,18.136
69,360,1555,43.625,36.539
69,360,1556,42.474,24.474
69,360,1558,46.985,28.985
69,360,1560,39.445,9.445
69,360,1562,30.526,18.526
69,360,1568,35.954,23.954
69,360,1574,47.141,35.141
69,360,1579,46.27,46.27
69,360,1584,43.514,37.514
69,360,1585,41.135,41.135
69,360,1586,47.18,30.37
69,360,1590,43.514,37.514
69,360,1592,26.379,11.629
69,360,1594,29.135,23.135
69,360,1609,30.201,15.054
69,360,1611,35.466,35.466
69,360,1613,31.391,30.5
69,360,1617,29.239,29.239
69,360,1618,42.201,41.999
69,360,1621,43.514,37.514
69,360,1622,5.72,5.72
69,360,1627,17.954,11.954
69,360,1629,5.486,5.486
69,360,1630,18.5,17.141
69,360,1634,2.366,2.366
69,360,1641,18.11,18.11
69,360,1647,23.245,23.245
69,360,1649,23.629,17.629
69,360,1653,23.206,23.206
69,360,1657,23.72,23.466
69,360,1660,17.616,5.616
69,360,1665,11.954,11.954
69,360,1669,5.551,5.551
69,360,1674,23.72,23.466
69,360,1675,20.125,8.125
69,360,1681,11.954,11.954
69,360,1683,11.154,11.154
69,360,1686,11.954,11.954
69,360,1689,6.331,6.331
69,360,1693,5.096,5.096
69,360,1694,18.201,6.201
69,360,1698,23.954,11.954
69,360,1702,23.154,11.154
69,360,1707,18.11,18.11
69,360,1713,23.954,22.316
69,360,1714,5.954,5.954
69,360,1715,10.361,10.361
69,360,1716,23.141,18.5
69,360,1717,19.449,7.449
69,360,1719,6.331,6.331
69,360,1729,17.72,5.72
69,360,1741,14.691,8.801
69,360,1742,14.21,8.216
69,360,1745,8.45,8.45
69,360,1746,18.331,18.331
69,384,400,323.284,47.284
69,384,462,311.284,47.284
69,384,712,248.749,8.749
69,384,1134,152.19,56.19
69,384,1231,143.629,83.629
69,384,1280,138.136,48.136
69,384,1307,139.625,60.539
69,384,1312,105.139,51.139
69,384,1351,113.72,62.411
69,384,1355,116.216,19.436
69,384,1364,115.436,19.436
69,384,1398,106.94,64.446
69,384,1451,95.7,76.27
69,384,1452,92.606,40.185
69,384,1457,90.11,71.005
69,384,1467,78.136,42.136
69,384,1478,82.764,64.764
69,384,1505,76.524,63.36
69,384,1509,77.096,54.006
69,384,1512,82.27,64.27
69,384,1523,54.539,54.539
69,384,1548,54.526,18.526
69,384,1561,59.18,30.37
69,384,1569,65.525,35.525
69,384,1571,56.411,44.411
69,384,1572,53.239,47.239
69,384,1577,69.139,39.139
69,384,1581,66.539,48.539
69,384,1583,69.9,48.539
69,384,1588,58.205,40.205
69,384,1599,64.446,46.446
69,384,1610,66.136,60.136
69,384,1612,66.331,36.331
69,384,1616,66.565,48.565
69,384,1623,47.661,35.661
69,384,1626,45.074,30.11
69,384,1631,33.971,27.36
69,384,1632,30.37,18.37
69,384,1635,35.72,29.466
69,384,1636,35.7,11.7
69,384,1637,46.94,22.94
69,384,1638,33.269,16.835
69,384,1640,33.139,27.139
69,384,1643,38.574,19.234
69,384,1644,42.11,6.11
69,384,1648,46.27,46.27
69,384,1651,45.139,39.139
69,384,1652,35.7,21.074
69,384,1654,30.006,24.006
69,384,1656,43.514,43.514
69,384,1658,32.255,31.234
69,384,1662,30.37,13.91
69,384,1663,47.154,25.91
69,384,1664,30.331,24.331
69,384,1667,33.074,33.074
69,384,1668,42.331,36.331
69,384,1670,34.764,28.764
69,384,1672,30.981,18.981
69,384,1676,34.985,34.985
69,384,1677,28.641,13.91
69,384,1678,34.634,30.851
69,384,1682,32.801,32.801
69,384,1684,44.32,26.32
69,384,1687,38.574,19.234
69,384,1691,30.136,18.136
69,384,1692,47.609,47.609
69,384,1696,30.526,18.526
69,384,1697,32.606,28.185
69,384,1701,38.366,9.321
69,384,1703,43.696,29.564
69,384,1704,35.466,29.466
69,384,1721,34.361,22.361
69,384,1722,47.154,29.154
69,384,1725,47.18,30.37
69,384,1726,29.954,29.954
69,384,1727,47.31,18.37
69,384,1728,34.985,34.985
69,384,1730,33.445,24.006
69,384,1731,41.304,23.245
69,384,1732,45.445,24.006
69,384,1734,28.641,13.91
69,384,1736,41.616,34.985
69,384,1737,37.391,30.5
69,384,1738,46.634,30.851
69,384,1752,21.289,6.695
69,384,1753,18.11,18.11
69,384,1755,18.331,6.331
69,384,1756,7.345,7.345
69,384,1759,5.616,5.616
69,384,1761,5.629,5.629
69,384,1771,18.331,6.331
69,384,1775,20.45,16.406
69,384,1779,23.141,23.141
69,384,1782,13.729,11.986
69,384,1786,11.941,5.941
69,384,1788,15.965,8.216
69,384,1791,23.629,17.629
69,384,1801,23.154,23.154
69,384,1802,11.954,11.954
69,384,1804,23.141,23.141
69,384,1805,18.526,18.526
69,384,1809,17.98,17.98
69,384,1824,17.629,5.629
69,384,1838,15.445,9.445
69,384,1843,19.514,19.514
69,384,1846,18.331,6.331
69,384,1850,13.729,11.986
69,384,1853,23.596,18.331
69,384,1854,23.954,11.954
69,384,1856,18.084,6.084
69,408,1181,174.5,59.609
69,408,1210,164.606,64.185
69,408,1416,131.284,47.284
69,408,1476,102.11,71.005
69,408,1498,102.539,42.539
69,408,1510,99.185,19.436
69,408,1526,77.239,53.239
69,408,1534,92.424,20.424
69,408,1543,82.27,70.27
69,408,1553,90.331,42.331
69,408,1559,82.94,40.446
69,408,1578,79.696,35.564
69,408,1595,93.139,51.139
69,408,1602,76.94,64.764
69,408,1604,75.9,54.539
69,408,1606,79.371,60.89
69,408,1607,77.239,47.239
69,408,1619,81.139,51.139
69,408,1620,77.135,23.135
69,408,1624,59.986,11.999
69,408,1625,59.609,59.609
69,408,1628,58.641,42.5
69,408,1639,69.139,45.139
69,408,1642,57.445,48.006
69,408,1645,52.745,35.239
69,408,1650,58.27,46.27
69,408,1655,54.331,48.331
69,408,1659,55.865,30.11
69,408,1666,68.671,68.379
69,408,1679,66.539,54.539
69,408,1685,53.135,41.135
69,408,1690,55.625,54.539
69,408,1695,68.379,60.89
69,408,1699,69.445,54.006
69,408,1706,55.625,54.539
69,408,1710,51.484,39.484
69,408,1720,62.574,55.234
69,408,1724,54.24,18.24
69,408,1735,59.18,30.37
69,408,1740,54.539,48.539
69,408,1743,67.625,54.539
69,408,1747,54.006,48.006
69,408,1748,61.625,36.539
69,408,1751,42.565,36.565
69,408,1754,42.539,36.539
69,408,1757,35.141,18.5
69,408,1760,43.625,30.539
69,408,1763,47.141,30.5
69,408,1765,35.7,35.7
69,408,1769,30.656,24.11
69,408,1772,47.141,36.5
69,408,1773,35.115,23.115
69,408,1776,35.466,29.466
69,408,1780,47.154,23.154
69,408,1783,30.331,6.331
69,408,1794,47.18,30.37
69,408,1795,29.954,17.954
69,408,1798,30.11,30.11
69,408,1808,43.514,37.514
69,408,1812,35.72,29.466
69,408,1813,43.514,43.514
69,408,1815,46.27,46.27
69,408,1816,37.391,18.5
69,408,1818,47.954,29.954
69,408,1820,45.074,30.11
69,408,1823,40.186,23.999
69,408,1825,45.074,30.11
69,408,1826,32.216,8.216
69,408,1829,34.251,20.476
69,408,1830,35.466,29.466
69,408,1831,27.445,18.006
69,408,1834,34.361,22.361
69,408,1835,30.136,18.136
69,408,1836,38.574,19.234
69,408,1840,34.634,30.851
69,408,1842,47.7,17.069
69,408,1844,32.424,20.424
69,408,1845,41.486,5.486
69,408,1849,46.68,29.141
69,408,1861,15.445,9.445
69,408,1863,14.379,5.629
69,408,1864,5.616,5.616
69,408,1865,23.245,23.245
69,408,1868,7.371,7.371
69,408,1874,23.466,23.466
69,408,1875,23.245,11.245
69,408,1880,19.371,13.371
69,408,1886,18.37,18.37
69,408,1892,23.7,17.7
69,408,1893,4.641,4.641
69,408,1896,18.084,6.084
69,408,1906,15.965,14.216
69,408,1909,18.11,18.11
69,408,1913,5.629,5.629
69,408,1927,23.466,23.466
69,408,1935,20.125,13.91
69,408,1938,6.526,6.526
69,408,1942,23.154,11.154
69,408,1944,17.421,17.421
69,408,1945,5.135,5.135
69,408,1946,11.954,11.954
69,408,1947,11.72,5.72
69,408,1950,5.941,5.941
69,408,1957,23.245,17.245
69,408,1962,18.331,18.331
69,408,1964,23.954,22.316
69,408,1965,11.941,5.941
69,408,1966,18.331,6.331
69,408,1968,18.721,6.721
69,408,1970,11.245,11.245
69,432,1286,174.37,6.37
69,432,1373,150.5,39.139
69,432,1459,129.185,19.436
69,432,1563,100.966,57.321
69,432,1576,117.269,64.835
69,432,1593,106.179,40.179
69,432,1661,83.72,56.411
69,432,1671,92.379,60.89
69,432,1680,77.239,53.239
69,432,1688,80.32,26.32
69,432,1700,78.11,65.005
69,432,1705,79.371,60.89
69,432,1708,90.37,6.37
69,432,1709,73.625,60.539
69,432,1712,93.139,45.139
69,432,1718,81.139,51.139
69,432,1723,77.356,51.776
69,432,1733,77.096,54.006
69,432,1739,83.7,17.069
69,432,1758,54.136,42.136
69,432,1762,53.135,47.135
69,432,1764,70.186,46.446
69,432,1766,71.661,35.661
69,432,1767,54.539,54.539
69,432,1768,69.406,6.396
69,432,1770,63.445,54.006
69,432,1774,64.446,44.411
69,432,1777,70.764,58.94
69,432,1778,63.445,42.136
69,432,1784,66.539,54.539
69,432,1785,57.796,47.629
69,432,1787,66.331,36.331
69,432,1790,53.941,35.941
69,432,1793,57.971,39.36
69,432,1797,69.815,57.36
69,432,1799,62.574,43.234
69,432,1800,52.186,46.186
69,432,1807,54.136,48.136
69,432,1814,53.239,47.239
69,432,1817,63.445,54.006
69,432,1819,69.074,30.11
69,432,1821,58.985,40.985
69,432,1827,58.361,37.514
69,432,1833,56.606,28.185
69,432,1837,71.661,29.661
69,432,1839,52.251,52.251
69,432,1841,51.965,20.216
69,432,1851,68.671,68.379
69,432,1857,41.239,35.239
69,432,1858,37.391,18.5
69,432,1859,31.371,13.371
69,432,1866,43.514,37.514
69,432,1869,29.239,29.239
69,432,1870,39.185,15.185
69,432,1872,42.565,24.565
69,432,1873,46.68,29.141
69,432,1878,29.941,15.321
69,432,1882,32.574,19.234
69,432,1887,35.096,16.764
69,432,1889,45.074,24.11
69,432,1894,40.186,23.999
69,432,1900,34.764,28.764
69,432,1907,44.32,26.32
69,432,1908,47.284,35.284
69,432,1917,29.954,29.954
69,432,1920,43.371,25.371
69,432,1921,42.331,9.685
69,432,1922,43.514,37.514
69,432,1924,45.074,44.099
69,432,1932,47.245,23.245
69,432,1937,34.634,30.851
69,432,1949,46.27,46.27
69,432,1952,29.954,16.316
69,432,1953,30.5,30.5
69,432,1958,46.634,30.851
69,432,1960,43.93,37.93
69,432,1961,35.141,35.141
69,432,1973,9.445,6.006
69,432,1974,18.37,18.37
69,432,1978,22.764,22.764
69,432,1985,21.139,21.139
69,432,1986,20.216,8.216
69,432,1989,11.941,5.941
69,432,1990,18.11,18.11
69,432,1993,23.245,11.245
69,432,1994,6.331,6.331
69,432,2000,23.629,11.629
69,432,2001,5.486,5.486
69,432,2002,19.371,7.371
69,432,2003,23.154,11.154
69,432,2006,23.954,23.954
69,432,2009,16.94,12.246
69,432,2011,23.206,23.206
69,432,2013,17.629,5.629
69,432,2014,19.371,19.371
69,432,2018,21.445,9.445
69,432,2021,5.616,5.616
69,432,2022,7.254,7.254
69,432,2025,20.125,8.125
69,432,2027,23.154,23.154
69,432,2029,7.371,7.371
69,432,2035,23.141,17.141
69,432,2038,23.154,13.91
69,432,2040,3.575,3.575
69,432,2047,21.185,18.981
69,432,2050,2.379,2.379
69,432,2055,16.641,13.91
69,432,2057,23.629,5.629
69,432,2064,18.136,12.136
69,432,2065,6.24,6.24
69,432,2073,23.466,17.466
69,432,2082,11.096,5.096
69,432,2083,14.21,8.216
69,432,2084,23.154,11.154
69,432,2085,6.006,6.006
69,432,2086,18.11,18.11
69,456,1504,158.431,56.099
69,456,1517,150.331,42.331
69,456,1532,130.985,29.616
69,456,1573,142.985,29.616
69,456,1633,112.966,63.321
69,456,1646,113.135,83.135
69,456,1750,77.239,53.239
69,456,1789,74.574,55.234
69,456,1792,93.9,54.539
69,456,1796,77.239,53.239
69,456,1803,94.27,76.27
69,456,1806,79.605,57.36
69,456,1822,76.446,52.446
69,456,1828,87.445,54.136
69,456,1832,92.671,60.89
69,456,1848,76.94,64.764
69,456,1855,91.41,13.41
69,456,1871,56.606,28.185
69,456,1877,53.239,47.239
69,456,1881,69.139,39.139
69,456,1890,65.629,47.629
69,456,1891,57.139,45.139
69,456,1897,66.656,36.11
69,456,1898,66.136,54.136
69,456,1901,65.096,54.006
